texte,vrai_label,label_predit,est_correct,probabilite_positive
مكنش موقع اباحي مدخلوش,1,0,False,0.0016842650948092341
خرجنا من اجل البلد ليس من اجل الشهريه ربراب لي دار يخلص يتحاسبو فاع قبايل عرب شاويه بني مزاب عودو الى رشدكم ضعو مصلحه البلاد قبل مصالحكم ليس على هذا ما بدا الحراك خرج الشعب يوم فيفري قوتنا في وحدتنا لا تدعو العصابه تفرقكم الحراك بريئ من الخبزيست,1,0,False,0.14360341429710388
خلي نبداو بربراب وحداد اويحي مبعد نزيدو الباقي,1,0,False,0.23637931048870087
سينيالت ومدرت والو 🤣,1,0,False,0.0037416843697428703
قديمه,1,0,False,0.0010466859675943851
اتمنا اله يموت الموعد,1,0,False,0.19195397198200226
بروبلام والله ما فيهم بروبلام فالشعب لي يتفرجهم ومطلعلهم شانهم بلي vu لوكان حتى واحد مراه سمع بهم منعرفوش قاع فيقوره كيما هدو,1,0,False,0.002347989473491907
شاوي افتخر لي مايعرفش اصلو يروح يشعل روحو ♓,1,0,False,0.03430573269724846
wali darya lahram 🔪,1,0,False,0.02474910207092762
سليل الجيش الفرنسي البيجاري كانو يرقدو بالبيجامه ويتقهواو بالكروصان,1,0,False,0.002130992943421006
ثروه ربراب نقدرو نكملوا بيها الطريق السيار من عنابه للطارف,1,0,False,0.03286099433898926
na3lato elah alyk,1,0,False,0.02454463206231594
شكون هادو اسبي,1,0,False,0.0033349012956023216
la ilha ila allah matoub rasoul allah,1,0,False,0.002268784446641803
رح ينكحنا بلكورونا,1,0,False,0.012387651950120926
الجديده يعني الانتقام الشعب طرد المجرم بوتسريقه جديده يعني القمع الحديده الشعب حسبنا اله الوكيل,1,0,False,0.1791853904724121
الجزائر فرنسيه فاشهدوا فاشهدوا فاشهدوا,1,0,False,0.1374789923429489
matoub radiya 3anhoo ❤️,1,0,False,0.019014621153473854
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين اما الاجنحه ان كانت عداله ذو مصداقيه سيصلون اليهم,1,0,False,0.3993104100227356
نسيت باباكم القايد صالح,1,0,False,0.4048139154911041
يارب اعطينا زلزال 12علا سلم ريشتر نروحو قاع حسبي اله ونعم الوكيل,1,0,False,0.01059513445943594
smhli bsh g3rtha 😢,1,0,False,0.0069653745740652084
لست ربراب حداد,1,0,False,0.35484617948532104
keshma darolk mouloudia beyna 🌶,1,0,False,0.00893076416105032
قلكا يتحاسبوا قاع كي لحقت ربراب اعلنوا تضامنهم,1,0,False,0.12756338715553284
الحكومه نتاعنا لازم نخربولها مؤسساتها باه تيستعرف وتخاف لاخاطر كلش سرقوه من دراهم الشعب وبناو المؤسسات من دراهم الشعب,1,0,False,0.006388908252120018
لكان البنك يطيني القرض عطاتو لربراب ندير العجب فالبلاد كاش مدنا عندو بالعكس,1,0,False,0.005544824060052633
عاود لحساب مقريتش رياضيات,1,0,False,0.0027551057282835245
تحير شعب يطلب يحاسب ناس يطلب ناس تحاسبش فرزو رواحكم ربراب ادا دار والو قادر علء شقاه مايقدر يتوشيه وادا دار لازم يتحاسب,1,0,False,0.18823198974132538
ربي يحفظابناء الجيش الوطني الشعبي وربي ينصرنا على ابناء الجزائر,1,0,False,0.23976856470108032
نظرات نزار اشبه الي دليل فرنسا ترك الشعب يعيش بسلام القايده عزوج رانا العجاءز وهذه رقصتهم والحراك هومن سقطهم ارضا وانهاء عبث العملاء والولاءلشارل ديغول 201 الثعلب ماكرو الثوره السلميه مفتاح نجاه لشعوب المتضعفه نصر الانتصاريحيا الحراك,1,0,False,0.381208598613739
ماتزيدش ربنا حتى انت لواحد راح يطرطقله عرق في بلاد,1,0,False,0.25953927636146545
المشكل ان الامور من سيئ الى اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل وين راهي الدوله,1,0,False,0.0024669570848345757
كل واحد وحياتو وواش يحب يسيبورتي هنايا بدا يصماط le doux,1,0,False,0.0359259694814682
ولق وي لا شفتو صحره,1,0,False,0.004503157455474138
le3erebe yebe9awe neocha heta leyome,1,0,False,0.151535302400589
حداد ربراب كونيناف استقدام الاسماء يصبح سجن الحراش اغلي باريس مانشستر سيتي,1,0,False,0.18371523916721344
ih wach dakhalk,1,0,False,0.004725297912955284
يقصف يبالي,1,0,False,0.041191622614860535
رحت نشري قرعه خل حضني مول الحانوت وقالي هاي عندي وبلغ السلام لخاوه حسيت روحي لابوانت اله يرحموا,1,0,False,0.0724293440580368
اه خطونا,1,0,False,0.0023178549017757177
bditou fl 3onsoriya wl fitena,1,0,False,0.04431118816137314
لقبايل رجاله عليكم تحيا القبايل,1,0,False,0.01485682837665081
💚❤,1,0,False,0.05481133982539177
وناك القضيه الفلسطينيه,1,0,False,0.0033891971688717604
ربي يحفظك في مركز حفظ الجثث,1,0,False,0.09176480770111084
ردو بالكم ليحاكموه على حيازه عمله صعبه دون الابلاغ هنها حيازته على جوازي سفر خلاص اهم دعوى هي الفساد لازم يحاكم عليها استرجاع الاموال المنهوبه,1,0,False,0.03890804201364517
reh chef li,1,0,False,0.003152359277009964
كلشي مبروك وعقابهم جيسكوبو,1,0,False,0.03386271372437477
ان شاء الله تقومو بتلبيه الطلب,1,0,False,0.002557557774707675
ملخر,1,0,False,0.08008749783039093
مسيره ربراب اتفها الفكره,1,0,False,0.31041696667671204
وكي تقول السلام عليكم تهز يدك اليمنى ولا رجلك موضوع تافه,1,0,False,0.365960031747818
شوف طريقه الكلام تاع استاذ الوعي امير المازدا,1,0,False,0.03477424755692482
😂😁,1,0,False,0.010778321884572506
wekhtek chekit kayna menha,1,0,False,0.0022123935632407665
اخيس ميم شفتو,1,0,False,0.005037580616772175
مزال نت جيبوك ينحولك القرعه لي حاصله,1,0,False,0.36381033062934875
خلي ربراب روح معنا ها,1,0,False,0.17488789558410645
بوتفليقه بومدين كلهم ساهموا في تفريق الشعبين,1,0,False,0.28146231174468994
