texte,vrai_label,label_predit,est_correct,probabilite_positive
بركاو التخلاط وشي هاذ المصطلحات الغريبه قهوي روجي وردي موفي سميو الاشخاص باسماءها وحطو الامور نصابها حبسونا هاذ لهبال,0,1,False,0.5126181244850159
خاوتي انا راني مبيراطي هاج لا باجمتنخلعوش 😂,0,1,False,0.5043601393699646
مخروب,0,1,False,0.5067698359489441
افضل هاتف لاكن ماذ البروسيسور,0,1,False,0.5010245442390442
جيبوها لفريق الوطني,0,1,False,0.5134532451629639
هناك عروض اخري وهل بالامكان الاستفاده العرض,0,1,False,0.5278596878051758
البروبلام يقولولو استاذ فالايف,0,1,False,0.5031946897506714
1830,0,1,False,0.515240490436554
او انت تعطيني معلومات,0,1,False,0.5098663568496704
مكن صوره,0,1,False,0.5000195503234863
اصل كلمه بوراك تركي,0,1,False,0.5028055310249329
مش لازم غني هكاك بعد,0,1,False,0.5034263730049133
اشتريت جهاز مبرد براند بصح ابردش,0,1,False,0.5079620480537415
kolchi yajabdeh zitout makanch laab maah,0,1,False,0.5002097487449646
ادريس undefined خمم,0,1,False,0.5100635290145874
حداد اخذ اضعاف المبلغ,0,1,False,0.5051926970481873
الوزير هو من تسبب في نوم لقمان 😁,0,1,False,0.5018602013587952
الرزق ربي مش ربراب,0,1,False,0.5011183619499207
الف مبروك ومزيد من النجاحات والتوفيق انت مفخره للشباب الجزائري,0,1,False,0.5137647986412048
بغيت زعمه😂,0,1,False,0.5071534514427185
يجب اضافه السبت لحراك راحه الناس اتوا باليهودي المسمي العربي بلخير قصر المراديه التسعينات باش يخدعوكش واسمه الحقيقي مهيمنا القمح الجزاءري,0,1,False,0.5154473781585693
افهم تناقضتهم كيف التحالف يضرب داعش سوريا العراق جوا ارض مكشوفه فيهرب الفيروس ليبيا لماذا لكي ينتقم دوله اسلاميه عربيه سنيه الاولي مقاتله يقاتلونه فداعش صناعه امريكيه اسرايليه ارانيه الامه الاسلاميه العربيه السنيه ونحن الشعب الجزايري جيشنا خندق وسنقطع ايدهم ادا مست دره بلادنا المخضب بدما الشهدا,0,1,False,0.5006942749023438
بات بريزي,0,1,False,0.5129304528236389
نعتذر اخي لا توجد,0,1,False,0.5084090232849121
bayen dhork rak hawass kifach tlazag zelzla nidham 😂,0,1,False,0.5058576464653015
جنسيه بريطانيا,0,1,False,0.5060383081436157
اين قايد صالح اراه,0,1,False,0.5042794942855835
الجزاءر ماشي جديده قديمه وفيها السيراج حكايه الزيت والغلي البكري ماشي برنامج نتاع فرنسا مزال يمشوا بيه والضحيه الشعب,0,1,False,0.50014328956604
المقاطعه هي حل عقابي يستجيب له التاجر الذي يحترم مستهلك بضاعته ويتجاهله التاجر الفرعون النازي الذي يرى نفسه من سلاله الالههو,0,1,False,0.5065799355506897
من حراش,0,1,False,0.5175858736038208
كيف يمكنني الاتصال بكم انا مسؤول بقناه الجوهره تي في الجزائريه وهي قناه مخصصه للمراه الجزائريه 90 بالمئه من برامجها طبخ لدينا العديد من العروض التي تهمكم اتصلوا بنا على الرقم 6748,0,1,False,0.5075600147247314
حياك اله استاذ العربي زيتوت,0,1,False,0.5008116960525513
وعلاه ماديرش ابوني تفرحني,0,1,False,0.5008669495582581
دوله عسكريه مدنيه عاش جنرالات الجزاءر 🇩🇿,0,1,False,0.5118751525878906
سعر مكيف,0,1,False,0.5061413049697876
وين,0,1,False,0.5127736330032349
السلام عليمك,0,1,False,0.5036561489105225
لازم اضراب قطاعات حساسه في دوله مثل سونطراك نقل موانئ كل مؤسسات الدوله,0,1,False,0.5041773915290833
اسبوعين ماكاش رد ولو كان قلنا نجو يقلك استنى روندفو,0,1,False,0.5035771131515503
تمهيد,0,1,False,0.5127658247947693
زعما راح يديرو فلم بطله معصوم الوسواس متاكد راح يربح الاوسكار,0,1,False,0.505394697189331
واش هدي مهزل تعا خوتي برك مستعرف فريق تونس قوي بزف وحنا مكنش,0,1,False,0.5080995559692383
امين اخوتي فرحتوني بدعائكم,0,1,False,0.5090440511703491
بصح مارديتش السءال,0,1,False,0.5034379363059998
تعريف الجزائري هذا,0,1,False,0.5235714912414551
نتا منين يرحم باباك,0,1,False,0.5068176984786987
البنه رهي كامل فرماج فريكو,0,1,False,0.5116143226623535
توفيق والشعب معاك يا ربراب,0,1,False,0.5004789233207703
اطليقو سراح ربراب,0,1,False,0.5001165866851807
ومشاكل الحدود مع المروك ثاني راهم غير ينومو فالشعوب جيش الجزائر وجيش المروك خاوه خاوه وعلى شعبهم طايحين بالهراوه 🤣,0,1,False,0.5068655014038086
الاحرار في كل مكان او متخافش عليهم,0,1,False,0.5033027529716492
ولد عباس تبانلي قريب يخرج,0,1,False,0.5052880048751831
لفاندوفسكي برجلو مركا خمسه في خمس دقايق وهادو 12 دقيقه ممركاوش 😞,0,1,False,0.5019679665565491
بمقابل,0,1,False,0.5161967277526855
يستهل انسان صادق,0,1,False,0.504062831401825
اوك ميرسي,0,1,False,0.5075774788856506
فريت اوملات بالبيض 😁,0,1,False,0.5082099437713623
وعلاه يندمو كاسيميرو جابو بيه دوري الابطال ويجيب بدراهم برناردو سيلفا المهم الدراهم داخله خارجه ما,0,1,False,0.5049789547920227
استخبارات امريكا تحذر ام تحظر لانه المعروف الاستخبارات تحظر لكوارث تبحث عمن ينفذ,0,1,False,0.509977400302887
كل واحد عند مخ يفكر بيه كل واحد مسؤول على نفسه اللي حاب يموت في سبيل المالي اانيجر يموت كما قال رويشد,0,1,False,0.5172692537307739
بيتران,0,1,False,0.5141176581382751
هاد وين كنت نتفرج في inception روعه,0,1,False,0.5055031180381775
نسيت ميسي رونالدو,0,1,False,0.5228576064109802
صباح الخير من سطيف العالي,0,1,False,0.5093804597854614
اخي هذا موقع حقيقيه او ماذا انا قتلك راني سيريوا,0,1,False,0.5178525447845459
هدرتو غير على الحوايج لي قاعدين يغالاو نسيتو ما هدرتوش على لي ديما يرخس 😁,0,1,False,0.5007959008216858
انا نعبد ربي مش مغني,0,1,False,0.5022422075271606
kayna,0,1,False,0.5291823744773865
بالبركه تستهل خير,0,1,False,0.5046012997627258
frites omelette bel baydhjus orange ta3 tchina,0,1,False,0.5033383369445801
مملكه ماروكو,0,1,False,0.5002988576889038
حتى فالخيال مكانش💁,0,1,False,0.5112150311470032
ارفع راسك فانت جزائري 💪,0,1,False,0.5041071176528931
لاشكر علي واجب,0,1,False,0.501646876335144
قالي ماكاش ديسبونيبل,0,1,False,0.508490800857544
تحليل لا اروع استاذنا الفاضل العربي زيتوت قاهر كبرانات فرنسا,0,1,False,0.5311545729637146
لديد روعه,0,1,False,0.5098190307617188
فريت اولامت ومعاها بيض مغلي اين الخلل في الموضوع 🙄,0,1,False,0.5006630420684814
قستهاش,0,1,False,0.5154991149902344
❤💚 mouloudia,0,1,False,0.5129199028015137
اتصلت بيه قالي سلعتك خرجه وانت معني,0,1,False,0.5087836384773254
ربي يهدي,0,1,False,0.5100873112678528
حريه تعبير رانا في بلاد الديمقراطيه لا لا هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من,0,1,False,0.5023362040519714
جيس كوبو الامام ✌️ 🎩,0,1,False,0.5053410530090332
كونيناف سويسري,0,1,False,0.5003907084465027
زيد جماعه,0,1,False,0.5125105381011963
زيد معاها قايد صالح شنقريحه تجي شابه,0,1,False,0.5022482872009277
لماذا التضامن مع ربراب عدم التضامن مع حداد سؤال بريئ 😏,0,1,False,0.5006835460662842
ما ديرش mca مع هذو الخرطي المولوديه كيان اسلام فريق تاع شهداء نادي الطبقه الفقيره ❤💚,0,1,False,0.5016151070594788
وي كاينا,0,1,False,0.5039803981781006
رابي يحفظك ويسترك من عبله نشالله,0,1,False,0.5004786849021912
يجب رفع شعارات رافضه لخروج الجيش الساحل,0,1,False,0.5090619325637817
زيد اكشفهم انت ديمقراطي,0,1,False,0.5089044570922852
الشعب يستقيل,0,1,False,0.5237119197845459
اتكلم نفسي,0,1,False,0.5028132200241089
خلاط,0,1,False,0.5096274614334106
ان حبيت الكبيوتر,0,1,False,0.5085225105285645
احكينا الشاب عراس,0,1,False,0.5021790266036987
هل لديكم وكيل في ولايه تيارت,0,1,False,0.5051679611206055
وي,0,1,False,0.5106598734855652
🤣واله ديري مزيه,0,1,False,0.5092633366584778
القبائل خوتنا ❤️,0,1,False,0.5164053440093994
واش طبق واش اطباق,0,1,False,0.5039644837379456
يهديك ربي سمير,0,1,False,0.5125381350517273
الجزائر الجديده نحو الاسوا طبعا,0,1,False,0.5037477016448975
الله يبارك قبايل رجاله,0,1,False,0.5024594068527222
🤣tedi la coupe du monde,0,1,False,0.5204480290412903
يابردت يضهرلي المشكل الوكيل نتاعكم سطيف السي تومي سطور لاخاطر كي رحتلو الول لقيت علاقه عطاني ريبونس نتاع معلم,0,1,False,0.5086590647697449
متقدرش تكتبها عربيه,0,1,False,0.501317024230957
بطاقه جرجه عندي عامومزال موصلتنيش,0,1,False,0.5088802576065063
نتوما تاني ركم مركزين رقبته,0,1,False,0.5027894377708435
مرحبا بيك وقت,0,1,False,0.5109376907348633
كلام,0,1,False,0.5048016905784607
العسل ارواح شوف هاذ المخلوقه راهي نتاع ماكلهفي رمضان تهبلنا نبلوكوها,0,1,False,0.5023479461669922
تحيا الشعب الجزائري الحر الفحل,0,1,False,0.5014334917068481
عاادي فرنسي في بلاده وين المشكل,0,1,False,0.5061628818511963
وفضح الخليج يدعم الارهاب,0,1,False,0.5101670026779175
نعبدو ربي,0,1,False,0.5153915882110596
تنبيه يوجد دعاء اسمه دعاء الزلازل فاتقوا اله تبتدعوا,0,1,False,0.5179169178009033
نعم يا ساده المنتخب الجزائري لكره اليد عندو لاعب يدبر خطا بدائي وهو مشي بالكره اين انت يا شهبور اين انت يا بودرالي اين انت يا سلاحجي,0,1,False,0.5051709413528442
ملكه ماروكو,0,1,False,0.5000051259994507
بلبيض,0,1,False,0.5094412565231323
رضا كونيناف سويسري ايسعد ربراب فرنسي سعيد بوتفليقه مغربي,0,1,False,0.515571653842926
هل هذا خاص بالمنطقه الصناعيه سطيف,0,1,False,0.5009336471557617
12 دقيقه منتخب لم يسجل لا هدف هدي الحصيله تاريخيا مازال ماسراش,0,1,False,0.508912980556488
هذي سبيسيال لجامعه فريت اوملات بالبيض,0,1,False,0.5025957822799683
نطالب باسترجاع بوتفليقه والعصابه 😂 رغم الفساد وكانت مستوره معانا,0,1,False,0.505241870880127
جواب بريء🤔,0,1,False,0.5103373527526855
الشعب يسحقوه التقشف,0,1,False,0.5012269616127014
ضك يجو يتعرقو عليك واش داك تخرب,0,1,False,0.5056172013282776
👌🏻😂 علابالي تفهمني,0,1,False,0.5031766891479492
بلد متقشف,0,1,False,0.515220582485199
متابعين ولاد بنات القهوه مكان,0,1,False,0.5130090713500977
اصبحت بتخفيض,0,1,False,0.5032260417938232
الف مبروك بالتوفيق مزيد من النجاحات,0,1,False,0.5294792056083679
بكل اختصار العبره ماجر عند توليه منتخب وطني جعل طاقمه من الدشره ودمر المنتخب بتتائج,0,1,False,0.5109220743179321
ماعنديش داسيا عندي كليو ساعات نغسلها مره الشهر وكي مريضه نديرلها التيم,0,1,False,0.5002851486206055
خطيك,0,1,False,0.5141562223434448
من هو المسؤول الجزائري الذي لم يحول رؤوس اموال الى الخارج من هو المسؤول الجزائري الذي لا يملك قصر في الخارج من فتح الطريق لربراب علي حداد طحكوت علمي اعمر بن اعمر كونيناف من سرق سوناطراك من مهد الطريق للخليفه ليكون امبراطوريته هؤلا من يجب محاسبتهم اولا قبل رجال الاعمال هؤلاء هم من استفادوا قسموا اموال الجزائريين فيما بينهم هؤلاء هم من دمروا الجزائر اقصد بهؤلاء كل رجالات الدوله من رئيس الى وزراء ولات معضم جنرالات العسكر علما ان وراءكل رجل اعمال ناجح جنرال وزير والي فكفاكم استغباء بابناء الشعب بهذه المحاكمات العشوائيه السطحيه فمن يجب ان يحاكم هم انتم لانكم ببساطه انتم افراد العصابه ما رجال الاعمال الا افراد تختبئون ورائهم علما ان ثروتكم انتم تعتبر اضعاف ما كسبوه هؤلاء نحن مع رحيل النظام الذي عبث عجز عن حمايه اموال الشعب بعد سقوطكم ستحاسبون انتم اولا وكل من كان وراء هؤلاء رجال الاعمال بعدها سنطالب باسترجاع اموالنا من هؤلاء اخيرا اطلب من كافه الشعب عدم الانسياق وراءهذه المحاسبات التمثيليه لان يجب ان يحاسب اولا هم عصابه النظام فهم شركاء في الجريمه مطالبنا رحيلهم محاسبتهم,0,1,False,0.5019527673721313
محمد صلاح,0,1,False,0.519416868686676
كاينا,0,1,False,0.5091559886932373
بوركت استاذ,0,1,False,0.5080205798149109
متابعك نستنا وقتاش نلق فرصه ندردش معاك,0,1,False,0.5034267902374268
مزيد من التالق اخي امير,0,1,False,0.5121064782142639
انل راني سيريوا,0,1,False,0.5118319392204285
صياحك طرب,0,1,False,0.5073813796043396
يجوره السحاب,0,1,False,0.5025376677513123
الاصدقاء يفرحو وقتاش تجي الفرصه باش يخرجو بعضصحابي,0,1,False,0.5081906318664551
الحزن حدث,0,1,False,0.510606586933136
واش يقعدو في بلاد اازمان,0,1,False,0.5044931769371033
معطوب الهيبه,0,1,False,0.5036401152610779
قستها صاحبي,0,1,False,0.5049462914466858
تحيا ربراب وتحيا ملال,0,1,False,0.5001803040504456
امسيتك طيبه خويا رامي 🙏 مرحبا,0,1,False,0.5058779120445251
rabi sobhano,0,1,False,0.5046019554138184
واش داك تشربها,0,1,False,0.5005284547805786
نسيت صنم بوبجي افرار,0,1,False,0.5158703923225403
ناكل الفرماج الباقي انحطهم البراد قالك لازم انديرو التقشف,0,1,False,0.5051597356796265
صحاب الراي,0,1,False,0.5025326609611511
نسيت ديدين كلاش,0,1,False,0.5072035789489746
التنوع البيءي ماكان,0,1,False,0.5080045461654663
شاء اله نتاهل لكاس العالم بالتوفيق فريق شاب شاء اله مستقبل واعد مشرف مبروك لشقيقه تونس,0,1,False,0.5106478929519653
افيدونا حتى لا نفقد الثقه في منتجات كوندور,0,1,False,0.500038743019104
ماذا يريد النظام المفلس بالجزائر,0,1,False,0.5053237080574036
القبائل هي عميروش وكريم بلقاسم وعبان رمضان,0,1,False,0.5173884034156799
محمد صلاح 😂👌,0,1,False,0.5107403993606567
قالي نقطه البيع بوسعاده,0,1,False,0.5048635601997375
قبائلي وافتخر ♓️️,0,1,False,0.5222251415252686
حمد لله مناش راح نموتو,0,1,False,0.5081343650817871
انا عندي محل حاب نخدم معاكم,0,1,False,0.5061941742897034
ياه واله علابالي عطله سعيده ترجع بالسلامه ديني معاك حطني فاليزا 😌🤭,0,1,False,0.5025559067726135
كندور اعتزاز الجزائر,0,1,False,0.5130033493041992
ياو مرانش نقولو ربراب مليح مي رانا نقولكم القايد راهو يلعب بيكم افطنو,0,1,False,0.5007542371749878
مولوديه خاطي 😐,0,1,False,0.5148284435272217
زمان,0,1,False,0.5124166011810303
نقطه بيع,0,1,False,0.505450963973999
العصابه غرقت الوحل راهي طرش,0,1,False,0.5052505135536194
واش,0,1,False,0.5560551285743713
زايده شويه,0,1,False,0.5074452757835388
باختصار الجزائر الجديده في حاله مزريه في 201,0,1,False,0.5020687580108643
نرجو منك ترسل لنا رقمك الهاتفي واسمك,0,1,False,0.5052990317344666
منتجات متوفره عندكم,0,1,False,0.51668381690979
نعبدهم,0,1,False,0.5104022026062012
اثبت الدراسات السكريات والزيتوت بصفه مهدمه لجسم الانسان وتاع ربراب تهديما وشكرا,0,1,False,0.5223199725151062
اتفاقيه افيان كتبت بدماء الشهداء طرف,0,1,False,0.507774293422699
نعم لقد تواصلت مع عنوان الخدمات الذي بعثتم به,0,1,False,0.5012801885604858
السلام عليكم فريق عمل براند الجزائر,0,1,False,0.5206922888755798
جيبو السوارد اللي سرقوهم اويحي سلال سلكوهم ابنيو بيهم 20 سبيطار يفضالو اشريو بيهم طائره يفضالو,0,1,False,0.5059173107147217
واله خالعني الطفل,0,1,False,0.502205491065979
ماعندو معني,0,1,False,0.5028890371322632
الكوشه وشحال دير,0,1,False,0.5089360475540161
شيء مفتعل صح وين تاكدت بلي الراجل ميحبوش الجزاءر,0,1,False,0.5027217268943787
رجاله احرار,0,1,False,0.511817991733551
نضن خلي مكالاه نضن الرعيان,0,1,False,0.5093181729316711
تحيا الاحرار,0,1,False,0.5092912316322327
كون زدت محمد صلاح,0,1,False,0.5163490176200867
wach kho cava,0,1,False,0.5016887784004211
السفاره الفرنسيه الجزاءر تطلب الخارجيه الجزاءريه توضيحات ومعلومات وحيثيات اعتقال ربراب فهمتوا مزال,0,1,False,0.5077065825462341
مبروك مبروك مبروك مبروك امير ديزاد عبله جونو يسقط حكم مخابرات الجزائر الارهاب الاستعمار الجزائر المحتله من طرف مخابراتها,0,1,False,0.5105646252632141
مرحبا مهتمون بكل الشعب الجزاءري مدن الجزاءر,0,1,False,0.5128360986709595
مشي كبير بزاف مزيه 😂,0,1,False,0.5118765234947205
محتاجه لافيسال,0,1,False,0.501677393913269
ونقطاع لاماء,0,1,False,0.5133057832717896
حسني راي لطفي راب برك اله فيك خويا لطفي سلام,0,1,False,0.5023708343505859
كسكس بالعصبان مع مرق ابيض ولايه جيجل ❤️😘,0,1,False,0.5083910822868347
حيا الله احرار الجزائر,0,1,False,0.5098819732666016
خاطيك علابالي 🕊️,0,1,False,0.5081167817115784
كيما لي قاتلو مانكلش اللحوم انا ناكل صكالوب 🤭🤣,0,1,False,0.509704053401947
قالك صحافي العجب السنه الرابعه ابتداءي,0,1,False,0.507728636264801
حاجه شابه راني نهدر عن تجربه,0,1,False,0.514240562915802
عبله تشفاي مواد منا و4 مواد ملهيك تسريب الباك تاع العام,0,1,False,0.5030725002288818
ماشاء اله بالتوفيق,0,1,False,0.5004775524139404
ou ya3tihh sahték ya chikour abla,0,1,False,0.521705687046051
57,0,1,False,0.5246813297271729
متستحييل,0,1,False,0.5003808736801147
الباك,0,1,False,0.5055401921272278
التخابر الدحدوح حكم الفايوات,0,1,False,0.5086931586265564
كاش امارات كاش تطبيع خويا الخليجي,0,1,False,0.512738049030304
نحى فلسطين دار اسرائيل💔☹,0,1,False,0.5003321766853333
القضاء في محنه,0,1,False,0.500277578830719
افهمو يشعب راه قصدو فريتومنات فيها بيض زيادا زيطوطيات🐸,0,1,False,0.500657856464386
المنحه راهم يديو اصحاب البطون المنتفخه,0,1,False,0.5052050948143005
واين نجد هده العروض قسنطينه,0,1,False,0.5002459287643433
ممكن جدا لو استرجعت من الاموال التي ربراب سرقها لكن سينقطع عنكم التمويل,0,1,False,0.5044854879379272
😂 بالدموع,0,1,False,0.5144799947738647
معليش سلعه بلادي نشجعوها انا تاني نشري😜,0,1,False,0.5044423341751099
بلا مزيه كيما اختي الصغيره نتيالمهم منديش ذنبك حطيتي موسيقي برك😁😅تصبحي خير😗,0,1,False,0.5203434228897095
peur parce ce que hadou houma les vrais hommes de algérie hadou houma ils vont pas laisser algérie tache3ale fiha naree il sont des principes hadou nasse andehoum algérie fi damhoum machi wellad franca rabi makoum nechallah vous serez régulariser nechallah vous étiez la qui kane chabe fi hala je me souviens très bien de cette époque 👍vive algér,0,1,False,0.5306376814842224
تبون,0,1,False,0.5084731578826904
حان الوقت لالغاء الاشتراك 🤗😊,0,1,False,0.5012508034706116
فريط اوملات ببيض 😂,0,1,False,0.502634584903717
sadwetch,0,1,False,0.503771960735321
حقيقه خو,0,1,False,0.5061022043228149
مخي حبس مع هذو العلماء قالك قاطع شركه جزائريه روح اشري على شركه سعوديه 🤦🏻‍♂️,0,1,False,0.5009260177612305
اناعندي ماشينه لافي براند تكسر الباب تاعها حوست بزاف لقيتوش وين نصيبوا فضلكم,0,1,False,0.5015296339988708
الحج في ثاوريرث موسى ❤,0,1,False,0.5135887861251831
التخصص الوحيد الذي لن تجده يدرس في جامعات الدنيا هو الاخلاق قد يحمله عامل النظافه ويرسب فيه الدكتور,0,1,False,0.5079718828201294
مختصون اشغال الديكور والتهيءه,0,1,False,0.5044699311256409
باغي نشري تلفاز دكي مثل ما هو معروض وكم ثمنه,0,1,False,0.5024400949478149
ستندمون زمن القايد صالح رحمه اله,0,1,False,0.5093777775764465
وفلسطين وسوريا والعراق 🙂,0,1,False,0.5096110105514526
لا يوجد شيء اسمه دعاء الزلازل,0,1,False,0.5030030012130737
انا رايي الشخصي متضامن من اسعد ربراب حتى انه ربما سرق ودار ودار على الاقل استثمر في بلادو ومخدم ناس بزااف اكثر من 180 شوف لي سرق وداهم وماانتفعش منو الشعب ربراب على الاقل مخدم ناس معاه الحريه لاسعد ربراب احب من احب وكره من كره للعلم انا لست قبايلي لكن رايي اقوله وكل واحد حر في رايو,0,1,False,0.5027010440826416
تغسل تشلل 🙂,0,1,False,0.5035208463668823
هل هذا التطبيق يصلح لتلفاز بروند 32 سمارت وشكرا,0,1,False,0.5082671046257019
علاش معلبكهمش هذهي الجزائر جديده اسعار جديده,0,1,False,0.5015917420387268
mabrouk alik khoya amir autres succès inchallah,0,1,False,0.5160405039787292
الفقر ليس عيبا 🖕 والرزق بيد ربي صبحانو,0,1,False,0.507588267326355
التصعيد باضافه السبت,0,1,False,0.512736976146698
مره اخري المبدا يتحاسبوا كاع ولن اخسر بجايه تيزي وزو ربراب كانوا راضون واذا استقل القضاء كلمه اخري,0,1,False,0.5002040266990662
الاغتصاب في مراكز الامن هاده بدايه الانهيار,0,1,False,0.5146362781524658
تبني السور اه,0,1,False,0.5107384324073792
حنا حابي نخدمو مع الشركه حنا خدمات ممكن توريلي وين روح او رقم هاتف,0,1,False,0.5029216408729553
واعر بجيش الامبراطوريه,0,1,False,0.5124577283859253
بنينا,0,1,False,0.5196835398674011
😂✊,0,1,False,0.5067490339279175
بصحتك بنينه,0,1,False,0.5001784563064575
تعلم اغلب الجزاءرين دينهم العربيه الاسلام,0,1,False,0.5023902058601379
azul mon frère amine besahtek houcine de tizi ouzou avec vos,0,1,False,0.5080491900444031
بالتوفيق شاء اله,0,1,False,0.5021204948425293
💚❤ سلام,0,1,False,0.5080300569534302
70 طن 63 وين راها,0,1,False,0.5041062831878662
الوزير,0,1,False,0.5270937085151672
عليها كانو الحركى بزاف في الجزائر فرنسا تقدم امتيازات بالجمله قال صحفي معترف بها🐗,0,1,False,0.5015950202941895
نساء الذين في سجن واش من خطا ارتكبوا سيسي اتبعوا هم من صنعوا الفيلم,0,1,False,0.5160529017448425
اربح,0,1,False,0.5148271322250366
مبروك بالتوفيق,0,1,False,0.508186936378479
حريه انتقاد الاخرينفلكل شخص حق في حريه انتقاد الاخرين فيمكن لاي شخص ان ينتقدشخص اخر في رايه ويعارضه ولكن في حدود الادب والقانون ولايخرج عن المالوف والمعروف والادب والقانون ولا يستخدم السب ولااللعن ولا غير ذلك اي انه كما لو كان نقاشا ان لم يكن هو نقاشا بالفعلكل شخص يعرض رايه وانتقاده في حدود المسموح به حريه التنقل والسفر والحركهفلكل شخص حق الحريه في التنقل والسفر والحركه والا يقوم احدبتقيده ولا استعباده ولا حجزه في مكان ما ويمنع حريته وسفره وتنقلهوحركته فلا يجب على الشخص ان يمنع احدا من التنقل من مكان اليمكان لان لكل شخص تلك الحريه,0,1,False,0.5058251023292542
امير الحراك,0,1,False,0.5052230358123779
العمل اللذي قامو به يامول الفيديو والله لا يقدر بثمن ولا بملايير الدولارات انه عمل اغنا من الذهب والفضى ولا هو ان تعيش في امن وسلام,0,1,False,0.5005438923835754
راني خارج حبب,0,1,False,0.5144635438919067
ربي يسلك بلادنا الجرمين هاذو,0,1,False,0.500589907169342
الى الامام تحيا الاحرار,0,1,False,0.5021001696586609
تسمي ماتقوليهاش وكي تلقاي بيهم تقوليهالهم ها ادي خلي فيلم عبله الجديد,0,1,False,0.5095556378364563
تحيا ربراب وملال وكامل القبائل الرجال,0,1,False,0.5023042559623718
حبيت نشري وخده لامي مي امي متعرفش نتاع ديجيتال,0,1,False,0.5079516768455505
🖕لاي ابوناهم,0,1,False,0.5062053799629211
ربي يخليك,0,1,False,0.5027391314506531
يبدا برنامج دراسه,0,1,False,0.5114122033119202
😂 قاسح قاسح,0,1,False,0.513035237789154
ربي يستر البلاد والعباد,0,1,False,0.5084856152534485
بتاكيد هو عربي,0,1,False,0.5004640817642212
ونحن نقول بالتوفيق والمزيد من التاءلق,0,1,False,0.5050178170204163
ازولخويا,0,1,False,0.502302885055542
والماء يروح,0,1,False,0.5081047415733337
الهاتف يرن يرد,0,1,False,0.5027759671211243
داريخلص ربراب اخر,0,1,False,0.5027074217796326
وين فقتوا خطوه جيده الاحترافيه التواصل العملاء,0,1,False,0.5080963373184204
ياودي قسم معايا دراهم رانا مزلطا,0,1,False,0.5012920498847961
شاءاله ربي يشفي مرض شفيت منو,0,1,False,0.500132143497467
جليل باليرمو 🤣,0,1,False,0.5061557292938232
فريت اوملات بالبيض 🙈,0,1,False,0.5082099437713623
الرئيس اللي حرر فلسطين,0,1,False,0.5058590173721313
نعم نفتخر بي جيشنا الجزائري,0,1,False,0.5015007257461548
