texte,vrai_label,label_predit,est_correct,probabilite_haine,probabilite_non_haine
nhebb mouloudia yedaq wnehi ze mla page taek drarri tae ze,1,0,False,0.4069208683281442,0.5930791316718558
قوادتك,1,0,False,0.3254679315042492,0.6745320684957508
yazebi mi habes likima linako leblad yazebi,1,0,False,0.422203619757379,0.5777963802426209
🖕🏻,1,0,False,0.3254679315042492,0.6745320684957508
اسوء سياسه لجلب التفاعل سياسه الحملات الانتخابيه الجزاءريه,1,0,False,0.22999850534269292,0.770001494657307
نوض هز قلايطك جسم فاني وحياه فانيه يتزوج يخدم قدو حالتو ديك اشياء,1,0,False,0.08944308441184733,0.9105569155881527
بوخانه,1,0,False,0.3254679315042492,0.6745320684957508
lil tahra9 nedt sbah khredjtelna be istintaj manach habsine bel bayd 😅,1,0,False,0.38460572297075957,0.6153942770292404
فريت اوملات بالبيض طبي 🙄😅,1,0,False,0.24917477512559666,0.7508252248744034
سيريسلي يلبسو لاكوسط لاريني اعطيه غنيه نتاع بيلو يعطيك ختو نورمال,1,0,False,0.20379364291769947,0.7962063570823006
3ar abi nqolek tahia israël 🇮🇱 tahia tmazgha ♓😂,1,0,False,0.3254679315042492,0.6745320684957508
نسرق الفرماج صغيره امشي قودي كرفه خساره الكاسكيطه راسك ولعلام مورا ظهرك,1,0,False,0.2521575861422463,0.7478424138577537
dekhel matob ha chi ayaghyoul ue3ni aghyoul akhirik enta tehan blekwaght,1,0,False,0.1626928802497806,0.8373071197502194
wallah andek 3lamn tahachmi zayla,1,0,False,0.4458477004063227,0.5541522995936773
ترر,1,0,False,0.3254679315042492,0.6745320684957508
nikk,1,0,False,0.3254679315042492,0.6745320684957508
افف,1,0,False,0.3254679315042492,0.6745320684957508
قنبله نويه الاستاذ محمد العربي زيتوت فظح كوارثهم الارهابيه تسقط المافيا العسكريه,1,0,False,0.27079132804232225,0.7292086719576778
frii glit,1,0,False,0.3254679315042492,0.6745320684957508
نكفر بيهم,1,0,False,0.20889300520418658,0.7911069947958134
كولي الخبيز وسكتي,1,0,False,0.3254679315042492,0.6745320684957508
عفن السلام,1,0,False,0.014054829482136197,0.9859451705178638
الرئيس وحيد لفات سلال تهريج,1,0,False,0.15948583970881866,0.8405141602911813
ysiporti tajnat csc hdouk mhalbin 🤣,1,0,False,0.3254679315042492,0.6745320684957508
d5l crb wa9il ntnaq l3l,1,0,False,0.3062897633296343,0.6937102366703657
kelba,1,0,False,0.3254679315042492,0.6745320684957508
امير دبلوم شاء الله يكون فال خير مزيد التعريه للنظام بدون رحمه,1,0,False,0.17514495038148903,0.824855049618511
بصحتكم انتها الحراك مبروك لعصابه سوفه يطلق سراح ربراب لاكن مبروك لعصابه والسب الملال,1,0,False,0.1154201199606783,0.8845798800393216
جيقا ويقلك ستوكي ياناس العلم لحقو جيقا وحنايا مازلنا روطار,1,0,False,0.020876307653439806,0.9791236923465602
والله بقيتي دارك خيرا وصلت المعصيه للسب والشتم حق بد الستر والحفظ ابنت عائله تنتظري الدوله شيء اشفاء الغليل عزيزتي سمحيلي حال,1,0,False,0.4803014146587424,0.5196985853412577
tfoo,1,0,False,0.3254679315042492,0.6745320684957508
المشكل مشي عفوا فيهن المشكل يتبعوهم لانو كون مشي الغامل التافه يتبعهم كون ماشفناهم سمعنا بيهم قاله خصنا رئيس ياو ارتقوا فالقاع يشهد ازدحاما رهيبا,1,0,False,0.4774141401960506,0.5225858598039494
الشعب عادش يتكل الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,0,False,0.24473765713009724,0.7552623428699028
وعد وفي للاسف رئيس كادب,1,0,False,0.40019571550981103,0.599804284490189
nktha,1,0,False,0.3254679315042492,0.6745320684957508
بالله يستحق ربراب الدفاع وكل التهريج ملال شرفطها كاتشوب بنعناع والله سماطه شركه ولديها محامين ومحاسبين ويحاسب باسم القانون التحقيق قادر روحو نترك العداله مادار حاجه برئ التهم البلاد ونديرو راينا تحيا الجزائر,1,0,False,0.49112181054325305,0.5088781894567469
عندو الحق موالف ياكل فريت اوملات بالرخس محاينك الدموع طاحو الضحك عجبني سكت شويه زبلها بالبيض,1,0,False,0.16481034352544638,0.8351896564745536
مانسيتش اله تربحكوم,1,0,False,0.16541826886067967,0.8345817311393203
ربي يحفظك استاذنا اله يعطيك تمني اروع استاذ ربي يوفقك حياتك شاء اله اصحاب الجنه امك اله يرحمها ويغفر ☝✨,1,0,False,0.45845544476498723,0.5415445552350128
عذبكم السيد يتمنيك ماشي نيتو ضركم ضركم علابالي علابالكم,1,0,False,0.2984342353476171,0.701565764652383
حي الله الحمار,1,0,False,0.2698024900725185,0.7301975099274816
ماشاء اله تعليقات تليق الرويبضه زنديق,1,0,False,0.0961946984399379,0.9038053015600621
يافرطاس ياخامج,1,0,False,0.3254679315042492,0.6745320684957508
مام كيمي هوا غاضك,1,0,False,0.38052434263920065,0.6194756573607993
baynd mamidou mdiroch,1,0,False,0.3254679315042492,0.6745320684957508
رح ينكحنا بلكورونا,1,0,False,0.18555120440495657,0.8144487955950435
جاي دورك ماتقلقش ياشيطان,1,0,False,0.294642636801981,0.705357363198019
roih a9tel rouhak tgi thdar syarb,1,0,False,0.3254679315042492,0.6745320684957508
bled zeb,1,0,False,0.3254679315042492,0.6745320684957508
جدك الحمار ينطق يسمع استحمارك يقول اعد بحمار,1,0,False,0.3701775780279448,0.6298224219720552
نسرق الفرماج صغيره امشي قودي كرفه خساره الكاسكيطه راسك ولعلام مورا ظهرك,1,0,False,0.2521575861422463,0.7478424138577537
انسانه فاشله باتم معني الكلمه,1,0,False,0.21337833183442712,0.7866216681655729
مكنش موقع اباحي مدخلوش,1,0,False,0.23846114070099186,0.7615388592990081
فوطينا شكمنا رسمولنا امازيغيه نايض صوروك فاليتيمه تور لبهيمه تفوطي زوفوك فورصي😌,1,0,False,0.44392524535391636,0.5560747546460836
سينيالت ومدرت والو 🤣,1,0,False,0.31237295869867043,0.6876270413013296
خلوهم يروحو خير القعاد بلاد مانكمل,1,0,False,0.49036261856145164,0.5096373814385484
قديمه,1,0,False,0.10117852392830048,0.8988214760716995
بروبلام والله بروبلام فالشعب يتفرجهم ومطلعلهم شانهم vu لوكان مراه سمع منعرفوش فيقوره هدو,1,0,False,0.1955312420128484,0.8044687579871516
batar,1,0,False,0.3254679315042492,0.6745320684957508
المعطي القبايلي,1,0,False,0.4972999845826672,0.5027000154173328
بوتفليقه التحلاب,1,0,False,0.35570529793308125,0.6442947020669187
wali darya lahram 🔪,1,0,False,0.3254679315042492,0.6745320684957508
كس امو ميحب فري فاير,1,0,False,0.1182948010414535,0.8817051989585465
اعه ياقواد الزوتف القيبايل البلغارين ياناكر اصلك الاعرلي المقطر,1,0,False,0.4585017527299264,0.5414982472700736
سليل الجيش الفرنسي البيجاري كانو يرقدو بالبيجامه ويتقهواو بالكروصان,1,0,False,0.1638798126773247,0.8361201873226753
na3lato elah alyk,1,0,False,0.3254679315042492,0.6745320684957508
الله يربحهم,1,0,False,0.1359882287560906,0.8640117712439094
pidé,1,0,False,0.3254679315042492,0.6745320684957508
islamya matchi zwafia,1,0,False,0.3254679315042492,0.6745320684957508
ilha allah matoub rasoul allah,1,0,False,0.18099212903270107,0.819007870967299
رح ينكحنا بلكورونا,1,0,False,0.18555120440495657,0.8144487955950435
المغرب الاصل والباقي تقليد مجال للمقارنه الجزائر طووز المخزن الحمد الله,1,0,False,0.39075921423930265,0.6092407857606974
اله ينصرك استاد هولاء الصعاليك,1,0,False,0.45319090103114096,0.546809098968859
تمنقيش,1,0,False,0.3254679315042492,0.6745320684957508
brouhak ahh lkhanaz takhdam sarver restaurent tsarbi loubya fret bal bayd ahh tahan na3arfouk raya ahh roubi min jit man dawarkom layoun turke fa 20 ahh jayah,1,0,False,0.2864758050370996,0.7135241949629004
مطاطيطك,1,0,False,0.3254679315042492,0.6745320684957508
احمار اعطولوا ورده اشمها كلاها فريت اوملاط بالبيض,1,0,False,0.06297700187116834,0.9370229981288316
matoub radiya 3anhoo ❤️,1,0,False,0.1895624701428866,0.8104375298571134
10 كذابين,1,0,False,0.2586480719098649,0.7413519280901351
ياو قوو,1,0,False,0.4844100348068164,0.5155899651931837
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين الاجنحه عداله مصداقيه سيصلون اليهم,1,0,False,0.3281341268392905,0.6718658731607094
اقتلوهم يتكاثرو,1,0,False,0.3254679315042492,0.6745320684957508
نسيت باباكم القايد صالح,1,0,False,0.40288435497013214,0.5971156450298678
smhli bsh g3rtha 😢,1,0,False,0.25359191900408196,0.746408080995918
كذبون العمر,1,0,False,0.31721605952092063,0.6827839404790794
😑👎,1,0,False,0.3254679315042492,0.6745320684957508
keshma darolk mouloudia beyna 🌶,1,0,False,0.168914524367522,0.831085475632478
جماعه يهدروا السكر الزيت يجيبوا الدليل البورصه وقت العشريه السوداء يزعموا يهدروا باه يهدروا يعرفوا الفرق السكر الظبيعي المكر ربراب راجل خدام تحبوش الرجال واعلاه هدرناش اويحي حداد قبايلين نعرفوهم تحاحن,1,0,False,0.4820606697611576,0.5179393302388424
صراحه اتابع المخلوقه ظنا مني انها جزائريه فحله حره لكني اكتشفت انها جاهله وغير واعيه همها محاربه المعارضه وخاصه زيتوت وامير ديزاد ورشاد والتيار الاسلامي وتقسيم الحراك ابواب القنصليه تغلق وجهها اصبح القنصل يستقبلها لحظه لتتلقى الاوامر لضرب الحراك والتحدث بطريقه بذيئه امير دي زاد بزعم طعاي وامه حقبه وتحلم يرد عليها امير فتشتهر امير اشرف ولم يرد عليها وعلى تفاهاتها وقخوبيتها فعلا لقد صارت ممله وتافهه ووجه شر وتهدد امير بان تذهب اليه لتضربه يوجد احرار لايقاف الخامجه اللقيطه حدها,1,0,False,0.4064503048733123,0.5935496951266876
مانيش فاهم تبعوا بغ الح ديزادقالك عندو شهاده صحفي ومعترف الاتحاد الاوروبيحتى سلمنا جدلا الامر حقيقهفيقوا المب رد عونكيف حصل عليهاالم يتحصل عليها رن سا المج رم العد وه الاولى للجزائر يينهنا تفهم شيء وتدرك تمام الادراك امير ديزاد عم يل لديهم مجرد دق يضربون امننا وامتنالن ترضى عنك اليهود والنصارى تتبع ملتهمفيق اب ريق,1,0,False,0.2927947999867241,0.7072052000132759
خلطتي باصيتي يالفايحه,1,0,False,0.3254679315042492,0.6745320684957508
7🤣,1,0,False,0.3254679315042492,0.6745320684957508
ربي يحفظابناء الجيش الوطني الشعبي وربي ينصرنا ابناء الجزائر,1,0,False,0.43168608271967396,0.568313917280326
قستها فرر جبده زيكيب نكتها لتم,1,0,False,0.4547027761241122,0.5452972238758877
سمن هز الصحه الجرثومه,1,0,False,0.08241930568066891,0.9175806943193311
الله يعميكم الجزائر,1,0,False,0.08341990773761726,0.9165800922623828
المشكل الامور سيئ اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل الدوله,1,0,False,0.20373027525717732,0.7962697247428226
الله يمسخكم غشاشين,1,0,False,0.1359882287560906,0.8640117712439094
وزير تقول قردقود,1,0,False,0.2167106542228039,0.7832893457771961
اخوااني القباائل ليسو الكل لان القباائل احراار ورجاال طينه الكباار اتحدث يداافعون ربراب ثااني ملياردير عربي قدم مااهي المشااريع التى استفدتم ياانااس رااه رجل فااسد يخدم المشرووع الفرنسي يريد تقسيمنا حذااري حذااري,1,0,False,0.19435423518453704,0.8056457648154629
le3erebe yebe9awe neocha heta leyome,1,0,False,0.3254679315042492,0.6745320684957508
حبيبنا مرب نعبد ربي خلقني نعبد فري فاير مريض,1,0,False,0.24350488908013357,0.7564951109198664
azbi t3rf l9bayl dija ain jaya,1,0,False,0.3254679315042492,0.6745320684957508
تجي نسي عجرم تغنيلك حبيبي تيمقاد نص ساعه تعطيلها 4ملاير يطحاحنه,1,0,False,0.4761332005272975,0.5238667994727024
قيم الرجوله اراوح للعاصمه الزاوف للحراك,1,0,False,0.08108905983116808,0.9189109401688319
dakhalk,1,0,False,0.3254679315042492,0.6745320684957508
دواسا فارغين زوبعه فنجان جريقه لابتزاز الاحرار,1,0,False,0.33575102892870934,0.6642489710712907
ولات يخرج شرذمه جديد😵,1,0,False,0.09050405269123561,0.9094959473087644
🙂😉,1,0,False,0.3254679315042492,0.6745320684957508
قلتلكم بطاطا خشينه,1,0,False,0.35299540566037363,0.6470045943396263
يبردوع هذو دراهمهم مين تعرف تحسب وفهيمي احسبنا شحال برلماني خرجوه العام وزير وشحال يدي تقاعد فالشهر وشحال تجيك وزيد منحه نهايه الخذمه لكل تفوق 280 مليون للواحد وشوف هذو خطي جزاير قاعديت نبعو غي لقلاليل بخست وجوهكم يوم الدين,1,0,False,0.45711082962386795,0.542889170376132
نيكوه,1,0,False,0.3254679315042492,0.6745320684957508
الفاظ قذره يهينونهم نعرف فتانون لعبه رابح خاسر لماذا الالفاظ الله يهدينا يهديكم,1,0,False,0.28890015011517595,0.711099849884824
يديه جينرال الامتزيات والشركات ميزانيه فوج راس الحلوف ناس عانت وبات برا وصرا ماصرا تخم الدوله الارقام تكتب دخلهم الدوله ترميسته وحده فاتورات الغاز نحكوش الماء والغرامه ياو خم روحك,1,0,False,0.48397432178806543,0.5160256782119346
عفن السلام,1,0,False,0.014054829482136197,0.9859451705178638
يقصف يبالي,1,0,False,0.3254679315042492,0.6745320684957508
خطونا,1,0,False,0.3880261563268575,0.6119738436731426
bditou fl 3onsoriya wl fitena,1,0,False,0.3254679315042492,0.6745320684957508
لقبايل رجاله تحيا القبايل,1,0,False,0.19637799846366155,0.8036220015363384
ahachemi yakalba wache donné os ch,1,0,False,0.3254679315042492,0.6745320684957508
💚❤,1,0,False,0.3254679315042492,0.6745320684957508
وناك القضيه الفلسطينيه,1,0,False,0.08545121002288442,0.9145487899771156
ردو بالكم ليحاكموه حيازه عمله صعبه الابلاغ هنها حيازته جوازي سفر خلاص اهم دعوى الفساد يحاكم عليها استرجاع الاموال المنهوبه,1,0,False,0.39159531832401534,0.6084046816759847
شوفيه اظن تبونهم ايكون رجليك,1,0,False,0.3479801941444041,0.6520198058555959
وايدكم فييه 🖕😂,1,0,False,0.3254679315042492,0.6745320684957508
حماره بغله يقره,1,0,False,0.42817276293844775,0.5718272370615523
يقحببه,1,0,False,0.3254679315042492,0.6745320684957508
نيكماتكم تجراتم,1,0,False,0.3254679315042492,0.6745320684957508
reh chef,1,0,False,0.3254679315042492,0.6745320684957508
واله ماتحشم,1,0,False,0.15764449358080973,0.8423555064191903
كلشي مبروك وعقابهم جيسكوبو,1,0,False,0.031012951871627985,0.968987048128372
نكحتهم,1,0,False,0.3254679315042492,0.6745320684957508
contre na7i hedik teswira te3 siyadek المتصدر ⚪🔴,1,0,False,0.3254679315042492,0.6745320684957508
المبلغ هادا حكمو حداد صرف رقيق ارهابي,1,0,False,0.4409629092528719,0.559037090747128
شاء الله تقومو بتلبيه الطلب,1,0,False,0.18750338454752394,0.8124966154524761
مسيره ربراب اتفها الفكره,1,0,False,0.25685086304120924,0.7431491369587908
minute teeri rabna deen akhlak 91 kountou jonoud and sidkoum nazar achabouha,1,0,False,0.3254679315042492,0.6745320684957508
لاشك عمل كمشه الجنرالات,1,0,False,0.300791020080036,0.699208979919964
اله لاتربحهم,1,0,False,0.16541826886067967,0.8345817311393203
بخونه الجزائر بلادنا الكسره والماء والراس السماء مراهش خلصنا يهدر علينا ياخرا يازيطوط,1,0,False,0.39397460659340683,0.6060253934065931
jaye7,1,0,False,0.3254679315042492,0.6745320684957508
mensonge koulchi makhdoum kilab sahioun,1,0,False,0.06769868170124851,0.9323013182987515
😂😁,1,0,False,0.3254679315042492,0.6745320684957508
الف مبروك 🎉🎊الليله يرقدو مقنوطين ✌🇩🇿,1,0,False,0.02491977666734507,0.975080223332655
متخافوش يشروه لعبيد نتاع الدشره,1,0,False,0.45557482505522656,0.5444251749447735
ماعندهمش لادال اح,1,0,False,0.4798094015153445,0.5201905984846555
wekhtek chekit kayna menha,1,0,False,0.1039341614852035,0.8960658385147965
مزيه شفت البيبليكاسيون نخرج الباجه صبن فالـ 20 مزالكم تكلاشو الولايات تستعملو الكلمات الغاملين,1,0,False,0.25368166331946485,0.7463183366805352
نووض هز قلايطك جسم فاني وحياه فانيه يتزوج يخدم قدو حالتو ديك اشيااء,1,0,False,0.21655127843502756,0.7834487215649725
ال🖕بي عنكم حساسيه مولوديه ربي يجيب الشفا,1,0,False,0.21852664909376734,0.7814733509062326
