texte,vrai_label,label_predit,est_correct,probabilite_haine,probabilite_non_haine
نرجو منك ترسل رقمك الهاتفي واسمك,0,1,False,0.8340395859583344,0.16596041404166562
جيبو السوارد سرقوهم اويحي سلال سلكوهم ابنيو بيهم 20 سبيطار يفضالو اشريو بيهم طائره يفضالو,0,1,False,0.5278723008759675,0.4721276991240325
شهاده تعادل الماستر دوره تكوينيه هزيله سمانه تورنوا مابين الاحياء ماتسمحلكش تغطيها تتخايل,0,1,False,0.7413374849822679,0.2586625150177321
كون زدت محمد صلاح,0,1,False,0.7308732415030708,0.26912675849692924
kho cava,0,1,False,0.6067680252238543,0.3932319747761457
اصلك امازيغي,0,1,False,0.6104730307621924,0.3895269692378076
قالك صحافي العجب السنه الرابعه ابتداءي,0,1,False,0.6978534659186107,0.30214653408138925
نحى فلسطين دار اسرائيل💔☹,0,1,False,0.6194886154268956,0.3805113845731044
peur parce hadou houma vrais hommes algérie hadou houma vont laisser algérie tache3ale naree principes hadou nasse andehoum algérie damhoum machi wellad franca rabi makoum nechallah régulariser nechallah kane chabe souviens très bien cette époque 👍vive algér,0,1,False,0.5064457672352662,0.49355423276473376
تبون,0,1,False,0.940161194103823,0.05983880589617696
احح بردتلي قلبي,0,1,False,0.5673759566190798,0.4326240433809202
فريط اوملات ببيض 😂,0,1,False,0.8465258565190317,0.15347414348096833
ستندمون زمن القايد صالح رحمه اله,0,1,False,0.5215702153362297,0.4784297846637703
قالك معطوب الاه,0,1,False,0.9503339845831772,0.049666015416822806
جناح القايد قضي جناح بوتفليقه والان جناح يقضي جناح القايد الفرق كنا نعرف جناح بوتاف وجناح القايد نعرف الاجنحه تحكم فلو صدقنا قولكم توفيق ونزار يتحكمان فلمذا كنتم اراد القضاء بمعني وحيد انكم ترضو باي جناح جناح بعوضه,0,1,False,0.7242969138541369,0.27570308614586314
الرءيس الوحيد وجه النظام العالمي الصهيوماسوني واوقف الدعم اكبر منظماته لمن يعرف,0,1,False,0.5659856571213524,0.4340143428786476
ech3b 9abl bddl he mala ystehl ktar,0,1,False,0.6924891736493772,0.30751082635062277
مزالكم ذم بيلايك مرعوبه,0,1,False,0.7103881293752449,0.28961187062475513
70 طن 63 راها,0,1,False,0.5230040351826563,0.47699596481734374
عليها كانو الحركى الجزائر فرنسا تقدم امتيازات بالجمله صحفي معترف بها🐗,0,1,False,0.5915136858457685,0.40848631415423153
nas nas,0,1,False,0.5181228936270447,0.48187710637295533
تبون الجيش يخرجش لمالي بامر ماكرونااو طبطب,0,1,False,0.6693925909141769,0.3306074090858231
الترمه عمرها تبول تقعد ترمه ليكوش هدا,0,1,False,0.9362713097934605,0.06372869020653948
الجيش ولد الشعب ادرها,0,1,False,0.6115218752389333,0.3884781247610667
مقستهاش,0,1,False,0.6654464312111142,0.33455356878888576
حسبيا اله ونعم الوكيل,0,1,False,0.5662886423243345,0.4337113576756655
حسبيا الله ونعم الوكيل,0,1,False,0.5377287178981112,0.46227128210188884
الفاهم يفهم,0,1,False,0.8844471146480214,0.11555288535197861
لفاندوفسكي برجلو مركا دقايق وهادو دقيقه مركاوش,0,1,False,0.7969275643804086,0.20307243561959143
تخلط يرموا,0,1,False,0.509782981175052,0.49021701882494795
rä mï aya tsm3 lekhra,0,1,False,0.6867733804401385,0.31322661955986153
الجزاءر فرنسا,0,1,False,0.633252992585545,0.366747007414455
كرهونا راكم تبعوا نيفو ابتداءي ايا طلع نيفو نتبعوا صحفي وناشط سياسي وعميل الشعب الجزاءري,0,1,False,0.6247246829539184,0.37527531704608164
قريب امنتك,0,1,False,0.6041442343922668,0.39585576560773317
