feature,coefficient,abs_coefficient
ازبي,4.541062883849952,4.541062883849952
الاه,4.5351287149560235,4.5351287149560235
رخس,4.532631646404369,4.532631646404369
اطلع,-4.527223528911291,4.527223528911291
البغل,4.52188088021612,4.52188088021612
106,4.510686769734095,4.510686769734095
الفايحه,4.48157832930652,4.48157832930652
الجهل,4.449412797636797,4.449412797636797
باباك,4.439344476143357,4.439344476143357
خونه,4.43367228180095,4.43367228180095
ذباب,4.421421579618084,4.421421579618084
mok,4.404581184810517,4.404581184810517
نقوشه,4.402652617633436,4.402652617633436
اعطونا,-4.3910972307236635,4.3910972307236635
الدعاره,4.376542028412573,4.376542028412573
كول,4.375765772897325,4.375765772897325
فاسد,4.375413144040855,4.375413144040855
قولت,-4.368390099448477,4.368390099448477
مخك,4.362393947630727,4.362393947630727
تناكت,4.359839900835504,4.359839900835504
تتمنيك,4.35146849743036,4.35146849743036
مولوديه كبيره,4.350337338873884,4.350337338873884
فضلكم,-4.347568405208869,4.347568405208869
خصيتيك,4.33934213566926,4.33934213566926
مثلك,4.318850996935782,4.318850996935782
الفلاحه,4.315189188818046,4.315189188818046
المنجل,4.311227858209703,4.311227858209703
المازده,4.302027144428777,4.302027144428777
يخي,4.296416535343771,4.296416535343771
تحياتي,-4.295329099309154,4.295329099309154
العبيد,4.290402971712258,4.290402971712258
الطحين,4.287899535075469,4.287899535075469
الامام,-4.287333879606146,4.287333879606146
كلبه,4.277712267961185,4.277712267961185
يذلك,4.265131839295836,4.265131839295836
بلماضي,4.263750678348984,4.263750678348984
وخلاك,4.261957870346965,4.261957870346965
قاعك,4.256291619032706,4.256291619032706
زمن,4.251191938732128,4.251191938732128
روحكم,4.246356223827236,4.246356223827236
بال,4.245857034774186,4.245857034774186
يازبي,4.245447288249208,4.245447288249208
يسما,-4.241804341485725,4.241804341485725
zebi,4.234714195938044,4.234714195938044
العميل,4.232306342784934,4.232306342784934
جاك,4.2212258988287985,4.2212258988287985
زكاره,4.220754729049271,4.220754729049271
اشرف,4.216724378796941,4.216724378796941
الطحان,4.216437536924285,4.216437536924285
قبلو,4.216143513782403,4.216143513782403
شرفك,4.2147691947842105,4.2147691947842105
فرج,4.210098770106424,4.210098770106424
يقف,4.201310971479796,4.201310971479796
عقلك,4.19912384440033,4.19912384440033
يذلكم,4.192345157518342,4.192345157518342
اصحاب المال,-4.186773992644344,4.186773992644344
غبغاب,4.1862002762648265,4.1862002762648265
نيكمو,4.176611448315335,4.176611448315335
بعدما,4.163641254779521,4.163641254779521
الهاتف,-4.14814955048782,4.14814955048782
السياسي,-4.145110442831871,4.145110442831871
يدافعوا,4.143065414122659,4.143065414122659
يتم,-4.14159024086717,4.14159024086717
خائن,4.139750486884736,4.139750486884736
ترمتو,4.134749069689342,4.134749069689342
تكلاشي,4.131590389906888,4.131590389906888
نكمك,4.131481838137225,4.131481838137225
الاخرار,4.123562669770092,4.123562669770092
تاوعنا,-4.122755925724489,4.122755925724489
niveau,4.118825055493135,4.118825055493135
احشم,4.116582593842884,4.116582593842884
تحبوش,4.100269135593411,4.100269135593411
تلبسو,4.099656811653342,4.099656811653342
لكعب,4.098755096548045,4.098755096548045
نكحتها,4.09230827795175,4.09230827795175
مونك,4.089679514080842,4.089679514080842
قطيع,4.085124734876287,4.085124734876287
ياخاين,4.078763330934965,4.078763330934965
وليت,4.07764931342359,4.07764931342359
الخرده,4.070834483743656,4.070834483743656
مكن,-4.065688363045992,4.065688363045992
ربك,4.0654637658940045,4.0654637658940045
حيوانات,4.064994642069744,4.064994642069744
مقوده,4.064226682114215,4.064226682114215
رخاس,4.062796101609541,4.062796101609541
دعاره,4.055684123083817,4.055684123083817
رخيص,4.054427405640528,4.054427405640528
ينبحو,4.048449106203855,4.048449106203855
اشغله,4.047334980801585,4.047334980801585
تعطي,4.046849813338164,4.046849813338164
كذب كذب,-4.031925434652139,4.031925434652139
مزابي,4.031602193888839,4.031602193888839
المكعبات,4.028577091722123,4.028577091722123
الوالد,-4.028571570295645,4.028571570295645
افار,4.017241244178942,4.017241244178942
اتقو,4.01700366138889,4.01700366138889
نتم,4.014239109011744,4.014239109011744
غبي,4.004432875047356,4.004432875047356
انتاع,4.003798486943723,4.003798486943723
الغاز,-4.001606601150382,4.001606601150382
kbira,3.9902699134293576,3.9902699134293576
تربحهم,3.9869695341856306,3.9869695341856306
كزبي,3.961732112695201,3.961732112695201
مونيا,3.9574348664852548,3.9574348664852548
وراء,-3.9497765063666344,3.9497765063666344
هكه,3.948798647893653,3.948798647893653
النفاق,3.9442635091333496,3.9442635091333496
ياربك,3.9439810861957043,3.9439810861957043
khtk,3.943011993508985,3.943011993508985
يديروا,-3.935346419715625,3.935346419715625
يالي,3.934332296125253,3.934332296125253
مقود,3.9258461207063218,3.9258461207063218
وهاذوك,3.9132562016615244,3.9132562016615244
يحفظكم,-3.9065240832958215,3.9065240832958215
البكبك,3.89342527493837,3.89342527493837
شريت,-3.8857851409385105,3.8857851409385105
العربيه,-3.8846977669026814,3.8846977669026814
اكل,-3.884160510536399,3.884160510536399
اريد,-3.8824288471532373,3.8824288471532373
قاطع,-3.8774022279007547,3.8774022279007547
الهدف,-3.8766476511676884,3.8766476511676884
ولايه,-3.874496826316249,3.874496826316249
الامن,3.8700823285910766,3.8700823285910766
جبهتها,3.867025053727822,3.867025053727822
الدجال,3.8669350021894684,3.8669350021894684
الاصبع,3.8655433466177778,3.8655433466177778
المحاكم,3.8636345501245524,3.8636345501245524
بش,-3.8629186422723127,3.8629186422723127
لفيلم,-3.8629060129994697,3.8629060129994697
وبوصبع,3.8545924559870826,3.8545924559870826
يرحم امك,3.8528158275114195,3.8528158275114195
شعوب,-3.846917758418035,3.846917758418035
خاءن,3.846056184967895,3.846056184967895
الكعبه,3.8451800894497645,3.8451800894497645
قود,3.83557155996935,3.83557155996935
خرا,3.830342496178158,3.830342496178158
العوده,3.816209588075376,3.816209588075376
قادر,3.8138989242338024,3.8138989242338024
لزرق,3.8132947617688733,3.8132947617688733
yakhi,3.8104513584268287,3.8104513584268287
الحيوان,3.810045366727173,3.810045366727173
اللعنه,3.8092400718197346,3.8092400718197346
يحشي,3.806342303335199,3.806342303335199
الزيتيست,3.804314491720522,3.804314491720522
تهدري,3.8035622739625996,3.8035622739625996
تفووه,3.8033120328912684,3.8033120328912684
ذل,3.795745186207449,3.795745186207449
الاصيل,3.794658142377778,3.794658142377778
ثروته,-3.7942808517250657,3.7942808517250657
roh,3.7927854223819857,3.7927854223819857
صالح ربراب,-3.7889906362846837,3.7889906362846837
العنه,3.786889135727458,3.786889135727458
قعد,3.785642725014641,3.785642725014641
تطياح,3.7827853411815955,3.7827853411815955
المشكل,-3.780156243089672,3.780156243089672
ومولوديه,3.7763810060925276,3.7763810060925276
جيش شعب,-3.77548182192158,3.77548182192158
وليتو,3.7677927565943525,3.7677927565943525
قرن,3.7594096970313164,3.7594096970313164
الهامل,3.7554010938516087,3.7554010938516087
تحشم,3.7517009972098303,3.7517009972098303
خماج,3.7425286714292403,3.7425286714292403
بف,3.741167945122434,3.741167945122434
الخناس,3.7400698555266736,3.7400698555266736
يالبغل,3.739175260701901,3.739175260701901
تامن,3.7330911388196295,3.7330911388196295
المرحاض,3.7322342136468434,3.7322342136468434
مسخ,3.7288191160758113,3.7288191160758113
الزيقو,3.724722726781731,3.724722726781731
صحافه,3.7242588363100047,3.7242588363100047
خويا,-3.722821672398896,3.722821672398896
سراقين,3.7219059653849174,3.7219059653849174
khoya,-3.717890865391309,3.717890865391309
فاشل,3.715075674444644,3.715075674444644
النقوشه,3.710963221242342,3.710963221242342
للعصابه,3.706821071444684,3.706821071444684
لقيط,3.7067604203307694,3.7067604203307694
خياليه,3.7022893004926978,3.7022893004926978
ممكن,-3.698304018609031,3.698304018609031
ماهوش,3.696905424695737,3.696905424695737
متحشمش,3.6965127665631616,3.6965127665631616
فزبي,3.69641036109205,3.69641036109205
ربراب السجن,-3.6951983612461543,3.6951983612461543
كعبه,3.692920642635697,3.692920642635697
بهذه,-3.6904611773365676,3.6904611773365676
روحهم,3.6875694612792875,3.6875694612792875
ونتا,3.6842151527755296,3.6842151527755296
نيكو,3.679735976363882,3.679735976363882
ربي يفرج,3.672186938579554,3.672186938579554
متحشميش,3.671636140913753,3.671636140913753
القحاب,3.665680684528624,3.665680684528624
لسان,3.66390468270895,3.66390468270895
رساله,3.656733596592956,3.656733596592956
الحمد,-3.6561728131242455,3.6561728131242455
وارقد,3.652736310790023,3.652736310790023
هكدا,3.6481809973756483,3.6481809973756483
خرده,3.6478278430335886,3.6478278430335886
ياخذ,3.6434822520450325,3.6434822520450325
قنات,3.643078558570718,3.643078558570718
سفهاء,3.641232331654561,3.641232331654561
سارق,3.64073223206621,3.64073223206621
تفوو,3.6385584151276884,3.6385584151276884
اعطينا,3.633269285293541,3.633269285293541
لاتربحكم,3.6304195928770264,3.6304195928770264
المجرمين,3.6300604788867754,3.6300604788867754
تنصحوني,3.62384314323423,3.62384314323423
عظيم,-3.6218629431408846,3.6218629431408846
والديك,3.6195500361107094,3.6195500361107094
الهايشه,3.612464856126143,3.612464856126143
بعضها,-3.612111022964629,3.612111022964629
رهي,-3.608596497073022,3.608596497073022
ولي,3.6045020247245874,3.6045020247245874
حسبتهم,-3.6037615941600745,3.6037615941600745
يماها,3.6026844095622867,3.6026844095622867
هاهي,3.602142707603197,3.602142707603197
تبيعوها,3.6001332791007314,3.6001332791007314
الجزايري,3.5990139232755767,3.5990139232755767
خليو,3.594852544807333,3.594852544807333
الحركى,3.5939793643334035,3.5939793643334035
harki,3.59293951904712,3.59293951904712
الرخس,3.586118218499941,3.586118218499941
خلاو,3.5846812082185475,3.5846812082185475
نباح,-3.5821566443263206,3.5821566443263206
يساعد,-3.581178529246885,3.581178529246885
منيش,-3.5756049550018587,3.5756049550018587
يسبو,3.5720762839376663,3.5720762839376663
كدبون,3.568788538655226,3.568788538655226
يحرقكم,3.5673456200485028,3.5673456200485028
مثقفين,-3.5640951391985802,3.5640951391985802
يبارك,-3.557334956984757,3.557334956984757
مجلس,3.556379869211309,3.556379869211309
قاري,3.554780368376847,3.554780368376847
ستاتي,3.5456747914478006,3.5456747914478006
السجن,3.5428237473000816,3.5428237473000816
لعزيز,-3.5425266800304733,3.5425266800304733
تبا,3.542358192424215,3.542358192424215
الشرذمه,3.5405873137662147,3.5405873137662147
ديوث,3.5334291882912257,3.5334291882912257
بروحك,3.5328682702905456,3.5328682702905456
الوطنيه,3.529571574039877,3.529571574039877
فعلا,-3.5254315532465093,3.5254315532465093
الوعي,3.5250396306121305,3.5250396306121305
مخي,-3.522620968714669,3.522620968714669
طبون,3.521964517469406,3.521964517469406
السلام,-3.5218793904155534,3.5218793904155534
العبوديه,3.5152986002828306,3.5152986002828306
tfou,3.5120048516089737,3.5120048516089737
الطاهره,3.511909619601777,3.511909619601777
بيتزا,-3.5109901911511106,3.5109901911511106
صالحين,3.509637761503493,3.509637761503493
مجال,3.5087357642392165,3.5087357642392165
اك فاهم,-3.5030131831023215,3.5030131831023215
رخيسه,3.495713430467074,3.495713430467074
حيط,3.490887804863509,3.490887804863509
حساب,3.4881131488682406,3.4881131488682406
التلفاز,-3.4863840307207346,3.4863840307207346
تبون,3.4831522476753323,3.4831522476753323
hena,3.4812196197530936,3.4812196197530936
السراقين,3.479484750428865,3.479484750428865
نديرهم,3.478687682799465,3.478687682799465
تقعد,3.474850513830568,3.474850513830568
بني,3.4742354666721305,3.4742354666721305
فوطيت,3.473912359732889,3.473912359732889
علميه,3.472731796843368,3.472731796843368
السفير الفرنسي,3.471699902583656,3.471699902583656
الخانه,3.4704498936661925,3.4704498936661925
فمك,3.4689005962896196,3.4689005962896196
حشمان,3.4652829869023214,3.4652829869023214
شويه,-3.463389210164947,3.463389210164947
الخماج,3.4563842191723877,3.4563842191723877
مكعب,3.4495224522261796,3.4495224522261796
تلفاز,-3.4483772156004733,3.4483772156004733
المنحرفين,3.446463611602714,3.446463611602714
الشخص,-3.4444866121202047,3.4444866121202047
اخطر,3.444067873351955,3.444067873351955
رجعت,3.4425502746489034,3.4425502746489034
فتنه,3.442414057679399,3.442414057679399
يعيش,-3.438148555251717,3.438148555251717
المكبوتين,3.4373995267709643,3.4373995267709643
مستوي,3.435374961574244,3.435374961574244
يفرج,3.4299805164237305,3.4299805164237305
اودي,-3.4285971156771784,3.4285971156771784
ياعطاي,3.4271987527815897,3.4271987527815897
لقيت روحي,-3.4200201059523043,3.4200201059523043
وربراب,3.418537834125685,3.418537834125685
عباد,3.4151516920234393,3.4151516920234393
حقير,3.4110730081368494,3.4110730081368494
محاكمه,-3.409993930485058,3.409993930485058
اخري,-3.4078055380855123,3.4078055380855123
يعطي,3.4012429951334826,3.4012429951334826
نمي,3.398704085287241,3.398704085287241
بطريقه,-3.3972214728578947,3.3972214728578947
طير,3.3971749728927403,3.3971749728927403
صحبي,3.3950535666371353,3.3950535666371353
قااع,3.394918570830716,3.394918570830716
اسطوره,-3.3944462247466007,3.3944462247466007
الحيوانات,3.3913608972903733,3.3913608972903733
بصراحه,-3.3912819367644236,3.3912819367644236
عجل,3.3893782077834684,3.3893782077834684
يلبس لاكوست,3.3866220591467746,3.3866220591467746
يمثلني,3.3856168633831785,3.3856168633831785
ريحه,3.3851376858337066,3.3851376858337066
المسلمين,-3.3804747833998325,3.3804747833998325
جيري,-3.379686138704714,3.379686138704714
الفم,3.3788356126983388,3.3788356126983388
حياتك,3.377363845252152,3.377363845252152
يدافع,3.3719136577144666,3.3719136577144666
الفايح,3.3689986042032096,3.3689986042032096
يسرا,-3.3675262558569576,3.3675262558569576
واحكي,3.3659810975702062,3.3659810975702062
wala,3.364804854253803,3.364804854253803
نريد,3.359042280460522,3.359042280460522
ربراب عندو,-3.35742617102952,3.35742617102952
الصلاه,3.3571015278547707,3.3571015278547707
طاطا,3.3557093189910083,3.3557093189910083
قحاب,3.354367906647607,3.354367906647607
ايداع,3.351746766830487,3.351746766830487
ربي يبارك,3.349856545068808,3.349856545068808
هبل,3.3491144042484753,3.3491144042484753
منانوك,3.348952451239936,3.348952451239936
ضرب,-3.345341164816206,3.345341164816206
العطاي,3.3433538731153796,3.3433538731153796
روح تعطي,3.3338331763860287,3.3338331763860287
المنطقه,-3.3291174834820954,3.3291174834820954
الاسلاميه,-3.32594452980307,3.32594452980307
ملاح,3.32453968587378,3.32453968587378
الخير,-3.318594384485741,3.318594384485741
التشيع,3.3175144892241506,3.3175144892241506
شبيبه,3.3121168590738064,3.3121168590738064
مزبله,3.305727034552289,3.305727034552289
مزبله التاريخ,3.305727034552289,3.305727034552289
لفرانسي,-3.3036097615738327,3.3036097615738327
camarade,3.3035254154899447,3.3035254154899447
يرث,3.30127872943253,3.30127872943253
القناه,3.295131469519205,3.295131469519205
حابس,3.294639629368729,3.294639629368729
جيبو,3.2927507567660825,3.2927507567660825
يماه,3.290839349575402,3.290839349575402
ياسبي,3.2904477933532896,3.2904477933532896
اليمني,3.2890902883468844,3.2890902883468844
تنيك,3.2885470798128833,3.2885470798128833
تحبهم,-3.284058128310799,3.284058128310799
الاغبياء,3.280947210041939,3.280947210041939
الجزائريين,3.2794904599904826,3.2794904599904826
mo,3.2779576560167385,3.2779576560167385
يلبس,3.2767904397924292,3.2767904397924292
وهم,3.2734208763436023,3.2734208763436023
الخونه,3.2731307777969185,3.2731307777969185
كافره,3.2706834343258455,3.2706834343258455
لعنه اله,3.2694899313509267,3.2694899313509267
بناتهم,3.26919051536192,3.26919051536192
نقي,3.2687926109107095,3.2687926109107095
مدير,3.26752154760428,3.26752154760428
yamak,3.2674601578200297,3.2674601578200297
غاضتني,-3.266523137870483,3.266523137870483
امم,-3.261696311982277,3.261696311982277
العباد,3.259947513906201,3.259947513906201
salam,-3.2592358592489403,3.2592358592489403
ونسمع,3.2555076985302422,3.2555076985302422
جزار,3.254822785330578,3.254822785330578
رمضان,-3.2517907095788665,3.2517907095788665
مبروك خونا,3.2508237296038094,3.2508237296038094
بسيف,3.2503617931804327,3.2503617931804327
ادمن,3.248073973709525,3.248073973709525
الصين,-3.2473801739535184,3.2473801739535184
دعوه,3.2467296954418092,3.2467296954418092
دوار,3.245872968132642,3.245872968132642
حياك,-3.2449067723466753,3.2449067723466753
خنزير,3.241620342319961,3.241620342319961
العيد,-3.240917630192857,3.240917630192857
fel,3.24069774544133,3.24069774544133
الخساره,3.2406753878910752,3.2406753878910752
الكريم,-3.2383131003674164,3.2383131003674164
يعبدو,3.2379550238815438,3.2379550238815438
العمل,-3.2354683207485677,3.2354683207485677
قلوبهم,3.2340096270132346,3.2340096270132346
سخنتلهم,3.2335156445843043,3.2335156445843043
وجها,3.2326908390297153,3.2326908390297153
وحسبنا,3.232662600301742,3.232662600301742
لقلاوي,3.231119425723529,3.231119425723529
قالها,-3.2270387035416332,3.2270387035416332
مولوخيه,3.226972091611644,3.226972091611644
كرشك,3.224675035691662,3.224675035691662
الويل,3.2223564475405806,3.2223564475405806
حارب,-3.2200607813049267,3.2200607813049267
يدافعوا ربراب,3.2197303191549533,3.2197303191549533
hacha,3.2170121034082615,3.2170121034082615
عقول,3.2148806503994525,3.2148806503994525
ومتقاعدي,-3.2116273180494352,3.2116273180494352
الجحيم,3.21062262537137,3.21062262537137
اختو,3.209994626408596,3.209994626408596
كلكم,3.209204139926474,3.209204139926474
مرا,-3.208548976069003,3.208548976069003
فم,3.208474303096233,3.208474303096233
تفتح,-3.2003763373449794,3.2003763373449794
لبلادنا,3.198709811780036,3.198709811780036
السم,3.197701484815323,3.197701484815323
فرات,-3.191647093022392,3.191647093022392
الغساله,-3.1911680271253253,3.1911680271253253
مبروك امير,-3.1900517650932567,3.1900517650932567
لفريت اوملات,3.189498559013556,3.189498559013556
قويه,3.185273729811176,3.185273729811176
تحوسو,3.1848969186265323,3.1848969186265323
kahba,3.184195428231944,3.184195428231944
لابوبال,3.1839101630737137,3.1839101630737137
جيجل,-3.182989191151702,3.182989191151702
قمت,-3.182016929250171,3.182016929250171
لهب,3.1801972376291916,3.1801972376291916
شركه,3.1756354163083125,3.1756354163083125
يدكم,3.1750119694028984,3.1750119694028984
شاهد,3.1744444786289807,3.1744444786289807
الوقوف,-3.1733581217055717,3.1733581217055717
الفساد,3.1728021153950445,3.1728021153950445
بالبركه,-3.1725619141837837,3.1725619141837837
ساهله,3.1715506718372897,3.1715506718372897
شرف,3.1712103455854006,3.1712103455854006
مزوره,-3.1686464666551157,3.1686464666551157
يكره,3.1681217195036386,3.1681217195036386
قودك,3.1678832669617307,3.1678832669617307
بلك,3.165682097875422,3.165682097875422
امه,3.1637362937608366,3.1637362937608366
حيوان,3.1623940790966354,3.1623940790966354
نشوفو,-3.1622810752373867,3.1622810752373867
هذوا,3.159383528218549,3.159383528218549
comme,3.1593036756438573,3.1593036756438573
براند,-3.1587859139479844,3.1587859139479844
زكك,3.1573736508609693,3.1573736508609693
بهلول,3.1559459553383884,3.1559459553383884
hechoun,3.1546970193083683,3.1546970193083683
العميقه,3.15416834135141,3.15416834135141
الفيلم,-3.153726672044805,3.153726672044805
رووح,3.1530323295936515,3.1530323295936515
زك,3.145810146772707,3.145810146772707
بلادهم,3.143918099618572,3.143918099618572
يحكمها,3.141644743178254,3.141644743178254
يتبع,3.140523867393652,3.140523867393652
اصلها,-3.140204348099486,3.140204348099486
يزبي,3.1391864517077837,3.1391864517077837
خرنسا,3.138002534843208,3.138002534843208
زيك,-3.1349265667794963,3.1349265667794963
عفريت,3.134714155935443,3.134714155935443
المرتبه,3.1341793736887484,3.1341793736887484
بركاك,3.1339745134992736,3.1339745134992736
نقشا,3.1337821147698683,3.1337821147698683
كلاتك,3.133302455537008,3.133302455537008
يكلاشي,3.131055532156954,3.131055532156954
المبردعين,3.130010097085996,3.130010097085996
bayen,3.128578696944202,3.128578696944202
التخمارتي,3.1247198624859527,3.1247198624859527
جيزي,-3.115061666129378,3.115061666129378
شبعت,3.1147772507000275,3.1147772507000275
خدمو,3.1141832959583318,3.1141832959583318
بيدق,3.113506416458795,3.113506416458795
اتفوه,3.1134945566167076,3.1134945566167076
افريقيا,3.113360397326587,3.113360397326587
مولوديه يدك,3.1126842465646813,3.1126842465646813
المنصب,3.1122949081787703,3.1122949081787703
فخامه,-3.1117525297386974,3.1117525297386974
بالتوفيق,-3.110292346930586,3.110292346930586
غزه,-3.1092309074858706,3.1092309074858706
موت,3.1084636073443184,3.1084636073443184
امثال,3.1079229259858128,3.1079229259858128
وشكرا,-3.1062336211862704,3.1062336211862704
الهم,-3.104281154997274,3.104281154997274
mazda,3.104008390930945,3.104008390930945
الزين,-3.102971880399915,3.102971880399915
يبدل,3.102878062523862,3.102878062523862
مشهور,3.100194575240949,3.100194575240949
fayah,3.098149670260796,3.098149670260796
تربحك,3.09732969712833,3.09732969712833
خصونا,-3.097114121486907,3.097114121486907
دايمن,3.0970546605074727,3.0970546605074727
تكوني,3.09598660451531,3.09598660451531
قرعه,3.0958636915166626,3.0958636915166626
فالعاصمه,-3.0935072703035815,3.0935072703035815
نهدرو,3.0933845654673946,3.0933845654673946
زب,3.092423536405749,3.092423536405749
التخلف,3.090707159585802,3.090707159585802
يابغل,3.090570830749206,3.090570830749206
امون,3.0900791688281477,3.0900791688281477
مستمره,-3.089665041994924,3.089665041994924
باباكم,3.087264499117779,3.087264499117779
هدرتي,3.085448121106178,3.085448121106178
عرضك,3.0852461961825464,3.0852461961825464
قنطه,3.0826827744601064,3.0826827744601064
تعرق,3.0825275818551447,3.0825275818551447
الطباخه,-3.0794438113123035,3.0794438113123035
تضحك,3.077014189968376,3.077014189968376
التلفون,-3.0762232021886855,3.0762232021886855
ماعندكم,3.0714047443176433,3.0714047443176433
فرع,-3.0702975616183172,3.0702975616183172
العدو,-3.069056706320166,3.069056706320166
شوفو,-3.068310986386981,3.068310986386981
شواكر,-3.067822467924178,3.067822467924178
سيدك,3.0660756946579797,3.0660756946579797
تحشمي,3.066010252617291,3.066010252617291
موش,-3.0650827092626414,3.0650827092626414
قواد,3.063576214346213,3.063576214346213
يدك,3.063480495849391,3.063480495849391
جنرال,3.0623738417377404,3.0623738417377404
kavi,3.0595846695538143,3.0595846695538143
مقطع,3.059126262665828,3.059126262665828
سعرها,-3.056407906286885,3.056407906286885
خايفين,-3.0553416590761735,3.0553416590761735
جميعهم,3.0550252366546733,3.0550252366546733
العاده,3.0537212324423018,3.0537212324423018
ربي يحفظ,3.051219206356753,3.051219206356753
تقدم,-3.050543764637086,3.050543764637086
مانيش قبايليه,-3.0498251258014966,3.0498251258014966
قواوده,3.048337913990545,3.048337913990545
كرف,3.0480953004015263,3.0480953004015263
هدا عندو,-3.045615401952708,3.045615401952708
مشاهير,3.043625019524469,3.043625019524469
بالذل,3.043433897197,3.043433897197
سكر,3.040328613336923,3.040328613336923
يستهل,3.0398255404383945,3.0398255404383945
ربي يجازيك,3.0383741395111077,3.0383741395111077
يجازيك,3.0383741395111077,3.0383741395111077
نخلي,3.0382040325095323,3.0382040325095323
خساره,-3.037839083056661,3.037839083056661
