text,true_label,true_label_numeric,predicted_label,predicted_label_numeric,probability_positive,probability_negative,is_correct
الشعب ما عادش يتكل على الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,1,0,0,0.06379069,0.9362093,False
من وعد وفي للاسف رئيس كادب,1,1,0,0,0.09318345,0.90681654,False
مبروك علينا يا امير هكدا العصابه تحكملك الختان,1,1,0,0,0.19657363,0.8034264,False
كل ماقلتيه على الحثاله المازدا قليل عليه الشرفاء من ابناء الوطن بعرفونه ويعرفون بانه ماجور,1,1,0,0,0.31284422,0.6871558,False
في سبيل التذكير فان ربراب قام باستوراد الحديد المشع من اكرانيا حيث بعد حادثه تشرنوبيل النوويه قامت اكرانيا بدفع اموال من اجل التخلص من الحديد المشع ربراب قام باحضاره بيعه للجزائريين هذا ما يفسر الارتفاع الكبير في عدد المصابين بالامراض السرطانيه كذلك الكثير من الامراض التي لم يستطع الاطباء تشخيصها نسال المولى عز جل ان يعاملك بعدله,1,1,0,0,0.12440829,0.8755917,False
الاخرار لو كنت بالفعل حر لكنت تناضل من الداخل,1,1,0,0,0.046183635,0.95381635,False
nktha,1,1,0,0,0.38846105,0.61153895,False
اولاد الزواوله تتفكرهم هاذ البلاد غير في الدمير,1,1,0,0,0.2780325,0.72196746,False
هاذي لخامجه عندها طفله معا قسنطيني يسميوها اناس,1,1,0,0,0.14816684,0.85183316,False
مانسيتش اله تربحكوم,1,1,0,0,0.15372416,0.8462758,False
مكاش مكعبات كيما نتوما هخ,1,1,0,0,0.25530013,0.74469984,False
حي الله الحمار,1,1,0,0,0.3822548,0.61774516,False
قدور الهايشه مزال يحوس يتصور المير,1,1,0,0,0.3771974,0.6228026,False
من كان يعبد ربراب فربراب انتهى ولكن الجزائر الدوله قائمه للابد,1,1,0,0,0.23017044,0.7698296,False
خرجنا من اجل البلد ليس من اجل الشهريه ربراب لي دار يخلص يتحاسبو فاع قبايل عرب شاويه بني مزاب عودو الى رشدكم ضعو مصلحه البلاد قبل مصالحكم ليس على هذا ما بدا الحراك خرج الشعب يوم فيفري قوتنا في وحدتنا لا تدعو العصابه تفرقكم الحراك بريئ من الخبزيست,1,1,0,0,0.2573205,0.7426795,False
البيض 🤮😭,1,1,0,0,0.28903463,0.7109654,False
قديمه,1,1,0,0,0.13761556,0.86238444,False
هي صحيح رزقهم على الله بصح بنادم يخمم شويه كي تجيب اولاد ومتقدرش توفرلهم ظروف معيشيه غي خليهم داخل خصيتك😂,1,1,0,0,0.37792012,0.62207985,False
اتمنا اله يموت الموعد,1,1,0,0,0.03843525,0.9615648,False
batar,1,1,0,0,0.3837023,0.6162977,False
المعطي القبايلي,1,1,0,0,0.28696194,0.7130381,False
بوتفليقه قبل التحلاب,1,1,0,0,0.35108247,0.64891756,False
ثروه ربراب نقدرو نكملوا بيها الطريق السيار من عنابه للطارف,1,1,0,0,0.2351942,0.7648058,False
يكفي بهلولا لتصبح مشهورا,1,1,0,0,0.36049104,0.63950896,False
pidé,1,1,0,0,0.38846105,0.61153895,False
اخمج فندق في العالم,1,1,0,0,0.32537973,0.6746203,False
1ايسكوبار عندو مشاريع كتر ربراب ايسكوبار وحدو سكن نص كولومبيا تسمي ايسكوبار مليح لي غلط يتحاسب شكرا,1,1,0,0,0.18094139,0.8190586,False
شكون هادو اسبي,1,1,0,0,0.23770437,0.7622956,False
بالمختصر المفيد لازم,1,1,0,0,0.09309129,0.9069087,False
العبيد يرون الحر اله,1,1,0,0,0.15798444,0.84201556,False
القبايل ليست هي ربراب او حداد القبايل هي عبان رمضان كريم بلقاسم عميروش حذاري من الاعيب العصابه اخوتي كلنا للوطن كلنا جزائريين,1,1,0,0,0.13262637,0.86737365,False
طالبتهم العداله ان تتحرك ولما تحركت قلتم لماذا ربراب حداد اويحيى سيد السعيد قبايل سراقين لازم يتحاسبو وعلى الجميع من كل جهات الوطن,1,1,0,0,0.20302524,0.7969748,False
الجديده يعني الانتقام الشعب طرد المجرم بوتسريقه جديده يعني القمع الحديده الشعب حسبنا اله الوكيل,1,1,0,0,0.360472,0.63952804,False
مستوي رابعه,1,1,0,0,0.38791558,0.6120844,False
المغرب هو الاصل والباقي تقليد لا مجال للمقارنه بين الجزائر طووز المخزن الحمد الله,1,1,0,0,0.09708258,0.90291744,False
الجزائر فرنسيه فاشهدوا فاشهدوا فاشهدوا,1,1,0,0,0.33330148,0.6666985,False
مطاطيطك,1,1,0,0,0.38846105,0.61153895,False
يحب يزرع الشوك هده المهمه ديالو هدا العميل,1,1,0,0,0.054073315,0.94592667,False
نعدين دراما تاعكم اقسم باله بكيت بالدمعه,1,1,0,0,0.10060833,0.89939165,False
10 كذابين,1,1,0,0,0.1793906,0.8206094,False
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين اما الاجنحه ان كانت عداله ذو مصداقيه سيصلون اليهم,1,1,0,0,0.18404864,0.81595135,False
اكدلي على دوري المنحرفين,1,1,0,0,0.3757334,0.6242666,False
طبعا مادمت تخدم اجندتهم فبامكانكهم ان يمنحوك حتى الدكتوراه الفخريه كما فعلت امريكا مع اردوغان لكن في اعينناستبقى مستوى 4ابتدائي لا يفرق بين اومليت والبيض وبزقه على المبردعين الاخرار,1,1,0,0,0.2390184,0.7609816,False
بوصبع لي حر حرو لي عبيد عبيد كاين تاريخ,1,1,0,0,0.3650614,0.6349386,False
نسيت باباكم القايد صالح,1,1,0,0,0.13406967,0.8659303,False
يارب اعطينا زلزال 12علا سلم ريشتر نروحو قاع حسبي اله ونعم الوكيل,1,1,0,0,0.36477906,0.63522094,False
تموت بلقنطه,1,1,0,0,0.3889364,0.6110636,False
😑👎,1,1,0,0,0.38846105,0.61153895,False
لالا يسيبورتيو شباب قسنطينه واهلي البرج يا لي عندكم القنطه,1,1,0,0,0.37685746,0.62314254,False
اله يازيتوت علبالي شيات لكبار بصح عندك حق رجعونا الجزاءر القديمه يرحم باباكم,1,1,0,0,0.37386808,0.6261319,False
الحكومه نتاعنا لازم نخربولها مؤسساتها باه تيستعرف وتخاف لاخاطر كلش سرقوه من دراهم الشعب وبناو المؤسسات من دراهم الشعب,1,1,0,0,0.29069477,0.7093052,False
خلطتي فيه باصيتي يالفايحه,1,1,0,0,0.110637814,0.8893622,False
لكان البنك يطيني القرض عطاتو لربراب ندير العجب فالبلاد كاش مدنا عندو بالعكس,1,1,0,0,0.024397535,0.97560245,False
7🤣,1,1,0,0,0.38846105,0.61153895,False
ال 106 تحلب وولا يهدر على معطوب,1,1,0,0,0.1851804,0.8148196,False
عاود لحساب مقريتش رياضيات,1,1,0,0,0.09431259,0.9056874,False
رخيس دعم بوتفليقه للعهده الخامسه لي ان بوتفليقه دفع راشوه لفرنسا لكي يطلق سرحه من السجن الذي دخله من اجل,1,1,0,0,0.3072242,0.6927758,False
نظرات نزار اشبه الي دليل فرنسا ترك الشعب يعيش بسلام القايده عزوج رانا العجاءز وهذه رقصتهم والحراك هومن سقطهم ارضا وانهاء عبث العملاء والولاءلشارل ديغول 201 الثعلب ماكرو الثوره السلميه مفتاح نجاه لشعوب المتضعفه نصر الانتصاريحيا الحراك,1,1,0,0,0.2355296,0.7644704,False
سمن هز الصحه الجرثومه,1,1,0,0,0.28974304,0.71025693,False
احتكار زيت سكر اكثر افتعال ازمه يزيد هامش ربح المال رغم اعفاء,1,1,0,0,0.17130971,0.8286903,False
حكومه فاشله همها الوحيد الانتخبات والتحضير الى الانتخبات,1,1,0,0,0.31822714,0.6817728,False
الله يعميكم على الجزائر,1,1,0,0,0.2680998,0.7319002,False
المشكل ان الامور من سيئ الى اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل وين راهي الدوله,1,1,0,0,0.028891183,0.9711088,False
كل واحد وحياتو وواش يحب يسيبورتي هنايا بدا يصماط le doux,1,1,0,0,0.2540421,0.7459579,False
وزير تقول قردقود,1,1,0,0,0.1294973,0.8705027,False
لي سيبورتيو المناطق الناءيه ماشي كعب😂,1,1,0,0,0.19099478,0.8090052,False
حبيبنا انت مرب نعبد ربي الي خلقني نعبد فري فاير مريض,1,1,0,0,0.38477573,0.61522424,False
عادي شعب راضي بالذل😂 ساكت 🤐 يشتكي كالهجاله الا في الفيسبوك 🤣 ينتظر الا في الجمعه فقط لكي يناضل من الضهر الى العصر😍 بغناء لوحات جميله ملونه بشعارات فنيه لطيفه 🤗,1,1,0,0,0.37212572,0.62787426,False
عندما يكون تخمامك كيما نتع les enculés يعطينا هذا المنشور,1,1,0,0,0.30938786,0.69061214,False
🙂😉,1,1,0,0,0.38846105,0.61153895,False
قلتلكم بطاطا خشينه,1,1,0,0,0.14399847,0.8560015,False
نيكوه,1,1,0,0,0.38846105,0.61153895,False
الفاظ قذره يهينونهم او ما نعرف واش انتم فتانون لعبه فيها رابح او خاسر لماذا هذه الالفاظ الله يهدينا او يهديكم,1,1,0,0,0.13751212,0.8624879,False
العصابه مشي ربراب العصابه السعيد سلال طيب لوح دحموت سوفاك شكيبخليل,1,1,0,0,0.28926462,0.7107354,False
روحو تقودو طيحتولنا السوق كاس العالم عمري ولا نتفرجه في قنوات الجزيره افضل ان لا اشاهد المباريات بدل ان اشاهد على قنواتكم افضل مشاهدته عبر قنوات اجنبيه,1,1,0,0,0.20489377,0.79510623,False
اه خطونا,1,1,0,0,0.17197607,0.8280239,False
لقبايل رجاله عليكم تحيا القبايل,1,1,0,0,0.36718556,0.6328144,False
هذه في خاطر بوصبع والباديسي النوفمبري,1,1,0,0,0.18623449,0.8137655,False
💚❤,1,1,0,0,0.38846105,0.61153895,False
وناك القضيه الفلسطينيه,1,1,0,0,0.19771057,0.8022894,False
ربي يحفظك في مركز حفظ الجثث,1,1,0,0,0.2494221,0.7505779,False
حكمتهم خريه😐😰😫,1,1,0,0,0.36743844,0.63256156,False
وايضا العالم بحاجه لاانانيش لي باباه مضمنلو المستقبل,1,1,0,0,0.37978283,0.6202172,False
ايادي اجنبيه سب رفع الاسعار يا بوصبع لزرق,1,1,0,0,0.3676745,0.63232553,False
الوعي السياسي عندك زيرو ينمي,1,1,0,0,0.2929506,0.70704937,False
وايدكم فييه 🖕😂,1,1,0,0,0.3633644,0.6366356,False
يقحببه وشنو هاذي,1,1,0,0,0.3279258,0.6720742,False
المهم لزم تكون 106,1,1,0,0,0.057732467,0.94226754,False
هاذوك الباديسيون النوفمبريين اللي كانو يقولو راح يبدلو الفرنسيه بالانجليزيه وين راهم هاذوك لي قالو راح يفتحوا استراد السيارات الاوروبيه اين انتم لي قالو الاورو هبط لانه عمله فرنسا اين انتم قلنالكم البلاد متمشيش بالشعارات الخطابات البلاد تمشي بالقوانين بالتخطيط المحكم البلد تمشي بالمنطق بالدراسات بالمخططات بالنظام البلد تمشي بالشفافيه البلاد تمشي ببرلمان حقيقي يمثل الشعب البلد تمشي بوضع الرجل المناسب في المكان المناسب مشي فوضى المشكله انهم نفسهم يصدقون شعار المنجل تبا لكم متى تستيقظون ايها اللحاسين المبردعين الحراك مستمر,1,1,0,0,0.33984622,0.66015375,False
نيكماتكم كيف تجراتم,1,1,0,0,0.31103542,0.6889646,False
reh chef li,1,1,0,0,0.1867912,0.8132088,False
انت واله ماتحشم,1,1,0,0,0.3859783,0.61402166,False
ربي يجازيك يا استاذ يفرحك يرحم يماك يطول عمر الاب انشاء اله دعوه مانشوف الدرس شكرا,1,1,0,0,0.37470582,0.6252942,False
كلشي مبروك وعقابهم جيسكوبو,1,1,0,0,0.14910558,0.85089445,False
وانت كلاتك,1,1,0,0,0.38922736,0.6107726,False
مشي تعطي,1,1,0,0,0.25951868,0.7404813,False
نعدين انا 😑,1,1,0,0,0.07661089,0.9233891,False
ديرها فالواسمها لاباج تاعك,1,1,0,0,0.3596687,0.64033127,False
لاشك عمل كمشه الجنرالات,1,1,0,0,0.29601982,0.7039802,False
اله لاتربحهم,1,1,0,0,0.23111784,0.76888216,False
نحن لسنا بخونه الجزائر بلادنا الكسره والماء والراس في السماء مراهش خلصنا اللي يهدر علينا ياخرا يازيطوط,1,1,0,0,0.33718568,0.6628143,False
jaye7,1,1,0,0,0.38846105,0.61153895,False
فريت اوملات بالبيض جديده هذي ازبي,1,1,0,0,0.18950692,0.8104931,False
😂😁,1,1,0,0,0.38846105,0.61153895,False
الف مبروك 🎉🎊الليله يرقدو مقنوطين ✌🇩🇿,1,1,0,0,0.1905502,0.8094498,False
بوتفليقه بومدين كلهم ساهموا في تفريق الشعبين,1,1,0,0,0.24585976,0.75414026,False
