text,true_label,true_label_numeric,predicted_label,predicted_label_numeric,probability_positive,probability_negative,is_correct
يتذكر كلام رخيس الجزاير الكوكاين وعوده العصابه ستحاسب,0,0,1,1,0.6482699,0.3517301,False
اغنىه روعه ولكن لم نعرف وشعب قاعد يتفرج اليس ساكه عن حقه شيطان اخرص,0,0,1,1,0.629209,0.37079102,False
خلي السكطمبري العثروس ودنين الطاروس يرقد على الحيبوسه اسكت لا توقظه,0,0,1,1,0.82602054,0.17397946,False
بوراوي لازم المساواه بين الرجل المراه ماتشريشزيتربراب,0,0,1,1,0.45190784,0.5480921,False
ضك يجو يتعرقو عليك واش داك تخرب,0,0,1,1,0.9396162,0.060383797,False
بلد متقشف,0,0,1,1,0.41705137,0.5829486,False
متابعين ولاد بنات القهوه مكان,0,0,1,1,0.39975068,0.6002493,False
الموهبه الجزاءريه بف اختك يا صاحب المقال ستمثل توم كرموز براد بيت يا وقح,0,0,1,1,0.9967313,0.0032687187,False
باينه تكمل هاك,0,0,1,1,0.46739608,0.5326039,False
ربي يرحم معطوب الوناس ومصطفى بن بولعيد رجال صادقو ما عاهدو الوطن يحتاج لمثل هؤلاء الرجال,0,0,1,1,0.9596006,0.040399373,False
دالتك غير وجد روحك,0,0,1,1,0.61038953,0.38961047,False
مبرووك عليك خوزا الاميير عبلوس اخلات عليكم عاود جاء,0,0,1,1,0.50804937,0.49195063,False
jebtha antik ki wesalt les clubs khasartha,0,0,1,1,0.8827001,0.117299914,False
تمدوه بالمعريفه يا,0,0,1,1,0.5528901,0.44710988,False
هاد المخلوقه كي طلقو توفيق براءه انقالبت على الحراك,0,0,1,1,0.61986136,0.38013864,False
صياحك طرب,0,0,1,1,0.4370958,0.56290424,False
القبايل احرار ولن يخدعهم الزوافين وعبده ربراب,0,0,1,1,0.5199228,0.4800772,False
سجلوها لحيط الراشي,0,0,1,1,0.5396443,0.4603557,False
واش يقعدو في بلاد اازمان,0,0,1,1,0.44521603,0.55478394,False
شوفي ماليزيا كنت نعرف وحده هنا من ثم ديما تصور وتوريلي بلايص nوالحاجه الفور تدوري تح,0,0,1,1,0.4064654,0.5935346,False
jibe maak pommada,0,0,1,1,0.5396443,0.4603557,False
واش داك تشربها,0,0,1,1,0.7015809,0.29841912,False
نسيت صنم بوبجي افرار,0,0,1,1,0.9834621,0.016537905,False
خلي السكطمبري العثروس ودنين الطاروس يرقد الحيبوسه اسكت توقظه,0,0,1,1,0.8535009,0.1464991,False
hadi hia hdra,0,0,1,1,0.45436642,0.54563355,False
راهي كتبتها نيشان صاي راهي قابلته معنتها دروك,0,0,1,1,0.40940648,0.5905935,False
toutes mes undefined khouya amir allah y3ali chanek inchallah,0,0,1,1,0.41267985,0.58732015,False
نعرف نتاع الجزار شاكيب رباعتهم وين راحو اصلا ماعندهمش مصداقيه دوليه مشكوك امرهم عدالتهم علاباهم نتاع تيري تيري برك وين حطت,0,0,1,1,0.41189662,0.5881034,False
اثبت الدراسات السكريات والزيتوت بصفه مهدمه لجسم الانسان وتاع ربراب تهديما وشكرا,0,0,1,1,0.60884553,0.39115447,False
جيبو السوارد اللي سرقوهم اويحي سلال سلكوهم ابنيو بيهم 20 سبيطار يفضالو اشريو بيهم طائره يفضالو,0,0,1,1,0.6583999,0.34160012,False
واله خالعني الطفل,0,0,1,1,0.40067473,0.5993253,False
ماعندو معني,0,0,1,1,0.45797536,0.5420246,False
والله نعزك على هادي غاضتني,0,0,1,1,0.60383785,0.39616215,False
وعلاه نورمال ولد فرانسا ولد دزاير المهم عاد يقبض لعصا يخي كي تخلط يجيبو ولاد الشرق,0,0,1,1,0.7275513,0.27244872,False
شهاده تعادل الماستر هي دوره تكوينيه هزيله تاع سمانه حتى تورنوا مابين الاحياء ماتسمحلكش تغطيها راك تتخايل,0,0,1,1,0.55085796,0.44914204,False
الكوشه وشحال دير,0,0,1,1,0.5450805,0.45491952,False
هاو جاي ماكرون nايه علابالي nياك عندكم 50 حايك nايه كاين سربيناهم nايا مليح هكا تحمرولي وجهي☺️️ قدام ماكرون nنتو,0,0,1,1,0.57799643,0.42200357,False
نضن خلي مكالاه نضن الرعيان,0,0,1,1,0.7883705,0.21162951,False
wach kho cava,0,0,1,1,0.44736436,0.55263567,False
ديرو جام مبعد نولي,0,0,1,1,0.4194683,0.5805317,False
محتاجه لافيسال,0,0,1,1,0.4370958,0.56290424,False
ونقطاع لاماء,0,0,1,1,0.48711446,0.5128856,False
شكون سقسى عليك صار كنت غايب nعلى سلامتك 🤲,0,0,1,1,0.5813134,0.41868663,False
اصلك امازيغي,0,0,1,1,0.71737635,0.28262365,False
وش راه يصرا علاه تسبوا في بعضاكم 😶,0,0,1,1,0.75267416,0.24732584,False
ou ya3tihh sahték ya chikour abla,0,0,1,1,0.94008493,0.059915066,False
wach bik m3a leqabayel ma lqitch la wach thdr,0,0,1,1,0.54835427,0.45164573,False
نعبد ربي سبحانو ونحب billie من هذو,0,0,1,1,0.59460866,0.40539134,False
اصبر علينا عام نولو مطبعين معاهم 😢,0,0,1,1,0.43336114,0.5666388,False
انا قبابلي من تيزي وزو ونقلك يا ملال متقحمش الفريق فالسياسه الفريق ماشي رزقك ولا رزق بوك الشبيبه رزق شباب المنطقه احترم نفسك واذا ربراب عاش باموال الشعب ميجيش الشعب يدافع عليه كونه قبايلي لا لاستحمار الشعب,0,0,1,1,0.49077988,0.5092201,False
نحى فلسطين دار اسرائيل💔☹,0,0,1,1,0.531078,0.46892202,False
افهمو يشعب راه قصدو فريتومنات فيها بيض زيادا زيطوطيات🐸,0,0,1,1,0.5725089,0.42749113,False
حوايج نتاع كوندور كامل غالين والمصيبه ناقصين جوده يا كوندور,0,0,1,1,0.791438,0.20856202,False
بلا مزيه كيما اختي الصغيره نتيالمهم منديش ذنبك حطيتي موسيقي برك😁😅تصبحي خير😗,0,0,1,1,0.47386646,0.52613354,False
peur parce ce que hadou houma les vrais hommes de algérie hadou houma ils vont pas laisser algérie tache3ale fiha naree il sont des principes hadou nasse andehoum algérie fi damhoum machi wellad franca rabi makoum nechallah vous serez régulariser nechallah vous étiez la qui kane chabe fi hala je me souviens très bien de cette époque 👍vive algér,0,0,1,1,0.9632329,0.036767125,False
تبون,0,0,1,1,0.5692307,0.43076932,False
احح بردتلي قلبي,0,0,1,1,0.77804977,0.22195023,False
حارب الصين مناه قضاو على بلادو اقتصاديا ميش على جال المسلمين2 المثليين فالغرب واحد ميقدر يهدر معاهم جامي حاربهم,0,0,1,1,0.6288939,0.3711061,False
wenta rak dayer chdayer howa,0,0,1,1,0.7457295,0.2542705,False
حان الوقت لالغاء الاشتراك 🤗😊,0,0,1,1,0.4426311,0.5573689,False
ها ها,0,0,1,1,0.42600036,0.57399964,False
undefined اطشو فريط اومليط بلابيض باليز,0,0,1,1,0.6870319,0.31296808,False
البلاد هذ الفرك نبدله,0,0,1,1,0.5805427,0.41945732,False
بصحتك شعال دار هد الميكرو,0,0,1,1,0.70760596,0.29239404,False
ربي يستر ان شاء الله وين رانا عيشين عقلي حبس,0,0,1,1,0.4539693,0.5460307,False
الخونه واامحكوم عليهم 20 سنه من طرف المحكمه العسكريه يعودون الى البلد وعلى متن طاءره رءاسيه والاحرار متهمون بالارهاب,0,0,1,1,0.8106642,0.18933582,False
حنا حابي نخدمو مع الشركه حنا خدمات ممكن توريلي وين روح او رقم هاتف,0,0,1,1,0.9116665,0.08833349,False
واعر بجيش الامبراطوريه,0,0,1,1,0.5789466,0.4210534,False
قعد تحسب لناس رجال كانو فجبال انت كنت متخرج مندركم,0,0,1,1,0.5584697,0.4415303,False
azul mon frère amine besahtek houcine de tizi ouzou avec vos,0,0,1,1,0.8239803,0.17601973,False
ech3b rah 9abl bddl he mala ystehl ktar,0,0,1,1,0.4142059,0.5857941,False
اهلين بيك السي عاشور 😂ياودي علابالي لحباب يعرفو بعضاهم,0,0,1,1,0.5013129,0.4986871,False
nas nas,0,0,1,1,0.70126885,0.29873115,False
ربي يسلك بلادنا الجرمين هاذو,0,0,1,1,0.5679893,0.4320107,False
القباءل ربراب الشاويه القايد خلي نديرو حرب,0,0,1,1,0.57481635,0.42518365,False
راك حاس بيه كيما صرالك 😁,0,0,1,1,0.7300391,0.26996088,False
جاتك علي الكيف يامن صابك في وسطهم🤭,0,0,1,1,0.79893315,0.20106685,False
تسمي ماتقوليهاش وكي تلقاي بيهم تقوليهالهم ها ادي خلي فيلم عبله الجديد,0,0,1,1,0.5096272,0.49037278,False
تحيا ربراب رفض الخضوع لعصابه والقاءد صالح يصفي حسابته باسم الحراك,0,0,1,1,0.44953802,0.550462,False
وما تحركهمش كرام بلحليب خههخخ,0,0,1,1,0.40292236,0.5970776,False
🖕لاي ابوناهم,0,0,1,1,0.48381284,0.5161872,False
خاطيني مولوديه بصح ماشي عيب تعشق شعار نادي,0,0,1,1,0.43822014,0.56177986,False
حوايج نتاع كوندور كامل غاليين والمصيبه ناقصين جوده يا كوندور,0,0,1,1,0.56372786,0.43627214,False
قال تبون الجيش ما يخرجش لمالي بامر من ماكرونااو طبطب,0,0,1,1,0.64457554,0.35542446,False
vive matoub rabi yerahmo 💪,0,0,1,1,0.5674456,0.43255442,False
aw qaderek,0,0,1,1,0.47898084,0.52101916,False
الله يهدى ماخلق,0,0,1,1,0.49530154,0.50469846,False
البلاد يقودها مشلول فلا غرابه في ذلك,0,0,1,1,0.42089516,0.57910484,False
الترمه عمرها تبول يعني تقعد ترمه ليكوش هدا,0,0,1,1,0.50542486,0.49457514,False
انا كرهت كوندور على خاطر كي يصرالك انبان وانت في القرانتي مايجيوش عندك لازم اتزيد تخسر اوتديه انت عندهم وخاصتن في عنابه,0,0,1,1,0.48073375,0.51926625,False
حياك0الله ياحور,0,0,1,1,0.4370958,0.56290424,False
الجيش ولد الشعب ادرها,0,0,1,1,0.44995528,0.5500447,False
القمر يبان وحدو 😍حوست جبرتكش تا جيتي وحدك واقيلا سينيال,0,0,1,1,0.57741094,0.42258906,False
بن صالح مغربي شكيب خليل امريكي حداد بريطاني ربراب فرنسي كونيناف سويسري,0,0,1,1,0.6111075,0.38889247,False
حاجه تاع تبهليل داخل عمك الطرطور,0,0,1,1,0.90199804,0.09800196,False
اه يا البرنوس لحمر واش راك دير قليل ليعرف المعاني,0,0,1,1,0.934925,0.06507498,False
chouf chouf 🤣,0,0,1,1,0.49563158,0.5043684,False
صحي يابنت يابنت الحلال غي البارح كنت تسبي الدوله نسيتي قلتي راجل وراه شاد المبدء نتاعو,0,0,1,1,0.7918813,0.20811868,False
الكويزينيار ءات الون الرمادي سعرها باربعه عيون لغاز المتشور البيضاء رماديه,0,0,1,1,0.6615058,0.33849418,False
هذي جمهوريه مشي كزيرنه مشي ثكنه,0,0,1,1,0.7921022,0.20789778,False
😂 m9shch bs7 mlia undefined,0,0,1,1,0.39744887,0.6025511,False
lewel elle avait raiso,0,0,1,1,0.7060457,0.2939543,False
سياسيه قناعاتها وتوجهاتها ليست كالساسه الكراكيز الملجمه يمكنها تامر بزرع شجره يافعه وقلعها مثلا,0,0,1,1,0.7338081,0.2661919,False
راه برلمان الحفافات صادق سما خارجين جارجين,0,0,1,1,0.6517641,0.3482359,False
نسمع اناشيد جهاديه,0,0,1,1,0.39553764,0.6044624,False
بارك الله فيهم بـ 10 مليون وسواعد الرجال لو بقاو يسناو فالدوله كون تبنى الجسر في سنه 29 بـكاش مليار ولا زوج,0,0,1,1,0.79673684,0.20326316,False
هوليود بوليود المخزنود😂🤣,0,0,1,1,0.48409727,0.51590276,False
انطلقوا ايها الغاضبون انه يشتم الهتنا 😂,0,0,1,1,0.42714924,0.57285076,False
نشاله تبان الحقيقه ربراب رجل اعمال ناجح يستثمر الشباب وطنه,0,0,1,1,0.4646204,0.5353796,False
ribondi 3alya brv omlyy😉,0,0,1,1,0.6033741,0.39662588,False
تصور اسيدي الفريت اوملات ظهرت بالبيض وانا ولا خبر زيدوا واش فيها ثاني اقولولي لا نبهدلكم قدام الاجناس,0,0,1,1,0.5106265,0.4893735,False
حنا نشريو هواتف او تفسد هما راهم يكرموا بعضاهم,0,0,1,1,0.5078665,0.4921335,False
الخلف,0,0,1,1,0.39388773,0.60611224,False
your one of them tsem3ili bondo9ia,0,0,1,1,0.61402327,0.38597673,False
لفاندوفسكي برجلو مركا دقايق وهادو دقيقه مركاوش,0,0,1,1,0.6065811,0.3934189,False
جاتك الكيف يامن صابك وسطهم🤭,0,0,1,1,0.7468966,0.25310338,False
basah ljinsiya lbritaniya mliha 😛,0,0,1,1,0.6468839,0.3531161,False
ستفتحون فرع بالاغواط,0,0,1,1,0.42162463,0.57837534,False
moroccan nationalist memes ach khasshoum hado 🧐,0,0,1,1,0.6503456,0.34965438,False
rä mï aya tsm3 lekhra,0,0,1,1,0.43557835,0.56442165,False
ترامب زعيم❤,0,0,1,1,0.47346058,0.52653944,False
جمهور المناسبات نهار لعبو مع بليده سطاد فارغ كي لعبو مع سطيف عمروه ههخخههخ,0,0,1,1,0.7803855,0.2196145,False
خلطي جلطي حرزي تزعطي,0,0,1,1,0.6033741,0.39662588,False
mca pubg eminem bsh na3bd rabi🙄,0,0,1,1,0.9684936,0.03150642,False
الجزائر جنه 😍🇩🇿 وقتاش تلحقينا 😅,0,0,1,1,0.40884176,0.5911583,False
هكا تديهم للقبر برافو عليك,0,0,1,1,0.7060452,0.2939548,False
مدام هدرت صافي علابالي واش عندي 😎اهدر واش حاب وماتخافش 😂🤭,0,0,1,1,0.46240127,0.5375987,False
البوليس تقولولو الرزق ربي كي حبسو ربراب خفتو الرزق تاعكم الشيء قعدنا الذل لحد,0,0,1,1,0.8748588,0.1251412,False
♓✌️☪️الى يوم يبعثون,0,0,1,1,0.4764495,0.5235505,False
wallahe ila 3ib ar ndam fasid,0,0,1,1,0.6227673,0.37723267,False
السكر غالي يا ربراب,0,0,1,1,0.55031127,0.44968873,False
يا يما هديك البنه يميميمي,0,0,1,1,0.45708776,0.54291224,False
كلو ضحك دقون مكان مايروح والو,0,0,1,1,0.8695691,0.13043088,False
اسطروي,0,0,1,1,0.41133767,0.5886623,False
وقبل ما يسوطي يشرب,0,0,1,1,0.4264535,0.5735465,False
ولله مارانيش حابسين يا هما يا حنا,0,0,1,1,0.44060287,0.5593971,False
خاوتي لاباج هادي تاع المخبرت اخطاكم,0,0,1,1,0.5083762,0.49162382,False
خلاص راح نبيعوها تاكل البنزين,0,0,1,1,0.40835962,0.59164035,False
كرهونا راكم تبعوا نيفو ابتداءي ايا راه طلع نيفو رانا نتبعوا صحفي وناشط سياسي وعميل الشعب الجزاءري,0,0,1,1,0.8225192,0.17748082,False
ولي يعدم الزنوج ويغلق المساجد💜,0,0,1,1,0.86199474,0.13800526,False
المشكله الي تحكي عليهم يجيبو طفل والا طفله عادو يجيبو يموت حادثه اختطاف والا جرعه زايده تاع كوكاين ويورثهم الكلب تاعهم لوكان الناس تخم زيك راه انقرض الانسان التفكير السطحي,0,0,1,1,0.7381511,0.26184893,False
rbi m3ak,0,0,1,1,0.44481972,0.5551803,False
