text,true_label,predicted_label,is_correct,probability_positive,probability_negative
جيبولي الفايسبوك الحراك يدافع حداد وكونيناف واويحي ربراب يدعمه الكثير احرار الجزاءر,0,1,False,0.40191734,0.59808266
المقاطعه فن يجب يصاب البعض بالهفه ويشتري العشرات الزيت,0,0,True,0.20508452,0.7949155
انا شاويه بصح جامي لا شديتو هذ العلم بصح مكلاه الفتن كيما نتا متشتيش يسبولك يماك معندكش الحق دنس علم يمثل رمز اعتزازلانسان اوخر ماش جاست كامل,0,0,True,0.16589765,0.83410233
لي خصو كلب مغربي يجي يدي التعليقات وشكرا,1,1,True,0.9965771,0.003422916
ربي يجيب الخير لبلاد يارب واسترنا يارب يارب واحمي شبابنا وامهاتنا وشيوخنا يارب متنساوش خاوتي سينياليو فيديو يزرع الفتنه الجزاءرين,1,1,True,0.94389564,0.056104362
دير القايد تبون تخافيش,0,1,False,0.5234926,0.47650743
انتوما لي راكو تسبو كلا الطرفين حمير التهريب يخدموه المعلمين القياده كلا الطرفين يا لحمير يدخل الزطله لدزاير يدخل الكاشيات لمغرب هدم بيوت الناس عيب رخيس لي قال بلي هاذو خونه يجي لباب العسه يشوف الارض تقع الحدود ملك لمجاهد يهرب السلاح وقت الثوره المغاربه حاربو معانا يا لفرخا ونتا يا لحمار لي راك تسب الجزاير واله خطاتكم دزاير اله يا المجاعه غي حكمتكم انعلو الشيطان خطيكم السب مفارخ الكيف راه يفوت فالبحر بالقليسور مشي التراب يا محمر المهم تحيا المساكين بغا مغاربه جزايرين,1,1,True,0.9675848,0.03241521
الكعباخطرمنذالكورونا,1,0,False,0.38846105,0.61153895
ماعندو مادخلك اقعد في قشورك وتلها فرواحكم,1,1,True,0.8518902,0.1481098
النور والسرور وبونجور عليكم توجور ☕بالعسل والكونفيتور019نحبو بزاف دقله نور 🌴ولا داعي يا اسحاق لياجور😁,0,1,False,0.46043378,0.5395662
تكتب ضواحيها ليس ظواحيها,0,0,True,0.37737763,0.6226224
منشن المحاسب السابق الملياردير الحالي مصاص دماء الجزائرين ومحتكر,1,1,True,0.90292245,0.09707755
مول لباج عطيوه غير كيلو مخلط تاع الديسير غايسكت,0,1,False,0.88883454,0.111165464
se9si yemak tgoulk awlid,1,1,True,0.56979334,0.43020666
مهمتك ايها المرتزق هي تحريض الشعب على حرق بلادو ماشي اسقاط النظام بل اسقاط الجزائر كما سقطت سوريا والعراق وليبيا ثم ستختفي تنتهي مهمتك كما اختفى المعريضين السورين والعراقيين واللبيين الذين حرضوا شعبهم في بلاطوات الجزيره الصهيونيه,1,1,True,0.9417261,0.05827391
el khra yaw,1,1,True,0.62567437,0.37432563
بركاكم الكذب الناس,0,1,False,0.69102466,0.30897534
واله حاجه متخرجني,0,0,True,0.10302079,0.8969792
khanza faiha tfo,1,1,True,0.5525569,0.44744313
صحا المازدا شكون نتا لي يقول احرار ياو فاقو هذا السيد دار لجوء سياسي باش يهجر ويعيش حياه اوروبه انت كافي ماتقدرش تكافيني يابغل انا وزيطوت واشباهكم تفرو صوالح الصهاينه بفئه من شباب الصاروخ وليريكا ماهوش فايق لعمرو,1,1,True,0.8998819,0.1001181
مليح مليح حتى انا حبستهم مده عام زياده مي دروك وليت نشربهم خطره على خطره ماكاش كيما الماء سيرتو الصباح على الريق,0,0,True,0.045879934,0.95412004
وانتم سعداء انقياء بقلوب بيضاء وجوه مشرقه مبتسمه وانتم امنين مطمءنين عيدك مبارك سعيد وكل وانت بخير جعلني اله واياك اهل الجاءزه المبارك واسال اله العلي القدير يعيده علينا اعواما عديده وازمنه مديده ونحن والامه الاسلاميه صحه وامن وسلام وعافيه 😘💓,0,1,False,0.9690323,0.030967712
اله ينعلك انت لست مربيه اجيال انت وحش بلا قلب قلبك كليته اله يستر وانت يا بنيتي ربي يشفيك يحفضك يارب,1,1,True,0.9969465,0.0030534863
نطلب السلطات الجزاءريه نطلب الجنرال شنقريحه اجيبنا الكلب هادا لي حاب اخرب لبلاد راهو سب الراءيس تاعنا سب القايد تاعنا ربي يرحمو نطلب السلطات القبض فورا فوات الاوان هادا الكلب مطلوب يارب يارب,1,1,True,0.7489802,0.25101978
rouh saksi yamak babak chekoun 😎balak ankoun ana li naktha fi diskoutak boura boura,1,1,True,0.8623165,0.13768351
الشعب ساكت حق يستاهل يخلص الاكسجين الي يتنفس,0,1,False,0.49923465,0.5007653
كس امو لي ميحب فري فاير 😑,1,1,True,0.9783654,0.021634579
الجيش هو الشي الوحيد اللي يصلح في هذه البلاد,0,0,True,0.007837873,0.9921621
الحظه وقت الوقوف باب الجنه سنتذكر شعورنا الدقاءق,0,0,True,0.006337168,0.99366283
لو تصبروا حتى 10 افريل فقط صافيه,0,0,True,0.009923977,0.990076
الي مافي كرشو تبن مايخاف ما النار شده وتفوت عمو ربراب 😂,0,0,True,0.1049225,0.89507747
العقل المدبر في ارسال الجيش الجزائري الي المالي هوا الخبارجي تاع فرنسا الجنيرال قايدي,1,0,False,0.3053185,0.6946815
😅😆,1,0,False,0.38846105,0.61153895
تعرف قصه اسكوبار قصه ربراب يختلفان شيء اسكوبار استثمرا بلاديه ربراب اسثمرا فرنسا,1,0,False,0.33014223,0.66985774
امبعد يجي ذبابه ختو يماه مايدافعش عليهم كيما يدافع على المسؤول,1,1,True,0.90585846,0.09414154
سببت الهتهم يا جورج,0,1,False,0.793847,0.20615298
ya zitout tfo,1,1,True,0.94588804,0.054111958
اي روح نيكمك لقحبه هود لبلاد يا كرفه وفول ماناش حابسين,1,1,True,0.9936825,0.0063174963
لخماج خامجين كواvا,1,1,True,0.47659674,0.5234033
ta kalb chmata wa r7is wo tahan tffo,1,1,True,0.9642785,0.03572148
مزيه واحد زاد وحدو🙂😂,0,0,True,0.019091103,0.9809089
امير راجل ونصفويستاهل خيروالف مبروك وخلي العديان اموتوا بالقنطه,0,1,False,0.7685171,0.23148292
طز روحو الامارات,1,1,True,0.9130429,0.0869571
يارب امين يارب,0,0,True,0.0033993719,0.9966006
😂 بلا مزيه حبيبه قلبي 😘,0,0,True,0.13685665,0.8631433
الزيت السكر لمده كيفاش القروض بلا حدود كيفاش يا جماعه حتي الاستعمار موفر مناصب شغل الظالم يبقي ظالم الاستعمار دار بني تحتيه احسن ملي درناهم تاع استقلال بصح هاد الشي منعش الشعب باش يطالب بحريته باختصار ربراب فاسد صح عندو مستوي تسير مليح بناه تم دم الجزاءرين الاف رجال الاعمال النزهاء وقت الارهاب,1,1,True,0.5731714,0.42682862
مبروك عليك من حراق الى صحافى محترف الله راك قدوه لكامل الشباب,0,0,True,0.36025336,0.63974667
السلام العليكم,0,0,True,0.12602912,0.87397087
مكن اعرف نقاط البيع ولايات الشرق,0,0,True,0.0013945844,0.99860543
لي راهم يقولو سعر سكر لي يجيبو ربراب غالي حاجه سااهله ماشي لازم تشري سكر تاع ربراب كاين علامات اخرى مثل لابال,0,0,True,0.07874042,0.9212596
بوليخاريو وشبه عثمانين يشعرون بصدمه مما وقع,0,0,True,0.12062042,0.8793796
اررض 🤣,0,1,False,0.69024146,0.30975854
راقصه ملاهي ليليه وعميله فرنسا تكلم شءون البلاد عيش تشوف,1,1,True,0.84615195,0.15384805
اخرج ازبل اخرج,1,1,True,0.5721527,0.42784733
xxtentacion nhbo,0,1,False,0.44563708,0.5543629
الشوربه االشعيريه بالدجاج اصلها الجزائر العاصمه والشوربه فريك اصلها الاوراس من قسنطينه والهضاب العليا السطايفيه,0,0,True,0.09545607,0.90454394
روح تعطي كبيير خلاه انت او لي كيفك,1,1,True,0.99157315,0.008426845
ballon mach balloon camarade mach camarad et3elem nta boudaoui sahal,1,1,True,0.71793693,0.28206307
ولاد لكلاب كلاو بعضهم بعض 😂,1,1,True,0.85767114,0.14232886
عمي العربي مفهمنا والو هذو العجزه اسود علينا نعال في ارجل اسيادهم,1,1,True,0.72393113,0.27606887
hna vrai m9sthch,0,1,False,0.43687525,0.5631248
اطلقوا سراح ربراب,0,0,True,0.17778623,0.82221377
الحاجه لي حيرتني الناس لي راهي دافع عليه راه يرزق فيكم مثلا شويه عقل وشويه عزه نفس شحال تعياو تشكمو وتهزو لناس,1,1,True,0.6139308,0.38606918
اله يذلك يا ديوث يا كبول,1,1,True,0.99925464,0.0007453561
القبائل لي راكم تتحرشو بيهم ديما راهم رجاله عليكم بينو بلي احرار ماشي كيما وحد الفئه ربي يهديهم جماعه بوصبع لزرق حاضرين في كل فوط,1,1,True,0.77785057,0.22214943
لطفك يا رب,0,0,True,0.10237657,0.8976234
لم تتصلوا بي,0,1,False,0.4052758,0.5947242
حياتي كامل كرهت زوج عباد برك اكتشف الجزاءر وجدي الكبير استوطن,1,0,False,0.18744726,0.81255275
ايه عندهم الحق الجزاءر بلاد امن راك تشوف فينا نتقاتلو بالسلاح,0,1,False,0.4871552,0.5128448
سوف تموت ولن تجد ارض تدفن فيها ارض الشهداء حرمت عليم,0,1,False,0.8022641,0.1977359
مهم حاول خير فخونشي صح,1,0,False,0.13952042,0.8604796
كاين احسن اطباء مهندسي الجزائر من خريجي الجامعات الفرنسيه اين المشكل في ذلك,0,0,True,0.10781042,0.89218956
راحت هيبت فريت اوملات شي,0,0,True,0.16768122,0.8323188
كاين ختك الي ماراهيش حابسه الشي,1,1,True,0.6547605,0.34523952
المبلغ هادا حكمو حداد صرف رقيق يا ارهابي,1,1,True,0.74266464,0.25733536
يتسما نحمد ربي,0,0,True,0.0099976435,0.99000233
كفاه راهم يديرو هاذو باه يربحو,0,1,False,0.71975034,0.28024966
اولا تكلم القباءل بصفه الجمع قضيه ربراب ثانيا المدافعون دافعو كبيرهم ربراب وعندما نقول ربراب نقول توفيق وحداد دافعو احشمو احشمو,0,0,True,0.114882156,0.8851178
هذا والى سرق نورمال ماشي كما نتوما يا قتالين,1,1,True,0.8299617,0.17003828
مهمتنا تغيير النظام وليس تحرير ربراب,0,0,True,0.15956831,0.8404317
رانا نامنو بربي الرحمان الرحيم الرزاق الغفور اخر اسماء انتاعو وهذاك زعيم وراجل حب حب وكرها كره ايها الاحمق,1,1,True,0.8783837,0.121616304
هذا وزير هذا تقول قردقود,1,0,False,0.19583617,0.8041638
الله يسهل,0,0,True,0.03484017,0.96515983
هواتف رديءه باسعار باهضه,1,0,False,0.25368074,0.7463193
تموتو من مولوديه 🤦‍♂️,0,1,False,0.39142424,0.60857576
ياو روح تعطي مازالك تحكي,1,1,True,0.9837353,0.016264677
hasbiya allah wa ni3ma el wakil fik,1,0,False,0.10036386,0.89963615
ou khtek kayna menha,1,1,True,0.6843382,0.3156618
ايسكوبار كان عندو مشاريع كتر من ربراب ايسكوبار وحدو سكن نص كولومبيا تسمى ايسكوبار مليح لي غلط يتحاسب او الشركه فيها مجلس اداره يروح ربراب يجي واحد في بلاصتو,1,0,False,0.24372585,0.75627416
العصابه مازالت تستغل ماسي الشعب الزوالي باش تحب تبلعط وتتقرب من الناس لراهي رافضه ليها وماكاش الشرعيه لحكومه الجنرالات,0,0,True,0.03822565,0.96177435
ان شاء الله قاع يتحاسبو,1,1,True,0.45890304,0.5410969
يتبعون مقوله اويحي جوع كلبك يتبعك كلاب السلطه يتنحاو قاع ترحلوا يعني ترحلوا تنحاو قاع دوله مدنيه ماشي عسكريه يسقط حكم العسكر,1,1,True,0.9823934,0.017606616
نعدين سوا تع مك,1,1,True,0.76719135,0.23280865
خاوتي سلام عليكم راني حبيت نسقسيكم اقصي لتدخل مصالح الصيانه لديكم زبون لديه مشكل ثلاجه,0,0,True,0.0011637827,0.9988362
انا نعبد في القايد صالح مبعد بدلت راني نعبد في شنقريحه حتى ايبان كاش واحد واقف نزيد نعبدو,0,0,True,0.031725857,0.9682741
الشوربه البيضاء الشعيريه بالدجاج اصلها الجزائر العاصمه والشوربه فريك اصلها الاوراس من قسنطينه والهضاب العليا السطايفيه,0,0,True,0.08331942,0.9166806
ياك كنت معاه ودرتي فيديوا معاه نهار حكموه لبوليس وطلقوه دك بديتوا دوروا بعضاكم ياوحد الحركي,1,1,True,0.8246219,0.17537808
طرول قاعد كي سوهختك,1,1,True,0.86467665,0.13532335
انتم مفروض ديرو اشهار لجميع منتوجات بروند,0,0,True,0.14130667,0.85869336
علاه كاين بالو دزاير 😂,0,0,True,0.025662173,0.9743378
بابا تدافعو المجرم ربراب هاذي زادت فضحت الزواف,1,1,True,0.80741763,0.19258237
لاحول قوه باله الهم الطف بنا وباشقاءنا,0,0,True,0.045140997,0.954859
بسكره عندكمش نقاط البيع,0,0,True,0.06784119,0.9321588
ربراب الهدف القبض ربراب,0,1,False,0.5428506,0.4571494
طحان وتقعد طحان والله وتبوس رجلين كل جزائري واحد واحد والله مانسامحوك انت وكل فرد في عصابتك لكم يوم والله يمهل ولا يهمل,1,1,True,0.97037023,0.029629767
المهم التبهديل الكبير في كاس العالم هذا هو الهدف المقلوب عفوا المطلوب,0,0,True,0.26085153,0.7391485
مبروك عليك علينا le diplôme,0,0,True,0.044498194,0.9555018
الا لعنه الله على الكاذبين,1,1,True,0.99048233,0.00951767
انت عييت ما تنبح مالحقتش,1,1,True,0.97452456,0.025475442
القانون الجميع ربراب اظهرت التحقيقات متورط الفساد لازم يتعاقب اطار القانون منو مالناس,0,0,True,0.14903429,0.85096574
مانحبش نسمع 😒,0,0,True,0.1074107,0.89258933
ربي 🤨,0,0,True,0.11825929,0.8817407
خلونا الدراما والعاطفه تاكدنا بلي ربراب غالط ندافعوا علاخاطر قبايلي كقبايلي نقول بلي خان ثقتنا السنين ومايسحقش ندافعوا ثبت ادانته يعني سقوط رءوس الفساد وماتخافوش ماراهمش رايحين يسلكو السعيد وجماعته ودالته يكن ربك نسيا نهدرو بالعقل,1,1,True,0.7067614,0.29323858
anta arkhis,1,1,True,0.7180482,0.28195179
فرنسا العصاباتالجزاءريهم ارهابيه,1,1,True,0.49725735,0.50274265
وجوه الزب لي داخلين باش يقولو اكتبو اله ديرولي جام صلو النبي ياو نيك ماتكم نيك ماتكم وجوه المقله,1,1,True,0.99972826,0.00027173758
الدعاء استوقفتني كلمه حكمك عدل اذن الوضع تعيشه الوضع تستحقه,0,0,True,0.0081353905,0.9918646
نسيت بوصبع العبيد تع بو تبون🤔,1,1,True,0.9504846,0.049515426
اكبر سراقين في العالم,1,1,True,0.6507858,0.3492142
اين المفر,0,0,True,0.12020594,0.87979406
ربراب هذا من فضل ربي 😁,0,0,True,0.013136067,0.9868639
خساره عليكم يالي راكم تهدرو عل القبايل ميعرفوش الدين,1,1,True,0.49864778,0.5013522
احنا الجزايرين قاعدين نكسرو بعضانا تشراك الفم,1,1,True,0.56275696,0.43724304
حياك اله استاد العربي,0,0,True,0.024369879,0.9756301
وعلاه هربت قبل ماتطفى الناراحناكناثم في القاله ماخرجناش حتى طفاوها وخرجنا وقت المغرب والحمد لله ولاحو,0,0,True,0.005071327,0.99492866
مبروك علينا نتمنا للجزائر الترشح لكاس العالم ضمان المرتب الثالثه ❤,0,0,True,0.004559359,0.99544066
نسيت بابانا,0,0,True,0.16625036,0.83374965
هل يوجد المحل في جيجل,0,0,True,0.0048905592,0.99510944
مصطلح قهوي هو مصطلح عنصري معناه اللون البني وهو اشاره الى العرب باعتبارهم بشرتهم سمراء كل شخص يستعمله بقصد,0,1,False,0.73328364,0.26671636
كم ثمنها من فضلك,0,0,True,0.011610367,0.9883896
او 46 الف تاعي بركاو ماتسرقو رجعوها,0,1,False,0.5742926,0.4257074
ماكرون مجنون يرسل اختو تقاتل اله يلعن الظالمين,1,1,True,0.9957716,0.004228413
سبب دائما السرعه المفرطه يوو معدناش طريق افهمو طريقنا كامل امكسره,0,0,True,0.014813782,0.9851862
الجيش والشعب لحمه واحده سليل الجيش التحرير الوطني نصيحه لكل انسان يتحدو كلمه واحده الجزاءر,0,0,True,0.109016925,0.8909831
تخفيضات,0,0,True,0.10804083,0.8919592
كلب نباح,1,1,True,0.9968418,0.0031582117
اله يسلمك,0,0,True,0.052053727,0.94794625
هادي لفسو تع سيدك خطيك متنجميش,1,1,True,0.98743886,0.012561142
روح تقود كلاب فرنسا,1,1,True,0.99719197,0.0028080344
يارب لي بالي,0,0,True,0.030493671,0.9695063
السلام عليكم يا مجموعه براند المطلوب منكم تفتحوا لينا فرع ولايه الطارف شكرا,0,0,True,0.016672136,0.98332787
افضح افعال واقوال العصابات الظالمه والمفسدهتنابح وتالم كلابهم الظاله الذباب,1,1,True,0.964639,0.035360992
حبا الله الاحرار الشعب العظيم,0,0,True,0.069233514,0.93076646
قناه النهار مصادر موثوقه تءكد يسعد ربراب متورط هجمات سيريلانكا😂,0,1,False,0.5945898,0.40541017
يا جماعه مافهمت والوا قاستو الرجله النيف يتكلم الدين يقول المنكر الفساد حنا كامل نخافوا ربي نتقوه نتوما كامل تحبوا الغفه الطهاره املا شكون راه يكذب بنات الناس شكون راه يزني البغايا العاهرات تقولولي الشرطه الامن شكون الشرطه شكون ياخي منا علينا كامل جزايرين يحل فموا يبدا بنفسه يتقي اله ربي يهدينا يرفق بينا,1,1,True,0.5216213,0.4783787
لم تلمسها يا ادمين🤷‍♂️,0,1,False,0.7037003,0.2962997
اكبر منافق نتا هوا ربراب تاع نمي نكتونا لبلاد تناحو قاع تحاسبو قاع العداله,1,1,True,0.9976277,0.0023723245
بركاو التخلاط وشي هاذ المصطلحات الغريبه قهوي روجي وردي موفي سميو الاشخاص باسماءها وحطو الامور نصابها حبسونا هاذ لهبال,0,0,True,0.34596848,0.6540315
خاوتي انا راني مبيراطي هاج لا باجمتنخلعوش 😂,0,0,True,0.10715172,0.89284825
مخروب,0,0,True,0.38846105,0.61153895
افضل هاتف لاكن ماذ البروسيسور,0,0,True,0.017160079,0.98283994
جي نتا حلوه يا المازده,1,1,True,0.9128409,0.0871591
استغفر الله الله يرحم معطوب الزعيم,0,0,True,0.037624422,0.9623756
نتوما اعراب اشد كفرا نفقا ربنا رب السماوات الارض نعبد الحي القيوم انتم تجهلون وتضعون الصور اشركتم بربكم انتم تعلمون لنا اله,0,0,True,0.045384437,0.9546156
عير بجايه وجيجل برك الي تدعيلهم خهه,0,0,True,0.22320761,0.7767924
akdli ela soolking 🤣,0,1,False,0.5912253,0.40877467
الكعب مود دو,1,1,True,0.8987857,0.10121429
الغساله بقداه,0,0,True,0.116880186,0.8831198
جيبوها لفريق الوطني,0,0,True,0.3208452,0.6791548
سمحيلي مانعرفكش وجهك يربحش شغل نتاع مشاكل,1,1,True,0.5644927,0.4355073
الكل مع محاربه الفساد والفاسدين المشكوك فيهم ولست متضامن مع ربراب ولا غيره فالمحكمه هي الفاصل,1,1,True,0.5583205,0.44167948
جامي تحنو علينا وتعطونا واحد من عندكم دارنا كل منتوجات كوندور,0,0,True,0.0023706474,0.99762934
خاوتي ليعرف كيفاش تمشي تيلكموند لي في ساعه كوندور 601,0,0,True,0.039017152,0.96098286
okay hchon ymak,1,1,True,0.66467774,0.33532226
روح تعطش روحك راك عطشان بكري,1,1,True,0.99761236,0.0023876429
هناك عروض اخري وهل بالامكان الاستفاده العرض,0,0,True,0.01591479,0.9840852
هاذي صناعه جزاءريه,0,0,True,0.17316326,0.8268367
نيك موك,1,1,True,0.99014074,0.009859264
حياك0اله ياحور,0,1,False,0.4370958,0.56290424
ان الشيطان يعدكم الفقر,0,1,False,0.4404089,0.5595911
المهم ضربوهلو كيما انت,1,1,True,0.48560765,0.5143924
تخمامك كيما نتع يعطينا المنشور,1,1,True,0.4619824,0.53801763
البروبلام يقولولو استاذ فالايف,0,1,False,0.5410272,0.4589728
كيما اغتاصبوك مين كنت قاصر اومازالو يغتاصبو فيك وانتا تتلذذ,1,1,True,0.79443896,0.20556104
كلشي مبروك زكاره في عبله الرخاس لي حاكمين الجزاير,1,1,True,0.9394332,0.060566783
1830,0,0,True,0.26909742,0.73090255
تشفاو نهار لي تصورو زعما قريب ربغين واحد قع لابسين تريكو واحد يامات العيد,0,0,True,0.2985014,0.7014986
انا امين 25 سنه,0,0,True,0.0064805774,0.9935194
المهم ترقبوا عوده زيت السانقو صفيه بقوه ببوشون واحد فقط تستطيع قلي خروف بشحمه ولحمه وتشتريه بثمن قهوه ومعلب في قاروره قصديره ملعونه ذبحت يدي في محاوله فاشله لفتحها من اجل قلي البطاطا على شاطئ البحر وتوكل اافريت بطعم الدم ونتا جد فرحان وسعيد في حين ربراب يضرب في الصبه بطعم عصير المقارون هو ومعه ربراب وعائله خنينف اللذين بنوا السجون ودشنوها مبكرا عن طريق خط مواصىلات سيدي محمد الحراش السريع,0,0,True,0.024313262,0.9756867
امير يماه اشرف منك يالقحبه تضلي تلحسي في الكابريات باه يعطوك مصروف يالجعانه خامجه,1,1,True,0.9832519,0.01674807
استغفر الله واتوب اليه هذا حاب يدير الفتنه برك,1,1,True,0.70033485,0.29966515
ربراب فءنسي وحداد بريطاني واخر خبر كونيناف جنسيه سويسريه لك اله يا جزاءر,0,1,False,0.92898345,0.07101655
koulchy mabrouke hagda abla taharake rpake rpake ya abla,1,1,True,0.9334905,0.066509485
نك زبي هاذي بلاد,1,1,True,0.9956239,0.0043761134
بقداه السوره تاعهم كاين في قالمه او عنابه,0,0,True,0.13913259,0.8608674
استغر الله واتوب اليك,0,0,True,0.021223819,0.97877616
يا سبي فرونسي نيكتلها الحتشون تاع يمات يماها,1,1,True,0.99735546,0.0026445389
او انت تعطيني معلومات,0,1,False,0.74096626,0.25903374
hna machi monafiqin kima ntouma ya zebi ma nseliwch besah ma 3endnach nifaq wrouh tati yedek fi zeb,1,1,True,0.89574176,0.10425824
اله يحرق طيز مك ونتا ولد حركي واش كشف تفوه علا ختك وانت اكبر منافك انت تنتمي لي اصحاب الشيته نتا مخبي السم فلعسل,1,1,True,0.9999305,6.9499016e-05
الفازون بمسابقه ديسمبرالماضي ستف واربح الاسبوع,0,0,True,0.13039175,0.8696083
اقلي بول البعير يل عربي الفايح,1,1,True,0.9733373,0.026662707
wtizz mok nssitha,1,1,True,0.75918466,0.24081534
انت برضايتك مديت زك,1,1,True,0.9860582,0.013941824
ايتها الافعى سامه لعنه الله عليكي الى يوم الدين,1,1,True,0.9804144,0.01958561
عيبك يا بء لبزازل,1,1,True,0.9607204,0.03927958
وعدت تجيب الاموال المنهوبه شفنا والو,0,0,True,0.058993123,0.9410069
ربي يحفظك ويسترك من كل اذى ربي يرحم امك ان شاءالله ويغفرلها يارب العالمين امين,1,1,True,0.999589,0.00041097403
مكن صوره,0,0,True,0.1178942,0.8821058
شكون لي ماشي فاهم في جدها والو كيما انا,0,0,True,0.03585184,0.96414816
مادام القبائل مع ربراب فان ربراب مظلوم جيبو حداد لا واحد اخر تشوفو لقبايل كيفاش يبولو عليه,1,1,True,0.53099495,0.46900505
المشكل ان الدعاره في الجزائر اصبحت في كل مكان في الجامعه لا سيتي السبيطار اخطر دعاره تصرا هي في البرلمان قصر الجمهوريه راك فاهم,1,1,True,0.4193134,0.58068657
نيك سوه تاع مك يا لي راك تهدر كرهت ربك هدرتك خنزير,1,1,True,0.9998246,0.00017541647
صحفي حر حيا اله الاحرار ديما عقبهم,0,0,True,0.037918996,0.962081
