texte,vrai_label,label_predit,est_correct,probabilite_positive,probabilite_negative
افضح افعال واقوال العصابات الظالمه والمفسدهتنابح وتالم كلابهم الظاله الذباب,1,1,True,0.576811,0.42318898
حبا الله الاحرار الشعب العظيم,0,0,True,0.2887565,0.7112435
قناه النهار مصادر موثوقه تءكد يسعد ربراب متورط هجمات سيريلانكا😂,0,0,True,0.38263884,0.6173612
يا جماعه مافهمت والوا قاستو الرجله النيف يتكلم الدين يقول المنكر الفساد حنا كامل نخافوا ربي نتقوه نتوما كامل تحبوا الغفه الطهاره املا شكون راه يكذب بنات الناس شكون راه يزني البغايا العاهرات تقولولي الشرطه الامن شكون الشرطه شكون ياخي منا علينا كامل جزايرين يحل فموا يبدا بنفسه يتقي اله ربي يهدينا يرفق بينا,1,1,True,0.7532741,0.24672592
لم تلمسها يا ادمين🤷‍♂️,0,0,True,0.42119503,0.57880497
اكبر منافق نتا هوا ربراب تاع نمي نكتونا لبلاد تناحو قاع تحاسبو قاع العداله,1,1,True,0.7694261,0.2305739
بركاو التخلاط وشي هاذ المصطلحات الغريبه قهوي روجي وردي موفي سميو الاشخاص باسماءها وحطو الامور نصابها حبسونا هاذ لهبال,0,1,False,0.71046156,0.28953844
خاوتي انا راني مبيراطي هاج لا باجمتنخلعوش 😂,0,0,True,0.25064087,0.74935913
مخروب,0,0,True,0.38235587,0.61764413
افضل هاتف لاكن ماذ البروسيسور,0,0,True,0.4210377,0.5789623
جي نتا حلوه يا المازده,1,1,True,0.6473287,0.35267133
استغفر الله الله يرحم معطوب الزعيم,0,0,True,0.3143262,0.68567383
نتوما اعراب اشد كفرا نفقا ربنا رب السماوات الارض نعبد الحي القيوم انتم تجهلون وتضعون الصور اشركتم بربكم انتم تعلمون لنا اله,0,1,False,0.7915475,0.20845252
عير بجايه وجيجل برك الي تدعيلهم خهه,0,0,True,0.4489658,0.5510342
akdli ela soolking 🤣,0,0,True,0.36043784,0.63956213
الكعب مود دو,1,0,False,0.37100315,0.62899685
الغساله بقداه,0,0,True,0.28552175,0.71447825
جيبوها لفريق الوطني,0,0,True,0.33077043,0.66922957
سمحيلي مانعرفكش وجهك يربحش شغل نتاع مشاكل,1,0,False,0.28929707,0.7107029
الكل مع محاربه الفساد والفاسدين المشكوك فيهم ولست متضامن مع ربراب ولا غيره فالمحكمه هي الفاصل,1,0,False,0.24459846,0.75540155
جامي تحنو علينا وتعطونا واحد من عندكم دارنا كل منتوجات كوندور,0,0,True,0.28172663,0.7182734
خاوتي ليعرف كيفاش تمشي تيلكموند لي في ساعه كوندور 601,0,0,True,0.22865056,0.77134943
okay hchon ymak,1,0,False,0.31017208,0.6898279
روح تعطش روحك راك عطشان بكري,1,1,True,0.54366994,0.45633006
هناك عروض اخري وهل بالامكان الاستفاده العرض,0,0,True,0.35727113,0.64272887
هاذي صناعه جزاءريه,0,0,True,0.32880735,0.67119265
نيك موك,1,0,False,0.39292008,0.6070799
حياك0اله ياحور,0,0,True,0.32017004,0.67982996
ان الشيطان يعدكم الفقر,0,0,True,0.26223934,0.73776066
المهم ضربوهلو كيما انت,1,0,False,0.3395866,0.6604134
تخمامك كيما نتع يعطينا المنشور,1,0,False,0.3939951,0.6060049
البروبلام يقولولو استاذ فالايف,0,0,True,0.3502655,0.6497345
كيما اغتاصبوك مين كنت قاصر اومازالو يغتاصبو فيك وانتا تتلذذ,1,1,True,0.63867795,0.36132205
كلشي مبروك زكاره في عبله الرخاس لي حاكمين الجزاير,1,0,False,0.25001824,0.74998176
1830,0,0,True,0.37581107,0.6241889
تشفاو نهار لي تصورو زعما قريب ربغين واحد قع لابسين تريكو واحد يامات العيد,0,1,False,0.7479554,0.25204462
انا امين 25 سنه,0,0,True,0.16212198,0.837878
المهم ترقبوا عوده زيت السانقو صفيه بقوه ببوشون واحد فقط تستطيع قلي خروف بشحمه ولحمه وتشتريه بثمن قهوه ومعلب في قاروره قصديره ملعونه ذبحت يدي في محاوله فاشله لفتحها من اجل قلي البطاطا على شاطئ البحر وتوكل اافريت بطعم الدم ونتا جد فرحان وسعيد في حين ربراب يضرب في الصبه بطعم عصير المقارون هو ومعه ربراب وعائله خنينف اللذين بنوا السجون ودشنوها مبكرا عن طريق خط مواصىلات سيدي محمد الحراش السريع,0,1,False,0.8090727,0.19092733
امير يماه اشرف منك يالقحبه تضلي تلحسي في الكابريات باه يعطوك مصروف يالجعانه خامجه,1,0,False,0.3478727,0.65212727
استغفر الله واتوب اليه هذا حاب يدير الفتنه برك,1,0,False,0.26562038,0.73437965
ربراب فءنسي وحداد بريطاني واخر خبر كونيناف جنسيه سويسريه لك اله يا جزاءر,0,1,False,0.5582781,0.44172192
koulchy mabrouke hagda abla taharake rpake rpake ya abla,1,0,False,0.49264377,0.5073562
نك زبي هاذي بلاد,1,0,False,0.37794,0.62206
بقداه السوره تاعهم كاين في قالمه او عنابه,0,0,True,0.26945484,0.73054516
استغر الله واتوب اليك,0,0,True,0.32173243,0.6782676
يا سبي فرونسي نيكتلها الحتشون تاع يمات يماها,1,1,True,0.5363389,0.46366107
او انت تعطيني معلومات,0,0,True,0.43403804,0.56596196
hna machi monafiqin kima ntouma ya zebi ma nseliwch besah ma 3endnach nifaq wrouh tati yedek fi zeb,1,1,True,0.57577354,0.42422646
اله يحرق طيز مك ونتا ولد حركي واش كشف تفوه علا ختك وانت اكبر منافك انت تنتمي لي اصحاب الشيته نتا مخبي السم فلعسل,1,1,True,0.82683545,0.17316455
الفازون بمسابقه ديسمبرالماضي ستف واربح الاسبوع,0,0,True,0.38604215,0.6139579
اقلي بول البعير يل عربي الفايح,1,1,True,0.5521829,0.4478171
wtizz mok nssitha,1,0,False,0.32670322,0.6732968
انت برضايتك مديت زك,1,0,False,0.38750124,0.61249876
ايتها الافعى سامه لعنه الله عليكي الى يوم الدين,1,0,False,0.35934928,0.64065075
عيبك يا بء لبزازل,1,0,False,0.4124729,0.5875271
وعدت تجيب الاموال المنهوبه شفنا والو,0,0,True,0.45391142,0.5460886
ربي يحفظك ويسترك من كل اذى ربي يرحم امك ان شاءالله ويغفرلها يارب العالمين امين,1,0,False,0.48272157,0.51727843
مكن صوره,0,0,True,0.33841938,0.6615806
شكون لي ماشي فاهم في جدها والو كيما انا,0,0,True,0.35681117,0.64318883
مادام القبائل مع ربراب فان ربراب مظلوم جيبو حداد لا واحد اخر تشوفو لقبايل كيفاش يبولو عليه,1,1,True,0.53575796,0.46424204
المشكل ان الدعاره في الجزائر اصبحت في كل مكان في الجامعه لا سيتي السبيطار اخطر دعاره تصرا هي في البرلمان قصر الجمهوريه راك فاهم,1,0,False,0.4499714,0.55002856
نيك سوه تاع مك يا لي راك تهدر كرهت ربك هدرتك خنزير,1,1,True,0.81241804,0.18758196
صحفي حر حيا اله الاحرار ديما عقبهم,0,0,True,0.29847714,0.7015228
بانت حقيقتك,0,0,True,0.3334802,0.66651976
