text,true_label,predicted_label,is_correct,probability_positive,probability_negative
مكن اعرف نقاط البيع ولايات الشرق,0,0,True,0.00369165,0.9963083
لي راهم يقولو سعر سكر لي يجيبو ربراب غالي حاجه سااهله ماشي لازم تشري سكر تاع ربراب كاين علامات اخرى مثل لابال,0,0,True,0.02289815,0.97710186
بوليخاريو وشبه عثمانين يشعرون بصدمه مما وقع,0,0,True,0.1402377,0.8597623
اررض 🤣,0,0,True,0.29453045,0.70546955
راقصه ملاهي ليليه وعميله فرنسا تكلم شءون البلاد عيش تشوف,1,0,False,0.15483305,0.8451669
اخرج ازبل اخرج,1,1,True,0.98083144,0.019168556
xxtentacion nhbo,0,0,True,0.32485312,0.6751469
الشوربه االشعيريه بالدجاج اصلها الجزائر العاصمه والشوربه فريك اصلها الاوراس من قسنطينه والهضاب العليا السطايفيه,0,0,True,0.002849358,0.99715066
روح تعطي كبيير خلاه انت او لي كيفك,1,1,True,0.99870455,0.0012954473
ballon mach balloon camarade mach camarad et3elem nta boudaoui sahal,1,1,True,0.7429618,0.25703818
ولاد لكلاب كلاو بعضهم بعض 😂,1,1,True,0.9930981,0.00690192
عمي العربي مفهمنا والو هذو العجزه اسود علينا نعال في ارجل اسيادهم,1,1,True,0.9585439,0.041456103
hna vrai m9sthch,0,0,True,0.011349316,0.9886507
اطلقوا سراح ربراب,0,1,False,0.5487042,0.4512958
الحاجه لي حيرتني الناس لي راهي دافع عليه راه يرزق فيكم مثلا شويه عقل وشويه عزه نفس شحال تعياو تشكمو وتهزو لناس,1,1,True,0.9984505,0.0015494823
اله يذلك يا ديوث يا كبول,1,1,True,0.99891293,0.0010870695
القبائل لي راكم تتحرشو بيهم ديما راهم رجاله عليكم بينو بلي احرار ماشي كيما وحد الفئه ربي يهديهم جماعه بوصبع لزرق حاضرين في كل فوط,1,1,True,0.9996902,0.00030982494
لطفك يا رب,0,0,True,0.25023374,0.74976623
لم تتصلوا بي,0,0,True,0.013646735,0.9863533
حياتي كامل كرهت زوج عباد برك اكتشف الجزاءر وجدي الكبير استوطن,1,1,True,0.5814647,0.4185353
ايه عندهم الحق الجزاءر بلاد امن راك تشوف فينا نتقاتلو بالسلاح,0,0,True,0.044491723,0.9555083
سوف تموت ولن تجد ارض تدفن فيها ارض الشهداء حرمت عليم,0,0,True,0.017272959,0.98272705
مهم حاول خير فخونشي صح,1,1,True,0.5878654,0.4121346
كاين احسن اطباء مهندسي الجزائر من خريجي الجامعات الفرنسيه اين المشكل في ذلك,0,0,True,0.006681758,0.99331826
راحت هيبت فريت اوملات شي,0,0,True,0.093113996,0.906886
كاين ختك الي ماراهيش حابسه الشي,1,1,True,0.56271154,0.43728846
المبلغ هادا حكمو حداد صرف رقيق يا ارهابي,1,1,True,0.61536527,0.38463473
يتسما نحمد ربي,0,0,True,0.009642319,0.9903577
كفاه راهم يديرو هاذو باه يربحو,0,1,False,0.9192025,0.08079749
اولا تكلم القباءل بصفه الجمع قضيه ربراب ثانيا المدافعون دافعو كبيرهم ربراب وعندما نقول ربراب نقول توفيق وحداد دافعو احشمو احشمو,0,0,True,0.128832,0.871168
هذا والى سرق نورمال ماشي كما نتوما يا قتالين,1,1,True,0.94524616,0.05475384
مهمتنا تغيير النظام وليس تحرير ربراب,0,0,True,0.23836021,0.7616398
رانا نامنو بربي الرحمان الرحيم الرزاق الغفور اخر اسماء انتاعو وهذاك زعيم وراجل حب حب وكرها كره ايها الاحمق,1,1,True,0.965132,0.034868002
هذا وزير هذا تقول قردقود,1,1,True,0.54800355,0.45199645
الله يسهل,0,0,True,0.03404265,0.96595734
هواتف رديءه باسعار باهضه,1,1,True,0.5254291,0.47457087
تموتو من مولوديه 🤦‍♂️,0,1,False,0.481037,0.518963
ياو روح تعطي مازالك تحكي,1,1,True,0.99957556,0.00042444468
hasbiya allah wa ni3ma el wakil fik,1,0,False,0.03208718,0.9679128
ou khtek kayna menha,1,1,True,0.9743663,0.025633693
ايسكوبار كان عندو مشاريع كتر من ربراب ايسكوبار وحدو سكن نص كولومبيا تسمى ايسكوبار مليح لي غلط يتحاسب او الشركه فيها مجلس اداره يروح ربراب يجي واحد في بلاصتو,1,1,True,0.86196536,0.13803464
العصابه مازالت تستغل ماسي الشعب الزوالي باش تحب تبلعط وتتقرب من الناس لراهي رافضه ليها وماكاش الشرعيه لحكومه الجنرالات,0,0,True,0.0022355106,0.99776447
ان شاء الله قاع يتحاسبو,1,1,True,0.7813642,0.2186358
يتبعون مقوله اويحي جوع كلبك يتبعك كلاب السلطه يتنحاو قاع ترحلوا يعني ترحلوا تنحاو قاع دوله مدنيه ماشي عسكريه يسقط حكم العسكر,1,1,True,0.9704259,0.029574096
نعدين سوا تع مك,1,1,True,0.9997942,0.00020581484
خاوتي سلام عليكم راني حبيت نسقسيكم اقصي لتدخل مصالح الصيانه لديكم زبون لديه مشكل ثلاجه,0,0,True,0.00085799256,0.999142
انا نعبد في القايد صالح مبعد بدلت راني نعبد في شنقريحه حتى ايبان كاش واحد واقف نزيد نعبدو,0,0,True,0.008680055,0.99131995
الشوربه البيضاء الشعيريه بالدجاج اصلها الجزائر العاصمه والشوربه فريك اصلها الاوراس من قسنطينه والهضاب العليا السطايفيه,0,0,True,0.0028071525,0.99719286
ياك كنت معاه ودرتي فيديوا معاه نهار حكموه لبوليس وطلقوه دك بديتوا دوروا بعضاكم ياوحد الحركي,1,1,True,0.96260005,0.037399948
طرول قاعد كي سوهختك,1,1,True,0.5312308,0.4687692
انتم مفروض ديرو اشهار لجميع منتوجات بروند,0,0,True,0.035414435,0.96458554
علاه كاين بالو دزاير 😂,0,0,True,0.004747148,0.99525285
بابا تدافعو المجرم ربراب هاذي زادت فضحت الزواف,1,1,True,0.9982528,0.001747191
لاحول قوه باله الهم الطف بنا وباشقاءنا,0,0,True,0.0057610166,0.994239
بسكره عندكمش نقاط البيع,0,0,True,0.0056199515,0.99438006
ربراب الهدف القبض ربراب,0,0,True,0.077734664,0.92226535
طحان وتقعد طحان والله وتبوس رجلين كل جزائري واحد واحد والله مانسامحوك انت وكل فرد في عصابتك لكم يوم والله يمهل ولا يهمل,1,1,True,0.9643119,0.035688102
المهم التبهديل الكبير في كاس العالم هذا هو الهدف المقلوب عفوا المطلوب,0,0,True,0.03375907,0.96624094
مبروك عليك علينا le diplôme,0,0,True,0.032462623,0.9675374
الا لعنه الله على الكاذبين,1,1,True,0.98531693,0.014683068
انت عييت ما تنبح مالحقتش,1,1,True,0.99099267,0.009007335
القانون الجميع ربراب اظهرت التحقيقات متورط الفساد لازم يتعاقب اطار القانون منو مالناس,0,0,True,0.06878063,0.93121934
مانحبش نسمع 😒,0,0,True,0.13554485,0.86445516
ربي 🤨,0,0,True,0.061235193,0.9387648
خلونا الدراما والعاطفه تاكدنا بلي ربراب غالط ندافعوا علاخاطر قبايلي كقبايلي نقول بلي خان ثقتنا السنين ومايسحقش ندافعوا ثبت ادانته يعني سقوط رءوس الفساد وماتخافوش ماراهمش رايحين يسلكو السعيد وجماعته ودالته يكن ربك نسيا نهدرو بالعقل,1,1,True,0.99541926,0.004580736
anta arkhis,1,1,True,0.7105237,0.28947628
فرنسا العصاباتالجزاءريهم ارهابيه,1,1,True,0.9542089,0.04579109
وجوه الزب لي داخلين باش يقولو اكتبو اله ديرولي جام صلو النبي ياو نيك ماتكم نيك ماتكم وجوه المقله,1,1,True,0.99996233,3.7670135e-05
الدعاء استوقفتني كلمه حكمك عدل اذن الوضع تعيشه الوضع تستحقه,0,1,False,0.5420126,0.45798743
نسيت بوصبع العبيد تع بو تبون🤔,1,1,True,0.9998468,0.00015318394
اكبر سراقين في العالم,1,1,True,0.9970022,0.0029978156
اين المفر,0,0,True,0.014197024,0.98580295
ربراب هذا من فضل ربي 😁,0,0,True,0.25919315,0.7408068
خساره عليكم يالي راكم تهدرو عل القبايل ميعرفوش الدين,1,1,True,0.8518679,0.14813209
احنا الجزايرين قاعدين نكسرو بعضانا تشراك الفم,1,1,True,0.9801856,0.019814372
حياك اله استاد العربي,0,0,True,0.0009224064,0.9990776
وعلاه هربت قبل ماتطفى الناراحناكناثم في القاله ماخرجناش حتى طفاوها وخرجنا وقت المغرب والحمد لله ولاحو,0,0,True,0.015557847,0.9844422
مبروك علينا نتمنا للجزائر الترشح لكاس العالم ضمان المرتب الثالثه ❤,0,0,True,0.04208805,0.95791197
نسيت بابانا,0,0,True,0.03282801,0.96717197
هل يوجد المحل في جيجل,0,0,True,0.0032683422,0.99673164
مصطلح قهوي هو مصطلح عنصري معناه اللون البني وهو اشاره الى العرب باعتبارهم بشرتهم سمراء كل شخص يستعمله بقصد,0,0,True,0.027361663,0.9726383
كم ثمنها من فضلك,0,0,True,0.010892332,0.98910767
او 46 الف تاعي بركاو ماتسرقو رجعوها,0,0,True,0.103621446,0.8963786
ماكرون مجنون يرسل اختو تقاتل اله يلعن الظالمين,1,1,True,0.5936947,0.4063053
سبب دائما السرعه المفرطه يوو معدناش طريق افهمو طريقنا كامل امكسره,0,0,True,0.0024088512,0.99759114
الجيش والشعب لحمه واحده سليل الجيش التحرير الوطني نصيحه لكل انسان يتحدو كلمه واحده الجزاءر,0,1,False,0.40487054,0.5951295
تخفيضات,0,0,True,0.24714565,0.75285435
كلب نباح,1,1,True,0.9918567,0.008143306
اله يسلمك,0,0,True,0.01831712,0.9816829
هادي لفسو تع سيدك خطيك متنجميش,1,1,True,0.5149692,0.48503077
روح تقود كلاب فرنسا,1,1,True,0.9998945,0.00010550022
يارب لي بالي,0,0,True,0.028081635,0.97191834
السلام عليكم يا مجموعه براند المطلوب منكم تفتحوا لينا فرع ولايه الطارف شكرا,0,0,True,0.004049035,0.99595094
افضح افعال واقوال العصابات الظالمه والمفسدهتنابح وتالم كلابهم الظاله الذباب,1,1,True,0.9989801,0.0010198951
حبا الله الاحرار الشعب العظيم,0,0,True,0.041433904,0.95856607
قناه النهار مصادر موثوقه تءكد يسعد ربراب متورط هجمات سيريلانكا😂,0,1,False,0.53340256,0.46659744
يا جماعه مافهمت والوا قاستو الرجله النيف يتكلم الدين يقول المنكر الفساد حنا كامل نخافوا ربي نتقوه نتوما كامل تحبوا الغفه الطهاره املا شكون راه يكذب بنات الناس شكون راه يزني البغايا العاهرات تقولولي الشرطه الامن شكون الشرطه شكون ياخي منا علينا كامل جزايرين يحل فموا يبدا بنفسه يتقي اله ربي يهدينا يرفق بينا,1,1,True,0.83066905,0.16933095
لم تلمسها يا ادمين🤷‍♂️,0,0,True,0.32462072,0.6753793
اكبر منافق نتا هوا ربراب تاع نمي نكتونا لبلاد تناحو قاع تحاسبو قاع العداله,1,1,True,0.9985018,0.0014982224
بركاو التخلاط وشي هاذ المصطلحات الغريبه قهوي روجي وردي موفي سميو الاشخاص باسماءها وحطو الامور نصابها حبسونا هاذ لهبال,0,0,True,0.088081904,0.9119181
خاوتي انا راني مبيراطي هاج لا باجمتنخلعوش 😂,0,0,True,0.0067762015,0.9932238
مخروب,0,0,True,0.34082735,0.65917265
افضل هاتف لاكن ماذ البروسيسور,0,0,True,0.011305063,0.98869497
جي نتا حلوه يا المازده,1,1,True,0.97747916,0.02252084
استغفر الله الله يرحم معطوب الزعيم,0,0,True,0.009632079,0.99036795
نتوما اعراب اشد كفرا نفقا ربنا رب السماوات الارض نعبد الحي القيوم انتم تجهلون وتضعون الصور اشركتم بربكم انتم تعلمون لنا اله,0,0,True,0.16769567,0.83230436
عير بجايه وجيجل برك الي تدعيلهم خهه,0,0,True,0.15695883,0.8430412
akdli ela soolking 🤣,0,0,True,0.014971706,0.98502827
الكعب مود دو,1,1,True,0.99875116,0.0012488365
الغساله بقداه,0,0,True,0.029497169,0.97050285
جيبوها لفريق الوطني,0,0,True,0.05113716,0.94886285
سمحيلي مانعرفكش وجهك يربحش شغل نتاع مشاكل,1,1,True,0.99302566,0.0069743395
الكل مع محاربه الفساد والفاسدين المشكوك فيهم ولست متضامن مع ربراب ولا غيره فالمحكمه هي الفاصل,1,1,True,0.8446618,0.15533823
جامي تحنو علينا وتعطونا واحد من عندكم دارنا كل منتوجات كوندور,0,0,True,0.004317016,0.99568295
خاوتي ليعرف كيفاش تمشي تيلكموند لي في ساعه كوندور 601,0,0,True,0.0023355025,0.9976645
okay hchon ymak,1,1,True,0.9957337,0.0042663217
روح تعطش روحك راك عطشان بكري,1,1,True,0.99834263,0.0016573668
هناك عروض اخري وهل بالامكان الاستفاده العرض,0,0,True,0.0011961962,0.9988038
هاذي صناعه جزاءريه,0,0,True,0.27782172,0.7221783
نيك موك,1,1,True,0.99914014,0.0008598566
حياك0اله ياحور,0,0,True,0.32485312,0.6751469
ان الشيطان يعدكم الفقر,0,0,True,0.004600698,0.9953993
المهم ضربوهلو كيما انت,1,1,True,0.92555904,0.074440956
تخمامك كيما نتع يعطينا المنشور,1,1,True,0.9177873,0.08221269
البروبلام يقولولو استاذ فالايف,0,0,True,0.2565883,0.74341166
كيما اغتاصبوك مين كنت قاصر اومازالو يغتاصبو فيك وانتا تتلذذ,1,1,True,0.90754753,0.09245247
كلشي مبروك زكاره في عبله الرخاس لي حاكمين الجزاير,1,1,True,0.7691954,0.23080462
1830,0,0,True,0.34082735,0.65917265
تشفاو نهار لي تصورو زعما قريب ربغين واحد قع لابسين تريكو واحد يامات العيد,0,0,True,0.031681713,0.9683183
انا امين 25 سنه,0,0,True,0.020658648,0.9793413
المهم ترقبوا عوده زيت السانقو صفيه بقوه ببوشون واحد فقط تستطيع قلي خروف بشحمه ولحمه وتشتريه بثمن قهوه ومعلب في قاروره قصديره ملعونه ذبحت يدي في محاوله فاشله لفتحها من اجل قلي البطاطا على شاطئ البحر وتوكل اافريت بطعم الدم ونتا جد فرحان وسعيد في حين ربراب يضرب في الصبه بطعم عصير المقارون هو ومعه ربراب وعائله خنينف اللذين بنوا السجون ودشنوها مبكرا عن طريق خط مواصىلات سيدي محمد الحراش السريع,0,1,False,0.42263958,0.5773604
امير يماه اشرف منك يالقحبه تضلي تلحسي في الكابريات باه يعطوك مصروف يالجعانه خامجه,1,1,True,0.9996006,0.00039941072
استغفر الله واتوب اليه هذا حاب يدير الفتنه برك,1,0,False,0.06144191,0.9385581
ربراب فءنسي وحداد بريطاني واخر خبر كونيناف جنسيه سويسريه لك اله يا جزاءر,0,0,True,0.24287699,0.757123
koulchy mabrouke hagda abla taharake rpake rpake ya abla,1,1,True,0.96659845,0.03340155
نك زبي هاذي بلاد,1,1,True,0.9993799,0.0006201267
بقداه السوره تاعهم كاين في قالمه او عنابه,0,0,True,0.03869382,0.96130615
استغر الله واتوب اليك,0,0,True,0.105267614,0.89473236
يا سبي فرونسي نيكتلها الحتشون تاع يمات يماها,1,1,True,0.99975544,0.00024455786
او انت تعطيني معلومات,0,0,True,0.27607268,0.7239273
hna machi monafiqin kima ntouma ya zebi ma nseliwch besah ma 3endnach nifaq wrouh tati yedek fi zeb,1,1,True,0.98972297,0.010277033
اله يحرق طيز مك ونتا ولد حركي واش كشف تفوه علا ختك وانت اكبر منافك انت تنتمي لي اصحاب الشيته نتا مخبي السم فلعسل,1,1,True,0.99954164,0.00045835972
الفازون بمسابقه ديسمبرالماضي ستف واربح الاسبوع,0,0,True,0.26610616,0.7338939
اقلي بول البعير يل عربي الفايح,1,1,True,0.99030834,0.009691656
wtizz mok nssitha,1,1,True,0.9949686,0.005031407
انت برضايتك مديت زك,1,1,True,0.9279129,0.07208711
ايتها الافعى سامه لعنه الله عليكي الى يوم الدين,1,1,True,0.99546117,0.004538834
عيبك يا بء لبزازل,1,1,True,0.8569533,0.14304668
وعدت تجيب الاموال المنهوبه شفنا والو,0,0,True,0.0144277485,0.9855723
ربي يحفظك ويسترك من كل اذى ربي يرحم امك ان شاءالله ويغفرلها يارب العالمين امين,1,1,True,0.88700044,0.11299956
مكن صوره,0,0,True,0.012639693,0.9873603
شكون لي ماشي فاهم في جدها والو كيما انا,0,0,True,0.02054085,0.97945917
مادام القبائل مع ربراب فان ربراب مظلوم جيبو حداد لا واحد اخر تشوفو لقبايل كيفاش يبولو عليه,1,0,False,0.33203942,0.6679606
المشكل ان الدعاره في الجزائر اصبحت في كل مكان في الجامعه لا سيتي السبيطار اخطر دعاره تصرا هي في البرلمان قصر الجمهوريه راك فاهم,1,1,True,0.87821484,0.121785164
نيك سوه تاع مك يا لي راك تهدر كرهت ربك هدرتك خنزير,1,1,True,0.9998592,0.00014078617
