text,true_label,true_label_numeric,predicted_label,predicted_label_numeric,probability_positive,probability_negative,is_correct
خلقناكم شعوبا وقباءلا لتعارفوا اكرمكم اله اتقاكم,0,0,1,1,0.7984368,0.20156318,False
حتى الاشهار تبهدلو بينا عضه قولو لقمه حاله والله,0,0,1,1,0.42292187,0.5770781,False
جناح القايد قضي جناح بوتفليقه والان جناح اخر يقضي جناح القايد الفرق كنا نعرف جناح بوتاف وجناح القايد فلا نعرف الاجنحه تحكم فلو صدقنا قولكم توفيق ونزار يتحكمان فلمذا كنتم اراد القضاء عليهم بمعني وحيد انكم ترضو باي جناح ولو جناح بعوضه,0,0,1,1,0.51961666,0.48038334,False
يحب يقول فريت اوملات بالبيض البطاطا,0,0,1,1,0.58122814,0.41877186,False
azul mon frère amine besahtek houcine de tizi ouzou avec vos,0,0,1,1,0.9835771,0.016422927,False
ech3b rah 9abl bddl he mala ystehl ktar,0,0,1,1,0.3729089,0.6270911,False
نتوما مزالكم ذم بيلايك مرعوبه,0,0,1,1,0.99664056,0.003359437,False
عليها كانو الحركى بزاف في الجزائر فرنسا تقدم امتيازات بالجمله قال صحفي معترف بها🐗,0,0,1,1,0.411192,0.588808,False
راك حاس بيه كيما صرالك 😁,0,0,1,1,0.70782685,0.29217315,False
لا اتعاطف,0,0,1,1,0.5385998,0.4614002,False
اخطيكم من الدين,0,0,1,1,0.4199461,0.5800539,False
يبدا برنامج دراسه,0,0,1,1,0.4759235,0.52407646,False
aw qaderek,0,0,1,1,0.4713487,0.5286513,False
والماء يروح,0,0,1,1,0.40765953,0.59234047,False
داريخلص ربراب اخر,0,0,1,1,0.47510755,0.52489245,False
انت شخصيا,0,0,1,1,0.4822024,0.5177976,False
الترمه عمرها تبول يعني تقعد ترمه ليكوش هدا,0,0,1,1,0.82860285,0.17139715,False
فريت اوملات بالبيض 🙈,0,0,1,1,0.44192174,0.5580783,False
باي باي الجزاءر متزيدش تدخلها عمرك تبقي عسكريه جدارميه بوليسيه شنبيطيه مدنيه لي راك تحوس مزال مشفنهاش,0,0,1,1,0.5148876,0.48511243,False
متضامن معهمعنا بدونهم سنواصل النضال وسيبقي الحراك والنضال مستمرحتي تحقيق الدوله الديموقراطيه وحره,0,0,1,1,0.7764436,0.2235564,False
صحي يابنت يابنت الحلال غي البارح كنت تسبي الدوله نسيتي قلتي راجل وراه شاد المبدء نتاعو,0,0,1,1,0.8718498,0.12815022,False
بكل توفيق لي مجمع سفتال,0,0,1,1,0.49688986,0.5031102,False
احكيلنا علـي الزلزال الا السبب تاعو تبون ولالا 🙄😒,0,0,1,1,0.90217274,0.097827256,False
حنا نشريو هواتف او تفسد هما راهم يكرموا بعضاهم,0,0,1,1,0.3970562,0.6029438,False
الفاهم يفهم,0,0,1,1,0.71354264,0.28645736,False
your one of them tsem3ili bondo9ia,0,0,1,1,0.8157592,0.18424082,False
اعلان الحرب ربراب وتوفيق وكونيناف بمثابه اعلان الحرب فرنسا,0,0,1,1,0.608821,0.39117903,False
basah ljinsiya lbritaniya mliha 😛,0,0,1,1,0.36980873,0.63019127,False
البوليس تقولولو الرزق ربي كي حبسو ربراب خفتو الرزق تاعكم الشيء قعدنا الذل لحد,0,0,1,1,0.9322751,0.06772488,False
wallahe ila 3ib ar ndam fasid,0,0,1,1,0.9209505,0.07904953,False
وزير كوكب اليابان,0,0,1,1,0.4165306,0.5834694,False
حاجه فوور سبقتك وشريتو قبل الويكاند,0,0,1,1,0.57814324,0.42185676,False
السكر غالي يا ربراب,0,0,1,1,0.7343125,0.26568753,False
machi nta hadek 😂,0,0,1,1,0.38575494,0.61424506,False
هذا هو رقمي ساتشرف جدا باتصالكم,0,0,1,1,0.6173853,0.38261467,False
ولله مارانيش حابسين يا هما يا حنا,0,0,1,1,0.6901028,0.30989718,False
كنت رقم السحب الاول لقيت روحي القاءمه النهاءيه,0,0,1,1,0.71022946,0.28977054,False
خاوتي لاباج هادي تاع المخبرت اخطاكم,0,0,1,1,0.58421886,0.41578114,False
ولي يعدم الزنوج ويغلق المساجد💜,0,0,1,1,0.8191409,0.18085909,False
نخاف اجاري لعزيز يجي نهار تبغي الطبع تبقاهم كملوا,0,0,1,1,0.97865903,0.021340966,False
قريب امنتك ها,0,0,1,1,0.3974432,0.6025568,False
