texte,vrai_label,label_predit,est_correct,probabilite_positive
عبلويه 10😵,1,0,False,0.12464489787817001
سحب الجنسيه الجزاءريه منهم واله مسءلين حمير,1,0,False,0.2611185610294342
الشعب قال له نريد رب الدزاير في الحراش,1,0,False,0.027581945061683655
نرجعو لمقوله ديدين فوك المروك ومحمد السيس نهار دار غنيه تع فوك لافرونس بلاتوني تع البياسجي,1,0,False,0.05035146325826645
خليو العداله تحكم واش يكون ربراب هذا ملاك معلابلناش,1,0,False,0.47082364559173584
راك دير فالفتنه اوماتربح صبعي الوصطاني تقعد عليه,1,0,False,0.21942290663719177
السبب تع هادو قاع ربراب هو لي زاد في السردين او السيارات هو العصابه تع قاع المنتوجات كشيريست,1,0,False,0.3533795177936554
صحا قوادتك,1,0,False,0.4616987705230713
ال تحلب ولا يهدر معطوب,1,0,False,0.22736048698425293
🖕🏻,1,0,False,0.4422975778579712
اسوء سياسه لجلب التفاعل سياسه الحملات الانتخابيه الجزاءريه,1,0,False,0.02921602874994278
نعلم انك حثاله السلاله سلاله زيط زيط زيط زيط,1,0,False,0.035727377980947495
سيريسلي لي يلبسو لاكوسط لاريني اعطيه غنيه نتاع بيلو يعطيك ختو نورمال,1,0,False,0.3411102592945099
wallah ma andek 3lamn tahachmi zayla,1,0,False,0.08840800076723099
روحنا لتصنيع السيارات ليس خدمه للمواطن بل مخططات العصابه للسرقه كما العاده,1,0,False,0.0532204806804657
نكفر بيهم,1,0,False,0.07446087896823883
مالا حبسو حتى نتوما من تقديس ربراب 😕 بسبابكم درتونا التشتيت على باقي المطالب,1,0,False,0.10247110575437546
عفن السلام,1,0,False,0.06145478039979935
الرئيس وحيد لفات سلال في تهريج,1,0,False,0.03264559432864189
حثاله المجتمع,1,0,False,0.12939275801181793
صحا عليك امير دبلوم ان شاء الله يكون فال خير عليك مزيد من التعريه للنظام بدون رحمه,1,0,False,0.20640723407268524
بصحتكم انتها الحراك مبروك لعصابه سوفه يطلق سراح ربراب لاكن مبروك لعصابه والسب الملال,1,0,False,0.09322881698608398
هادي لباج تعي وناسها صح يعيو يعرفو دين لعقيله,1,0,False,0.3535802364349365
الشعب ما عادش يتكل على الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,0,False,0.09049544483423233
مبروك علينا يا امير هكدا العصابه تحكملك الختان,1,0,False,0.1764446645975113
في سبيل التذكير فان ربراب قام باستوراد الحديد المشع من اكرانيا حيث بعد حادثه تشرنوبيل النوويه قامت اكرانيا بدفع اموال من اجل التخلص من الحديد المشع ربراب قام باحضاره بيعه للجزائريين هذا ما يفسر الارتفاع الكبير في عدد المصابين بالامراض السرطانيه كذلك الكثير من الامراض التي لم يستطع الاطباء تشخيصها نسال المولى عز جل ان يعاملك بعدله,1,0,False,0.25319936871528625
الاخرار لو كنت بالفعل حر لكنت تناضل من الداخل,1,0,False,0.414310485124588
nktha,1,0,False,0.4527199864387512
بالله عليكم هل يستحق ربراب الدفاع عليه وكل هذا التهريج حتى ملال شرفطها كاتشوب بنعناع والله سماطه شركه ولديها محامين ومحاسبين ويحاسب باسم القانون راه في التحقيق راه قادر على روحو نترك العداله اذا مادار حتى حاجه راه برئ من التهم البلاد ونديرو راينا تحيا الجزائر,1,0,False,0.07534833997488022
هاا راك كبير,1,0,False,0.481045663356781
الاءمه خرج فيهم الدجال لاتبعوه,1,0,False,0.23673014342784882
مام انت كيمي هوا علاش غاضك,1,0,False,0.2380375862121582
رجال يكسبو ومنقش يحسبو دزير عندها وميخصهاش,1,0,False,0.37295082211494446
مكنش موقع اباحي مدخلوش,1,0,False,0.03269089013338089
خرجنا من اجل البلد ليس من اجل الشهريه ربراب لي دار يخلص يتحاسبو فاع قبايل عرب شاويه بني مزاب عودو الى رشدكم ضعو مصلحه البلاد قبل مصالحكم ليس على هذا ما بدا الحراك خرج الشعب يوم فيفري قوتنا في وحدتنا لا تدعو العصابه تفرقكم الحراك بريئ من الخبزيست,1,0,False,0.1395619958639145
البيض 🤮😭,1,0,False,0.06496550142765045
سينيالت ومدرت والو 🤣,1,0,False,0.12773942947387695
قديمه,1,0,False,0.022964758798480034
هي صحيح رزقهم على الله بصح بنادم يخمم شويه كي تجيب اولاد ومتقدرش توفرلهم ظروف معيشيه غي خليهم داخل خصيتك😂,1,0,False,0.050576161593198776
اتمنا اله يموت الموعد,1,0,False,0.22448918223381042
انا مانيش فاهم كيفاه تبعوا هاذ ال بغ الح ما تاع ديزاد قالك عندو شهاده صحفي ومعترف بها في الاتحاد الاوروبي حتى وان سلمنا جدلا ان الامر حقيقه فيقوا ايها المب رد عون كيف حصل عليها الم يتحصل عليها من رن سا المج رم العد وه الاولى للجزائر يين هنا تفهم كل شيء وتدرك تمام الادراك ان امير ديزاد عم يل لديهم وهو مجرد بي دق عندهم يضربون به امننا وامتنا لن ترضى عنك اليهود والنصارى حتى تتبع ملتهم فيق يا اب ريق,1,0,False,0.027608036994934082
بروبلام والله ما فيهم بروبلام فالشعب لي يتفرجهم ومطلعلهم شانهم بلي vu لوكان حتى واحد مراه سمع بهم منعرفوش قاع فيقوره كيما هدو,1,0,False,0.02394331619143486
نعلم انك حثاله من نفس السلاله سلاله زيط زيط زيط زيط,1,0,False,0.07669581472873688
الله يبارك عبله 🤪😁شهاده معترف بها دوليا موتوا بغيضكم يا 💩 دوله مدنيه ماشي عسكريه دياراس مخابرات ارهابيه الماده السلطه للشعب,1,0,False,0.3094783127307892
واله ايران الوحيد النهوض بالدوله الفارسيه وما التشيع والاسلام كل طاقيه ولو حدث لعادو عباده النار كانو الفتح,1,0,False,0.016639992594718933
بوتفليقه قبل التحلاب,1,0,False,0.031979870051145554
niveau ème année primaire allah ghalb 😂 frite omlets bl البيض 🤮😭,1,0,False,0.4271765351295471
wali darya lahram 🔪,1,0,False,0.015870170667767525
يكفي بهلولا لتصبح مشهورا,1,0,False,0.013095652684569359
na3lato elah alyk,1,0,False,0.036692727357149124
viva usma aljeri ❤️🖤 aw r🫡 ta3ti bik bl memes wala wach ismoh yana9ch,1,0,False,0.24385198950767517
الله لا يربحهم,1,0,False,0.04531029611825943
لس كلام امرءه جزايريه مؤدبه ولو كنتي تحكي الحقيقه لا احد من ابناء الفامليه يستطيع تتبع كلامك الغير المؤدب,1,0,False,0.3377417027950287
اخمج فندق في العالم,1,0,False,0.44195055961608887
islamya matchi zwafia,1,0,False,0.4183812141418457
1ايسكوبار عندو مشاريع كتر ربراب ايسكوبار وحدو سكن نص كولومبيا تسمي ايسكوبار مليح لي غلط يتحاسب شكرا,1,0,False,0.26908934116363525
شكون هادو اسبي,1,0,False,0.1934904158115387
la ilha ila allah matoub rasoul allah,1,0,False,0.08393529057502747
بالمختصر المفيد لازم,1,0,False,0.02375240996479988
العبيد يرون الحر اله,1,0,False,0.2129681259393692
راني مستغرب والله قاع واش راه يصرى فالعالم وواحد متخلف كيما نتا مازال يميز بين القبايل والعرب شوف ناس وين وصلو وشوف نتا وين راك😗,1,0,False,0.4615693688392639
مستوي رابعه,1,0,False,0.13457117974758148
تمنقيش,1,0,False,0.28552430868148804
الجزائر فرنسيه فاشهدوا فاشهدوا فاشهدوا,1,0,False,0.04917970672249794
مطاطيطك,1,0,False,0.013800887390971184
matoub radiya 3anhoo ❤️,1,0,False,0.06815731525421143
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين اما الاجنحه ان كانت عداله ذو مصداقيه سيصلون اليهم,1,0,False,0.05627017095685005
اكدلي على دوري المنحرفين,1,0,False,0.23813404142856598
سمحلي بصح مش فاهم واش كس خروك منو باه جبت تخمام كي هذا🐫🔪,1,0,False,0.3850022554397583
اقتلوهم يتكاثرو,1,0,False,0.30309969186782837
حبينا تبداو بالعصابه ماشي بربراب هذا فيم هندي بركاوكم رانا فايقين بيكم,1,0,False,0.07638685405254364
من نيتك مزال كاين واحد يسيبورتي حيوانات التناطح في ال 20,1,0,False,0.04973111301660538
يارب اعطينا زلزال 12علا سلم ريشتر نروحو قاع حسبي اله ونعم الوكيل,1,0,False,0.02269052341580391
تموت بلقنطه,1,0,False,0.13458289206027985
smhli bsh g3rtha 😢,1,0,False,0.2801937162876129
😑👎,1,0,False,0.4422975778579712
لست ربراب حداد,1,0,False,0.02616267465054989
نسيت القايد بقره الاركان,1,0,False,0.42675694823265076
انا صراحه كنت اتابع هذه المخلوقه ظنا مني انها جزائريه فحله حره لكني اكتشفت انها جاهله وغير واعيه همها محاربه المعارضه وخاصه زيتوت وامير ديزاد ورشاد والتيار الاسلامي وتقسيم الحراك كانت ابواب القنصليه تغلق في وجهها ثم اصبح القنصل يستقبلها في اي لحظه لتتلقى الاوامر لضرب الحراك والتحدث بطريقه بذيئه عن امير دي زاد بزعم انه طعاي وامه حقبه وتحلم ان يرد عليها امير فتشتهر لكن امير اشرف منها ولم يرد عليها وعلى تفاهاتها وقخوبيتها فعلا لقد صارت ممله وتافهه ووجه شر وتهدد امير بان تذهب اليه لتضربه الا يوجد احرار لايقاف هذه الخامجه اللقيطه عند حدها,1,0,False,0.12036532908678055
انا مانيش فاهم كيفاه تبعوا هاذ ال بغ الح ما تاع ديزادقالك عندو شهاده صحفي ومعترف بها في الاتحاد الاوروبيحتى وان سلمنا جدلا ان الامر حقيقهفيقوا ايها المب رد عونكيف حصل عليهاالم يتحصل عليها من رن سا المج رم العد وه الاولى للجزائر يينهنا تفهم كل شيء وتدرك تمام الادراك ان امير ديزاد عم يل لديهم وهو مجرد بي دق عندهم يضربون به امننا وامتنالن ترضى عنك اليهود والنصارى حتى تتبع ملتهمفيق يا اب ريق,1,0,False,0.04910631105303764
لكان البنك يطيني القرض عطاتو لربراب ندير العجب فالبلاد كاش مدنا عندو بالعكس,1,0,False,0.25641268491744995
7🤣,1,0,False,0.4422975778579712
ال 106 تحلب وولا يهدر على معطوب,1,0,False,0.40612083673477173
السفيه يقرى ما فيه,1,0,False,0.01914827898144722
عاود لحساب مقريتش رياضيات,1,0,False,0.023867545649409294
تحير شعب يطلب يحاسب ناس يطلب ناس تحاسبش فرزو رواحكم ربراب ادا دار والو قادر علء شقاه مايقدر يتوشيه وادا دار لازم يتحاسب,1,0,False,0.09014955163002014
ربي يحفظابناء الجيش الوطني الشعبي وربي ينصرنا على ابناء الجزائر,1,0,False,0.42838722467422485
ايا لابوبال 😹,1,0,False,0.08839188516139984
ان اراد الاستمرار في الحكم فعليه ان يطيع اسياده الفرنسيين والجزائر مجرد حديقه خلفيه للفرنسيين لانهم هم من يديرون خيوط اللعبه السياسيه في الجزاءراما الثبون فهو بيدق في اياديهم ليس الا,1,0,False,0.43633365631103516
سمن هز الصحه الجرثومه,1,0,False,0.009869184345006943
ماتزيدش ربنا حتى انت لواحد راح يطرطقله عرق في بلاد,1,0,False,0.2246507704257965
احتكار زيت سكر اكثر افتعال ازمه يزيد هامش ربح المال رغم اعفاء,1,0,False,0.18642227351665497
حكومه فاشله همها الوحيد الانتخبات والتحضير الى الانتخبات,1,0,False,0.05353357642889023
الله يعميكم على الجزائر,1,0,False,0.0380730964243412
المشكل ان الامور من سيئ الى اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل وين راهي الدوله,1,0,False,0.01586349867284298
ennahar nta3 nemi hadi jamais nefat ghir tbahdel fina,1,0,False,0.2484305202960968
3lesh denya hadi ghir drahem ya mkhloin sah ki tkon rajel tkhaf reb,1,0,False,0.36117950081825256
حداد ربراب كونيناف استقدام الاسماء يصبح سجن الحراش اغلي باريس مانشستر سيتي,1,0,False,0.3524841070175171
لي سيبورتيو المناطق الناءيه ماشي كعب😂,1,0,False,0.02391153573989868
حبيبنا انت مرب نعبد ربي الي خلقني نعبد فري فاير مريض,1,0,False,0.4550936222076416
بصح نسيت بلي اسراءيل لي يمد السلاح لصهاينه لي عندو ملفات تءكد يغتصب الاطفال,1,0,False,0.029548656195402145
عادي شعب راضي بالذل😂 ساكت 🤐 يشتكي كالهجاله الا في الفيسبوك 🤣 ينتظر الا في الجمعه فقط لكي يناضل من الضهر الى العصر😍 بغناء لوحات جميله ملونه بشعارات فنيه لطيفه 🤗,1,0,False,0.36237624287605286
علاش كي تجي نسي عجرم تغنيلك انت حبيبي تيمقاد نص ساعه تعطيلها 4ملاير يطحاحنه,1,0,False,0.43702253699302673
ياك واذا فيك قيم الرجوله اراوح للعاصمه مع الزاوف للحراك,1,0,False,0.02254333347082138
ih wach dakhalk,1,0,False,0.0925404280424118
دواسا فارغين زوبعه في فنجان جريقه لابتزاز الاحرار,1,0,False,0.14537560939788818
🙂😉,1,0,False,0.4422975778579712
قلتلكم بطاطا خشينه,1,0,False,0.01460928563028574
لا تدعم مافيا الحواجز المزيفه,1,0,False,0.24389459192752838
يقصف يبالي,1,0,False,0.018260149285197258
رحت نشري قرعه خل حضني مول الحانوت وقالي هاي عندي وبلغ السلام لخاوه حسيت روحي لابوانت اله يرحموا,1,0,False,0.06747590750455856
اه خطونا,1,0,False,0.018195394426584244
bditou fl 3onsoriya wl fitena,1,0,False,0.04636416584253311
لقبايل رجاله عليكم تحيا القبايل,1,0,False,0.06462158262729645
💚❤,1,0,False,0.4422975778579712
وناك القضيه الفلسطينيه,1,0,False,0.03712112456560135
ربي يحفظك في مركز حفظ الجثث,1,0,False,0.2136293351650238
حكمتهم خريه😐😰😫,1,0,False,0.055195797234773636
رد ديبلوماسي رجل بقلب ابيض كبنفليس بدا بنقد شتم لانه فاشل رجل فاشل الرءاسيات رشح,1,0,False,0.4350314438343048
وايدكم فييه 🖕😂,1,0,False,0.035050369799137115
المهم لزم تكون 106,1,0,False,0.07455291599035263
هاذوك الباديسيون النوفمبريين اللي كانو يقولو راح يبدلو الفرنسيه بالانجليزيه وين راهم هاذوك لي قالو راح يفتحوا استراد السيارات الاوروبيه اين انتم لي قالو الاورو هبط لانه عمله فرنسا اين انتم قلنالكم البلاد متمشيش بالشعارات الخطابات البلاد تمشي بالقوانين بالتخطيط المحكم البلد تمشي بالمنطق بالدراسات بالمخططات بالنظام البلد تمشي بالشفافيه البلاد تمشي ببرلمان حقيقي يمثل الشعب البلد تمشي بوضع الرجل المناسب في المكان المناسب مشي فوضى المشكله انهم نفسهم يصدقون شعار المنجل تبا لكم متى تستيقظون ايها اللحاسين المبردعين الحراك مستمر,1,0,False,0.28515663743019104
reh chef li,1,0,False,0.06627220660448074
دليل انك متخافش على جزايريين شرق كامل وبعض ولايات الوسط زلزله انت تقولي تبونن,1,0,False,0.22582517564296722
هدو مرخص مزوج بيكم ربراب القنون الجميع,1,0,False,0.1880934089422226
كلشي مبروك وعقابهم جيسكوبو,1,0,False,0.02867443487048149
par contre na7i hedik teswira te3 siyadek المتصدر ⚪🔴,1,0,False,0.07965856045484543
تاكدوا ان صاحب الصفحه لا يتقن اللغات الاجنبيه مجرد ناس عقولهم فارغه يضحكون على ناس فاقتهم مستوى في اشياء كذلك الناس التي تضحك ارونا شطارتكم في اللغات 👌 او اغلقوا افواهكم,1,0,False,0.35326096415519714
ان شاء الله تقومو بتلبيه الطلب,1,0,False,0.03531792759895325
نورمالمو حنا امازيغ ولكن هنالك بعض منهم زوافه يشيتو لفرنسا البعض الاخخر لي هوما حنا ما حناش زوافه ماناش عرب لان العربيين اتفقو قالو اننا لسنا عرب 😕,1,0,False,0.21949413418769836
مسيره ربراب اتفها الفكره,1,0,False,0.015854470431804657
minute teeri 3la rabna la deen la akhlak fi 91 kountou jonoud and sidkoum nazar achabouha,1,0,False,0.10364498198032379
عاجل ربراب يتهم الجنرال توفيق هكذا عنون موقع الجزائر الخبر الذي نشره اليوم لكن تم حذف الخبر او اخفاء التفاصيل مع ذلك لا باس ان نذكر لكم بعض ما ذكره ربراب في هذا الاعتراف من بين ما اعترف به ربراب 🔴 انه مسير لشركه سيفيتال فقط مقابل نسبه من الارباح لا تتعدى خمسه ثلاثون بالمائه كما ان كل ما قام به كان بامر المالك الاصلي للشركه بتوجيه منه خاصه ما تعلق بتمويل حركه الماك الانفصاليه بالاموال للعلم يوجد تسجيل فيديو لابن المجاهد عبد الرحمن ميره صرح فيه ضمنيا بان ربراب هو من يقوم بتمويل حركه الماك الانفصاليه كما ذكر ربراب ان كل ما قام به بخصوص التمويل للاذرع الاعلاميه توجهاتها كان بامر من الجنرال الخائن قد اكد ان الجنرال الخائن هو من امره بشراء قناه المغاربيه منذ سنوات من عند ابن المرحوم عباس مدني توجيه خطها الاعلامي لما يتماشى مصلحه الجنرال الخائن توفيق كذلك فيما يخص الاحزاب السياسيه علاقته بكل من لويزه حنون كريم طابو حزب الارسيدي المحامي ايت العربي عسول بوشاشي جيلالي سفيان تمويل حركه مواطنه جميع الطفيليات السياسيه التي ظهرت مؤخرا كانت بالتنسيق مع فغنسا بامر مباشر من الجنرال الخائن المالك الفعلي لشركه سيفيتال كما ذكر السيد ربراب هذه نقطه مهمه انه هو الداعم للكثير من الوجوه المعارضه في الخارج قد ذكر في هذا السياق نقطه مهمه هي ان اغلب المعارضين الجزائريين لا نقول الكل بل الاغلبيه عندما يذهبون الى تونس لتمضيه العطله يقوم الجنرال توفيق بارسال سيارات خاصه لتدخلهم الى الجزائر بدون المرور على نقاط المراقبه الحدوديه ذلك حتى يبقوا يتمتعوا بصفه اللجوء وفي نفس الوقت هم مع الخائن توفيق المهم هذا موضوع للمتابعه سنوافيكم بالتطورات في حينها ان شاء الله بقلم رشيدي خالد,1,0,False,0.39707866311073303
لاشك عمل كمشه الجنرالات,1,0,False,0.08924122154712677
😂😁,1,0,False,0.4422975778579712
الف مبروك 🎉🎊الليله يرقدو مقنوطين ✌🇩🇿,1,0,False,0.04207869619131088
ماعندهمش لادال اح,1,0,False,0.4030902087688446
رجال يبعثون بناتهم تموت الغناء والرقص الشباب اليالي وبعدها يقولون مسلمون اليس ثمه خل,1,0,False,0.49827978014945984
الزيت مفقود والزيتوت موجود ايا اهبط نقلو فيك البوراك والزلابيه لرمضان والصامصه للعيد ها زيتوت راك خرفت وشرفت وتخرشفت قاع رانا كونتر السيستام بصح نتا قرعتها غير الشعبويه لا مشروع سياسي لا خطه تقدميه والو تظل تبين للناس بلي لبلاد خرا وعايشين فالخرا ايه علابالنا ايه اومبعد تبون طلع بالتزوير ايه اومبعد حكم العسكر ايه اومبعد دير كيما سيدك رشيد نكاز هبط للدزاير وراو يقاوم بالعقل والدليل وعندو مشروع سياسي اصلاحي ونتا واش عندك غير النعيق كي لغراب ياشكوبي عروبي طاحت في يدو التكنولوجيا ولقا اللي يسمعلو للاسف ملخر روح تخرا,1,0,False,0.2693120837211609
يا ال🖕بي عنكم حساسيه من مولوديه ربي يجيب الشفا,1,0,False,0.14011695981025696
الف مبروك خونا امير ديما عقابهم ولاد لحرام,1,0,False,0.21804262697696686
