texte,vrai_label,label_predit,est_correct,score_decision,probabilite_haine,probabilite_non_haine
ااه اكبر يسعد ربراب,0,1,False,0.030512982625189977,0.5076276538599027,0.4923723461400973
يستهل انسان صادق,0,1,False,0.48345433040453556,0.6185632321430027,0.3814367678569973
ça va chwia frr 😆,0,1,False,0.3101122653630377,0.5769126635971407,0.42308733640285934
sidi rayak nahtarmoh aya 9oli tsupporté,0,1,False,0.3945058378545301,0.5973669158249815,0.40263308417501853
استقلال مختطف فيق شعب,0,1,False,3.0020279215616785,0.9526656575079434,0.04733434249205659
stfuمثقفين لودو are here,0,1,False,0.491403393571754,0.6204369802344675,0.3795630197655325
لاشكر علي واجب,0,1,False,0.36784795838010853,0.5909388671372104,0.40906113286278956
ربي يهدي,0,1,False,1.1567775720963684,0.7607466898973976,0.23925331010260242
القبائل خوتنا ❤️,0,1,False,0.004374413559581958,0.501093601646012,0.498906398353988
ناس ماتحبش الشيء,0,1,False,0.7421899016897385,0.6774745417117525,0.3225254582882475
نحبوا مولوديا وعايشين زوعاما,0,1,False,0.3343612168051048,0.5828201481510463,0.4171798518489537
نضن خلي مكالاه نضن الرعيان,0,1,False,0.046772241655235025,0.5116909291936288,0.4883090708063712
سنوات الاخيره,0,1,False,0.7472581114888651,0.6785809621087856,0.3214190378912144
سندويش فريط املاط نص طياب,0,1,False,0.21219312278228292,0.5528501272092102,0.44714987279078977
يتذكر كلام رخيس الجزاير الكوكاين وعوده العصابه ستحاسب,0,1,False,0.42385365101538386,0.6044050259717799,0.3955949740282201
خلي السكطمبري العثروس ودنين الطاروس يرقد الحيبوسه اسكت توقظه,0,1,False,0.16542863395410012,0.5412630987087993,0.4587369012912007
الموهبه الجزاءريه بف اختك صاحب المقال ستمثل توم كرموز براد بيت وقح,0,1,False,0.6334649849858554,0.6532747213223872,0.3467252786776128
دالتك روحك,0,1,False,0.6270877618130865,0.6518288281144557,0.34817117188554425
يقعدو بلاد اازمان,0,1,False,0.3275932136893118,0.5811736536832802,0.4188263463167198
خلي السكطمبري العثروس ودنين الطاروس يرقد الحيبوسه اسكت توقظه,0,1,False,0.16542863395410012,0.5412630987087993,0.4587369012912007
الفرج منك اله,0,1,False,0.09060020177775918,0.5226345697684516,0.4773654302315484
العصابه غرقت الوحل طرش,0,1,False,0.30294020685708056,0.5751611170136579,0.4248388829863421
نرجو منك ترسل رقمك الهاتفي واسمك,0,1,False,0.3504099659580071,0.5867169910626513,0.4132830089373487
جيبو السوارد سرقوهم اويحي سلال سلكوهم ابنيو بيهم 20 سبيطار يفضالو اشريو بيهم طائره يفضالو,0,1,False,0.5096165716749411,0.624716585617841,0.37528341438215895
شهاده تعادل الماستر دوره تكوينيه هزيله سمانه تورنوا مابين الاحياء ماتسمحلكش تغطيها تتخايل,0,1,False,0.40005723887497535,0.5987014122895523,0.4012985877104477
نضن خلي مكالاه نضن الرعيان,0,1,False,0.046772241655235025,0.5116909291936288,0.4883090708063712
كون زدت محمد صلاح,0,1,False,0.6855845000455808,0.6649839580522808,0.33501604194771917
kho cava,0,1,False,0.19606724600401892,0.548860385963865,0.451139614036135
ملخر حق,0,1,False,0.43294978313884347,0.6065778289850003,0.39342217101499966
اصلك امازيغي,0,1,False,0.27120479988460966,0.5673886576381466,0.4326113423618534
نحى فلسطين دار اسرائيل💔☹,0,1,False,0.6693034454886652,0.6613471714531562,0.33865282854684375
peur parce hadou houma vrais hommes algérie hadou houma vont laisser algérie tache3ale naree principes hadou nasse andehoum algérie damhoum machi wellad franca rabi makoum nechallah régulariser nechallah kane chabe souviens très bien cette époque 👍vive algér,0,1,False,0.03961094804958365,0.5099014424102071,0.4900985575897929
تبون,0,1,False,0.722784171371608,0.6732198156983561,0.3267801843016439
احح بردتلي قلبي,0,1,False,0.1161793004377985,0.5290121994541115,0.4709878005458885
فريط اوملات ببيض 😂,0,1,False,1.6007855253960686,0.8321281445100756,0.16787185548992445
ستندمون زمن القايد صالح رحمه اله,0,1,False,0.24565827392511108,0.5611075672378223,0.4388924327621777
الاصل يكتب جيقا ذاكره داخليه حره بغض النضر مساحه النظام اخي مثال المنتوجات المنافسه,0,1,False,0.28834864465659704,0.5715918058231704,0.4284081941768296
الشعب خاصتو,0,1,False,0.04185992807554345,0.5104634541780858,0.4895365458219142
قالك معطوب الاه,0,1,False,2.226468084965561,0.9026013018309387,0.09739869816906133
خلقناكم شعوبا وقباءلا لتعارفوا اكرمكم اله اتقاكم,0,1,False,0.03126532313154773,0.5078156941265353,0.49218430587346473
جناح القايد قضي جناح بوتفليقه والان جناح يقضي جناح القايد الفرق كنا نعرف جناح بوتاف وجناح القايد نعرف الاجنحه تحكم فلو صدقنا قولكم توفيق ونزار يتحكمان فلمذا كنتم اراد القضاء بمعني وحيد انكم ترضو باي جناح جناح بعوضه,0,1,False,0.6034437162060015,0.646443778448837,0.35355622155116295
ech3b 9abl bddl he mala ystehl ktar,0,1,False,0.6807602298983774,0.6639083517143287,0.3360916482856713
مزالكم ذم بيلايك مرعوبه,0,1,False,0.2648344646694021,0.5658243367446831,0.43417566325531687
70 طن 63 راها,0,1,False,0.29963978467449703,0.5743544568209353,0.42564554317906467
nas nas,0,1,False,0.13374046905369702,0.5333853697706408,0.46661463022935923
حيا اله احرار تيزي وزو,0,1,False,0.11690372686874906,0.5291926925051789,0.47080730749482114
الاصل عندما يكتب جيفا ذاكره داخليه حره بغض النضر مساحه النظام اخي مثال المنتوجات المنافسه,0,1,False,0.6243780459598723,0.6512136107701952,0.34878638922980476
تبون الجيش يخرجش لمالي بامر ماكرونااو طبطب,0,1,False,0.10020145967691474,0.5250294264424401,0.4749705735575599
الترمه عمرها تبول تقعد ترمه ليكوش هدا,0,1,False,0.675982378502125,0.6628414168525147,0.33715858314748526
الجيش ولد الشعب ادرها,0,1,False,0.13297683265803217,0.5331953069715255,0.4668046930284745
الشعب خاصتوو 😂,0,1,False,0.04185992807554345,0.5104634541780858,0.4895365458219142
مقستهاش,0,1,False,0.3195547425964228,0.5792157356765032,0.4207842643234968
حسبيا اله ونعم الوكيل,0,1,False,0.28672499013086394,0.5711941679147683,0.4288058320852317
حسبيا الله ونعم الوكيل,0,1,False,0.214412828931498,0.5533987892157017,0.44660121078429826
القائمه راكم نشرتوها الجوائز بان والو قولولنا واين نستلموهم,0,1,False,0.19279663852920764,0.548050413424291,0.45194958657570905
الفاهم يفهم,0,1,False,1.488194041845615,0.8158070534033182,0.18419294659668184
لفاندوفسكي برجلو مركا دقايق وهادو دقيقه مركاوش,0,1,False,1.1378727120002612,0.7572888523006567,0.24271114769934332
rä mï aya tsm3 lekhra,0,1,False,0.3945058378545301,0.5973669158249815,0.40263308417501853
الجزاءر فرنسا,0,1,False,0.1397401651263565,0.534878303114084,0.465121696885916
رقمي ساتشرف جدا باتصالكم,0,1,False,0.10453174036961349,0.5261091651011115,0.4738908348988885
قريب امنتك,0,1,False,0.3687400584228874,0.5911544970821656,0.4088455029178344
