texte,vrai_label,vrai_label_numerique,label_predit,label_predit_numerique,probabilite_positive,probabilite_negative,est_correct
واش دخلكم فربراب تعرف دواخل ديالو,0,0,1,1,0.8929236,0.10707641,False
خلي السكطمبري العثروس ودنين الطاروس يرقد على الحيبوسه اسكت لا توقظه,0,0,1,1,0.9873245,0.012675524,False
ضك يجو يتعرقو عليك واش داك تخرب,0,0,1,1,0.9322215,0.06777853,False
الموهبه الجزاءريه بف اختك يا صاحب المقال ستمثل توم كرموز براد بيت يا وقح,0,0,1,1,0.99738556,0.0026144385,False
خطيك,0,0,1,1,0.6890849,0.3109151,False
القبايل احرار ولن يخدعهم الزوافين وعبده ربراب,0,0,1,1,0.98152244,0.01847756,False
خلي السكطمبري العثروس ودنين الطاروس يرقد الحيبوسه اسكت توقظه,0,0,1,1,0.97818315,0.02181685,False
مبروك خونا امير لعقوبه لمزيد النجاحات ستصعق النخبه المزعومه,0,0,1,1,0.6135534,0.3864466,False
وعلاه نورمال ولد فرانسا ولد دزاير المهم عاد يقبض لعصا يخي كي تخلط يجيبو ولاد الشرق,0,0,1,1,0.9847303,0.015269697,False
ليحب تحب تشيع تهدر مولوديه,0,0,1,1,0.9706241,0.02937591,False
نضن خلي مكالاه نضن الرعيان,0,0,1,1,0.75800246,0.24199754,False
ونقطاع لاماء,0,0,1,1,0.84419066,0.15580934,False
قالك صحافي العجب السنه الرابعه ابتداءي,0,0,1,1,0.95750344,0.042496562,False
wach bik m3a leqabayel ma lqitch la wach thdr,0,0,1,1,0.9742177,0.025782287,False
متستحييل,0,0,1,1,0.8554677,0.14453232,False
المنحه راهم يديو اصحاب البطون المنتفخه,0,0,1,1,0.9788367,0.021163285,False
peur parce ce que hadou houma les vrais hommes de algérie hadou houma ils vont pas laisser algérie tache3ale fiha naree il sont des principes hadou nasse andehoum algérie fi damhoum machi wellad franca rabi makoum nechallah vous serez régulariser nechallah vous étiez la qui kane chabe fi hala je me souviens très bien de cette époque 👍vive algér,0,0,1,1,0.84574604,0.15425396,False
عندك حق الله تتعذب تعذب اولادك معاك,0,0,1,1,0.8624154,0.13758463,False
wenta rak dayer chdayer howa,0,0,1,1,0.9574999,0.04250008,False
الاغتصاب في مراكز الامن هاده بدايه الانهيار,0,0,1,1,0.9344877,0.0655123,False
حتى الاشهار تبهدلو بينا عضه قولو لقمه حاله والله,0,0,1,1,0.9407957,0.05920428,False
ech3b rah 9abl bddl he mala ystehl ktar,0,0,1,1,0.958774,0.04122603,False
عليها كانو الحركى بزاف في الجزائر فرنسا تقدم امتيازات بالجمله قال صحفي معترف بها🐗,0,0,1,1,0.99175316,0.008246839,False
القباءل ربراب الشاويه القايد خلي نديرو حرب,0,0,1,1,0.989521,0.010478973,False
🖕لاي ابوناهم,0,0,1,1,0.77252865,0.22747135,False
aw qaderek,0,0,1,1,0.8696179,0.13038212,False
الترمه عمرها تبول يعني تقعد ترمه ليكوش هدا,0,0,1,1,0.9961365,0.0038635135,False
حاجه تاع تبهليل داخل عمك الطرطور,0,0,1,1,0.7986508,0.2013492,False
impossibl,0,0,1,1,0.68107945,0.31892055,False
انطلقوا ايها الغاضبون انه يشتم الهتنا 😂,0,0,1,1,0.682911,0.31708902,False
ribondi 3alya brv omlyy😉,0,0,1,1,0.8864402,0.11355978,False
rä mï aya tsm3 lekhra,0,0,1,1,0.99059266,0.0094073415,False
خلطي جلطي حرزي تزعطي,0,0,1,1,0.9711477,0.028852284,False
wallahe ila 3ib ar ndam fasid,0,0,1,1,0.98147994,0.018520057,False
