feature,coefficient,abs_coefficient
ماكاش,-5.90009435621068,5.90009435621068
تفوه,5.844295358569167,5.844295358569167
وجهك,5.8408004873940325,5.8408004873940325
رخيس,5.819266412379519,5.819266412379519
عاهره,5.725282960264262,5.725282960264262
ياخي,5.689157336749525,5.689157336749525
راك تهدر,-5.643916109468791,5.643916109468791
الصهيونيه,5.6165644481409425,5.6165644481409425
يدافعوا,5.612779441316772,5.612779441316772
يتمنيك,5.5967443266334795,5.5967443266334795
باين,5.596513898121638,5.596513898121638
روح,5.582653926174846,5.582653926174846
الخامجه,5.581053882747492,5.581053882747492
تنبح,5.577983848383436,5.577983848383436
تفو,5.564170249447424,5.564170249447424
وشنو,5.55496912896795,5.55496912896795
ارهابيه,5.544086679417929,5.544086679417929
شيطان,5.517352399246705,5.517352399246705
الابقار,5.506176139893583,5.506176139893583
حاشاكم,5.505537230136703,5.505537230136703
الجاج,-5.412487687867501,5.412487687867501
نتي,5.410445449626301,5.410445449626301
مبروك,-5.366881454883573,5.366881454883573
البناء,-5.328237340357476,5.328237340357476
yemak,5.310707690794002,5.310707690794002
نيشان,-5.306997834161872,5.306997834161872
القنطه,5.305079456411356,5.305079456411356
106,5.285265075033383,5.285265075033383
نعدين,5.277914609238109,5.277914609238109
طاطا,5.271250340694257,5.271250340694257
تربحكم,5.268671836570889,5.268671836570889
تمنيك,5.268475278978487,5.268475278978487
اغتصاب,5.243330170319243,5.243330170319243
تعطي,5.240549586534205,5.240549586534205
هدا واش,5.238960781735764,5.238960781735764
باباهم,5.230183731703693,5.230183731703693
لكلاب,5.223091151955903,5.223091151955903
قحبه,5.2217612996594,5.2217612996594
الخاين,5.221712981377445,5.221712981377445
الدعاره,5.213760771018115,5.213760771018115
يتبع,5.194082621248695,5.194082621248695
يسرق,5.19303489573159,5.19303489573159
لقحاب,5.1631566063449235,5.1631566063449235
ربكم,5.1623523320959155,5.1623523320959155
يقف,5.158015119139385,5.158015119139385
يازبي,5.118677840600917,5.118677840600917
khtek,5.093423101190448,5.093423101190448
وقتاش,-5.091612311694179,5.091612311694179
ينعلك,5.088722566782876,5.088722566782876
نكتها,5.076331222519775,5.076331222519775
الخرطي,5.0683951871375355,5.0683951871375355
المنجل,5.06391130387727,5.06391130387727
منافقين,5.056960800090287,5.056960800090287
بنتك,5.056591473660544,5.056591473660544
يديك,5.050403767349667,5.050403767349667
معمره,5.046913280449509,5.046913280449509
نكمك,5.044296356472922,5.044296356472922
الجنود,5.0285074015009465,5.0285074015009465
يالي,5.021619966172954,5.021619966172954
الوكيل يا,4.999099044357645,4.999099044357645
جيبك,4.979389184707705,4.979389184707705
رخس,4.938320790173265,4.938320790173265
زكاره,4.9154506073065924,4.9154506073065924
الله لا,4.90810806921413,4.90810806921413
القحبه,4.8922515227884515,4.8922515227884515
mok,4.879690803604113,4.879690803604113
جايح,4.87931876069257,4.87931876069257
لكعب,4.8765078917238,4.8765078917238
فرج,4.870216951849917,4.870216951849917
تقود,4.856509645273968,4.856509645273968
العبيد,4.839990057475715,4.839990057475715
الاخرار,4.819729277188289,4.819729277188289
كعب,4.81769640083568,4.81769640083568
خصيتيك,4.81576195324715,4.81576195324715
مونك,4.808661813956164,4.808661813956164
باباك,4.803785186492782,4.803785186492782
المكعبات,4.786977416977999,4.786977416977999
مخك,4.77076671251274,4.77076671251274
تتمنيك,4.760252152897362,4.760252152897362
ازبي,4.760170595437578,4.760170595437578
قولت,-4.746872817730594,4.746872817730594
niveau,4.719712732651496,4.719712732651496
بعدما,4.685626781643843,4.685626781643843
غبغاب,4.682876111826328,4.682876111826328
الجهل,4.681056462646092,4.681056462646092
شعوب,-4.673480909566702,4.673480909566702
ياخاين,4.672293347720571,4.672293347720571
يستهل,4.666411499613347,4.666411499613347
زمن,4.657575073406691,4.657575073406691
اصحاب المال,-4.646043658059063,4.646043658059063
khtk,4.644477319129211,4.644477319129211
ياربك,4.644077116328153,4.644077116328153
يماك,4.641843128827801,4.641843128827801
انتاع,4.636453309222493,4.636453309222493
خبيث,4.631130519578506,4.631130519578506
عقده العاصمه,4.620741633981027,4.620741633981027
مثلك,4.6092626726322585,4.6092626726322585
سيادك,4.598453296561908,4.598453296561908
kbira,4.5863897806910865,4.5863897806910865
خونه,4.585900417525013,4.585900417525013
الاه,4.584129422397307,4.584129422397307
رخاس,4.579527949800478,4.579527949800478
قادر,4.561444336023512,4.561444336023512
فاسد,4.560595327867647,4.560595327867647
نيكمو,4.554129965707784,4.554129965707784
ماتكم,4.55275855418338,4.55275855418338
كول,4.545877244825058,4.545877244825058
تناكت,4.543441931861891,4.543441931861891
ماكان,-4.535811097703473,4.535811097703473
العظيم استغفر,4.529846455532545,4.529846455532545
كوندور,-4.511048961706452,4.511048961706452
اشغله,4.494438771265199,4.494438771265199
النفاق,4.459713605169946,4.459713605169946
السراقين,4.459458990445726,4.459458990445726
اعطونا,-4.455685284879971,4.455685284879971
ياخذ,4.454433231929222,4.454433231929222
سراقين,4.453141540323645,4.453141540323645
بال,4.439440737373951,4.439440737373951
غبي,4.43454060381932,4.43454060381932
اليد,-4.428455135610849,4.428455135610849
مكعب,4.420820440590764,4.420820440590764
وخلاك,4.420564559877765,4.420564559877765
رخيص,4.419795000045093,4.419795000045093
kima,4.414932414691565,4.414932414691565
عقلك,4.412634052130347,4.412634052130347
يذلك,4.411935668757502,4.411935668757502
الشياتين,4.4095834253867645,4.4095834253867645
يخي,4.405297731760201,4.405297731760201
ترمتو,4.404748146108836,4.404748146108836
مقوده,4.397751932947288,4.397751932947288
يسما,-4.394815920330072,4.394815920330072
يحكي,4.394070127098847,4.394070127098847
وليتو,4.387922234777147,4.387922234777147
شكب,4.383066647653994,4.383066647653994
منيش,-4.3771773219156405,4.3771773219156405
يذلكم,4.376318421073951,4.376318421073951
الطحان,4.3739775431396435,4.3739775431396435
نكحتها,4.373286652292082,4.373286652292082
رجعت,4.360652892681028,4.360652892681028
يقود,4.352560155289132,4.352560155289132
مرحبا,-4.340752071694047,4.340752071694047
اخري,-4.32805228099625,4.32805228099625
العميل,4.322616249666897,4.322616249666897
صحافه,4.318348980121818,4.318348980121818
de,4.299924666394743,4.299924666394743
دعاره,4.297762051441048,4.297762051441048
جاك,4.294232938056875,4.294232938056875
ذل,4.284635692768688,4.284635692768688
لسان,4.279633147890951,4.279633147890951
نريد,4.274456387806934,4.274456387806934
ربي يشفيه,4.271747388449871,4.271747388449871
الزيقو,4.270450650804805,4.270450650804805
قود,4.2612866309276,4.2612866309276
وبوصبع,4.261193723706759,4.261193723706759
الفايحه,4.2572431775433355,4.2572431775433355
اطلع,-4.257117743906499,4.257117743906499
يديروا,-4.247584433618178,4.247584433618178
نقوشه,4.247213918261761,4.247213918261761
خرده,4.2469913726014905,4.2469913726014905
يدافع,4.243100421084641,4.243100421084641
نقي,4.238420045566612,4.238420045566612
متحشمش,4.238223742099772,4.238223742099772
تالم,-4.232872077006848,4.232872077006848
حيوانات,4.230636140667668,4.230636140667668
النقوشه,4.226886986818614,4.226886986818614
حشمان,4.226526377967509,4.226526377967509
ماهوش,4.225832792781216,4.225832792781216
يبدل,4.2192555720654275,4.2192555720654275
قاعك,4.218550518506659,4.218550518506659
البغل,4.215517326447898,4.215517326447898
roh,4.21046691008,4.21046691008
دخل لك,4.204370846498476,4.204370846498476
تحياتي,-4.200788466295996,4.200788466295996
تطياح,4.1965449835201705,4.1965449835201705
مونيا,4.194861858796892,4.194861858796892
ولايه,-4.188317208279733,4.188317208279733
نهدرو,4.186840707107001,4.186840707107001
الكذب,4.186608582745596,4.186608582745596
فضلكم,-4.18618520414082,4.18618520414082
منافق,4.185497421275137,4.185497421275137
الصين,-4.182608338822773,4.182608338822773
الخناس,4.17125767849477,4.17125767849477
باين بصح,-4.1702100404254105,4.1702100404254105
يحفظكم,-4.168756188876551,4.168756188876551
اتقو,4.167253126850099,4.167253126850099
لقيط,4.165776457133268,4.165776457133268
الكعبه,4.1594304233755475,4.1594304233755475
خائن,4.158650904779016,4.158650904779016
بهذه,-4.1585188662418044,4.1585188662418044
يا جاهل,4.157715297022917,4.157715297022917
الخرده,4.151480828247915,4.151480828247915
الامن,4.148212770088482,4.148212770088482
يبارك,-4.143534341057557,4.143534341057557
يرث,4.139535217843415,4.139535217843415
معترف,4.138545781148105,4.138545781148105
واش دخلك,4.13738034495066,4.13738034495066
روحكم,4.133978553702965,4.133978553702965
الهاتف,-4.132373646740471,4.132373646740471
فيق,4.129606220289675,4.129606220289675
عقول,4.124090198277859,4.124090198277859
الدجال,4.123076742915199,4.123076742915199
اشرف,4.111700818463389,4.111700818463389
الامام,-4.105707062709193,4.105707062709193
الحلو,4.103978942558044,4.103978942558044
يا خو,-4.102036858033337,4.102036858033337
راه كاين,4.101174824499634,4.101174824499634
نتم,4.0969183743432875,4.0969183743432875
khoya,-4.091756285166712,4.091756285166712
تاوعنا,-4.088501931997583,4.088501931997583
يرحم امك,4.080800781105714,4.080800781105714
الطاهره,4.079534141094994,4.079534141094994
يجيبوا,-4.079036681321821,4.079036681321821
اكل,-4.078439618512892,4.078439618512892
باباكم,4.07818331320422,4.07818331320422
الوطنيه,4.06581337720186,4.06581337720186
خليو,4.052695583698378,4.052695583698378
قمت,-4.046872654376519,4.046872654376519
الشرذمه,4.042489144814545,4.042489144814545
تبون,4.039537308782185,4.039537308782185
مقود,4.036587242097591,4.036587242097591
خماج,4.0359820769830765,4.0359820769830765
المازده,4.0339048102055415,4.0339048102055415
كزبي,4.033080344353815,4.033080344353815
المشكل,-4.032335198325981,4.032335198325981
متحشميش,4.0300211467136124,4.0300211467136124
الصبع,4.028168034992805,4.028168034992805
بش,-4.028145392151615,4.028145392151615
قبلو,4.024957532662778,4.024957532662778
كدبون,4.022199786190695,4.022199786190695
تبيعوها,4.017398856024596,4.017398856024596
صالح ربراب,-4.014123546123958,4.014123546123958
يحشي,4.010454769350167,4.010454769350167
شواكر,-4.00667848255009,4.00667848255009
وهم,4.0046793115953,4.0046793115953
انت,4.004617170792692,4.004617170792692
الخماج,3.9957645604295355,3.9957645604295355
قاري,3.993514095378425,3.993514095378425
للعصابه,3.990198567732686,3.990198567732686
وراء,-3.9901537006696195,3.9901537006696195
جزار,3.983391402532497,3.983391402532497
اخطر,3.9800147670944805,3.9800147670944805
قاطع,-3.976610713766945,3.976610713766945
العنه,3.9747279178782153,3.9747279178782153
عليكم يا,3.974078951924955,3.974078951924955
يا وحد,3.9677545324115364,3.9677545324115364
ثروته,-3.965225532028659,3.965225532028659
حابس,3.9635561693171066,3.9635561693171066
وليت,3.960775337823093,3.960775337823093
ملاح,3.9579101216598582,3.9579101216598582
قنات,3.957749870817162,3.957749870817162
تقعد,3.956905004038748,3.956905004038748
مخي,-3.9528893740553284,3.9528893740553284
ya,3.950552075037155,3.950552075037155
مشهور,3.949696735662644,3.949696735662644
الهامل,3.945678094416313,3.945678094416313
عطاي,3.945335274054306,3.945335274054306
العمل,-3.9414258119715195,3.9414258119715195
لي راك,3.9410761351211674,3.9410761351211674
ربي يفرج,3.9393881815517315,3.9393881815517315
عباد,3.934540517591642,3.934540517591642
لاتربحكم,3.933706786450124,3.933706786450124
شركه,3.9315961286087826,3.9315961286087826
yakhi,3.923509466578969,3.923509466578969
احشم,3.9201183043025076,3.9201183043025076
خويا,-3.9200203806975575,3.9200203806975575
رساله,3.9162251591738633,3.9162251591738633
يفرج,3.9151506691017737,3.9151506691017737
الدستور,3.910835412179676,3.910835412179676
مجلس,3.904234131208307,3.904234131208307
لعزيز,-3.903855629112961,3.903855629112961
خليهم,3.9032926513049895,3.9032926513049895
البكبك,3.9027760019599715,3.9027760019599715
الخانه,3.9023911304526577,3.9023911304526577
القناه,3.9022200037802213,3.9022200037802213
admin,3.8976500719796006,3.8976500719796006
يسرا,-3.8941450767369292,3.8941450767369292
شهاده معترف,3.8919118215239354,3.8919118215239354
بني,3.891629570533418,3.891629570533418
كلبه,3.891266240543629,3.891266240543629
الجاهل,3.8858858102169958,3.8858858102169958
مستمره,-3.8822461331099207,3.8822461331099207
لي يخدم,3.8776897736044114,3.8776897736044114
شغل,3.8755548999608878,3.8755548999608878
مستوى,3.869357832986818,3.869357832986818
فزبي,3.8663213845365556,3.8663213845365556
لزرق,3.8650975821149287,3.8650975821149287
ثما,3.8625892569513103,3.8625892569513103
المنحرفين,3.856031714308185,3.856031714308185
الوالد,-3.855230209515188,3.855230209515188
تفووه,3.848952311823667,3.848952311823667
السياسي,-3.847108955640256,3.847108955640256
المجرم,3.8465240136504297,3.8465240136504297
ستاتي,3.846292494888452,3.846292494888452
اليمني,3.8458685454252826,3.8458685454252826
avec,3.8435208776542584,3.8435208776542584
خياليه,3.838707893785431,3.838707893785431
روحهم,3.837535786645192,3.837535786645192
جبهتها,3.833473334230029,3.833473334230029
مرحبا بيك,-3.8328710789776768,3.8328710789776768
حارب,-3.831392276470844,3.831392276470844
camarade,3.822217407056837,3.822217407056837
الاسلاميه,-3.819045753411594,3.819045753411594
رخيسه,3.8167357719708126,3.8167357719708126
لذلك,3.815078787448312,3.815078787448312
مزبله التاريخ,3.8133896940722773,3.8133896940722773
مزبله,3.8133896940722773,3.8133896940722773
طبون,3.812687834320382,3.812687834320382
كي شغل,-3.8116761924478184,3.8116761924478184
مستوي,3.8073649791489825,3.8073649791489825
العطاي,3.798457294263291,3.798457294263291
مسخ,3.7922681697064684,3.7922681697064684
حقير,3.784028847598188,3.784028847598188
الهدف,-3.7838840481616494,3.7838840481616494
ديوث,3.7821035197321464,3.7821035197321464
يعبدو,3.781829687534994,3.781829687534994
قنطه,3.7807495499776427,3.7807495499776427
الحيوان,3.7804059983030096,3.7804059983030096
تنصحوني,3.7770722329604682,3.7770722329604682
نشوفو,-3.77591059928171,3.77591059928171
بسيف,3.7750384402251096,3.7750384402251096
الفتن,-3.774236710829092,3.774236710829092
المبردعين,3.7714338449248888,3.7714338449248888
بلادهم,3.7710277183972014,3.7710277183972014
الرخس,3.7644970533148827,3.7644970533148827
الحركى,3.7611477101602127,3.7611477101602127
تلبسو,3.760902504688976,3.760902504688976
تبا,3.759547132790461,3.759547132790461
رخص,3.7587224393079186,3.7587224393079186
يحرقكم,3.7586779196582243,3.7586779196582243
الاصبع,3.7563037207783294,3.7563037207783294
تطور,-3.7550984207435567,3.7550984207435567
قرن,3.7550270750817853,3.7550270750817853
عبده,3.752329635288113,3.752329635288113
الفساد,3.751260792836186,3.751260792836186
يكلاشي,3.7494797909155855,3.7494797909155855
خاءن,3.7433424954820835,3.7433424954820835
كلاتك,3.7429764353815926,3.7429764353815926
المانيا,-3.7412152022924885,3.7412152022924885
تافه,3.7380636039376336,3.7380636039376336
نباح,-3.735894921925409,3.735894921925409
خليه,3.735102716889096,3.735102716889096
الانذال,3.7342107628938455,3.7342107628938455
اختو,3.733837224159075,3.733837224159075
المجرمين,3.733626657709621,3.733626657709621
مكن,-3.720441107258505,3.720441107258505
اتفوه,3.719654071465235,3.719654071465235
مزابي,3.7176134156305443,3.7176134156305443
وين راهم,3.7143311235472765,3.7143311235472765
wala,3.7115239187154194,3.7115239187154194
خامج,3.7110831009033243,3.7110831009033243
رمضان,-3.7075850141357196,3.7075850141357196
الوعي,3.707185503282988,3.707185503282988
اريد,-3.7063699966891006,3.7063699966891006
قمه,3.699333973217592,3.699333973217592
امه,3.69804686047189,3.69804686047189
بلماضي,3.696605492631464,3.696605492631464
تنيك,3.6885147330332497,3.6885147330332497
دخلك,3.6877379446888825,3.6877379446888825
الخير,-3.6800107487505764,3.6800107487505764
انا مع,3.674330637087586,3.674330637087586
والديك,3.6704046964484225,3.6704046964484225
المنطقه,-3.670382537169904,3.670382537169904
دايمن,3.6681806843940343,3.6681806843940343
قحاب,3.6658338702104825,3.6658338702104825
ريحه,3.664931819158577,3.664931819158577
لي داير,-3.663949511776893,3.663949511776893
الحيوانات,3.661433351578639,3.661433351578639
تلقا,3.6583851089330692,3.6583851089330692
التلفاز,-3.656203681766527,3.656203681766527
بيتزا,-3.6552273561781314,3.6552273561781314
يادرا,-3.6509637506263477,3.6509637506263477
نيكو,3.6389396688360796,3.6389396688360796
حساب,3.6362493843814065,3.6362493843814065
امم,-3.63622585140089,3.63622585140089
قطيع,3.6332877930425767,3.6332877930425767
الويل,3.632407072599854,3.632407072599854
ربراب راك,-3.6317153243903624,3.6317153243903624
انني,3.6227620385239554,3.6227620385239554
محاكمه,-3.6219606979579435,3.6219606979579435
خدمو,3.6186490799645914,3.6186490799645914
كرك,3.613769931048825,3.613769931048825
تضحك,3.6136884648687455,3.6136884648687455
عظيم,-3.61194905429386,3.61194905429386
مثقفين,-3.6099006684139963,3.6099006684139963
التوالات,3.6080174000204135,3.6080174000204135
لازم تكون,3.603261567068281,3.603261567068281
ينتقم,3.6032020036723944,3.6032020036723944
مازالت,-3.5984309574509172,3.5984309574509172
va,3.5978602438933387,3.5978602438933387
شرفك,3.597751119081525,3.597751119081525
الهايشه,3.597049673486428,3.597049673486428
يساعد,-3.597023055050518,3.597023055050518
فم,3.5963827203190326,3.5963827203190326
ممكن,-3.5959904901203057,3.5959904901203057
سارق,3.595008542540375,3.595008542540375
فمك,3.5933667599109165,3.5933667599109165
وربراب,3.5916515340786264,3.5916515340786264
لابوبال,3.5915768729447057,3.5915768729447057
حسابك,3.585607471537448,3.585607471537448
يعيش كيما,-3.585012763554709,3.585012763554709
تربحهم,3.5835432330404324,3.5835432330404324
فرخ,3.582146364088661,3.582146364088661
بطريقه,-3.578539520513124,3.578539520513124
خدع,3.5754758609310016,3.5754758609310016
الجيش الوطني,3.5666960504491163,3.5666960504491163
وما,-3.566430446444058,3.566430446444058
تسلم,-3.5621927015672217,3.5621927015672217
اسطوره,-3.5606784123747977,3.5606784123747977
خويا لطفي,3.558456096168771,3.558456096168771
تفوو,3.552960452344373,3.552960452344373
موالفه,-3.5526529968977276,3.5526529968977276
قااع,3.5505936201584283,3.5505936201584283
يسبو,3.5498295739820165,3.5498295739820165
ربي يحفظ,3.548345769806211,3.548345769806211
ينبحو,3.5458092110368264,3.5458092110368264
بف,3.5455698982370265,3.5455698982370265
قلت,-3.541345738752212,3.541345738752212
منانوك,3.538935756129371,3.538935756129371
الازمه,-3.5345151667861545,3.5345151667861545
kahba,3.5321976375592246,3.5321976375592246
lacoste,-3.5300348935786996,3.5300348935786996
قاعده,-3.5180540962630102,3.5180540962630102
صحبي,3.516052469806195,3.516052469806195
ذباب,3.5116945910078674,3.5116945910078674
المرخس,3.507873504653744,3.507873504653744
يا ولد,3.506441728042849,3.506441728042849
دعوه,3.5052906119487313,3.5052906119487313
دوم,3.501409117708164,3.501409117708164
dok,3.497440112279175,3.497440112279175
القحاب,3.496186222793822,3.496186222793822
بروحك,3.4951656800318354,3.4951656800318354
اساس,-3.493526603514732,3.493526603514732
بناتهم,3.4916597261909996,3.4916597261909996
مهرج,3.4912943268586862,3.4912943268586862
يضرب,3.489965044357136,3.489965044357136
ياواحد,3.4870446375924975,3.4870446375924975
وجها,3.4866975132228473,3.4866975132228473
فوطيت,3.486026672685845,3.486026672685845
سخنتلهم,3.4829268160299494,3.4829268160299494
يمثلني,3.481461816706846,3.481461816706846
العبوديه,3.480291711561526,3.480291711561526
خلاو,3.476709663243105,3.476709663243105
الشخص,-3.475175830737223,3.475175830737223
الزبي,3.4749954615334997,3.4749954615334997
خرا,3.472413256013346,3.472413256013346
ربك,3.471516224202517,3.471516224202517
sahbi,-3.4700103474337416,3.4700103474337416
fitna,3.465437499734163,3.465437499734163
امثال,3.464762959309477,3.464762959309477
ومولوديه,3.4613639091597634,3.4613639091597634
تستاهل,-3.4584547664995746,3.4584547664995746
زيرو,3.4583715822734757,3.4583715822734757
رهي,-3.457893440890555,3.457893440890555
سور,-3.456098080643914,3.456098080643914
هكدا,3.454988566287513,3.454988566287513
يتم,-3.451769272813442,3.451769272813442
ضرب,-3.450280481191176,3.450280481191176
شريت,-3.449509072461001,3.449509072461001
يحاسب,3.4483921890198816,3.4483921890198816
الجزايري,3.446964571590463,3.446964571590463
شيعه,3.445700884724899,3.445700884724899
ونتا,3.4456875184560594,3.4456875184560594
الجزائريين,3.445040906657766,3.445040906657766
لعنه اله,3.4429874103942035,3.4429874103942035
يدك,3.434935430914881,3.434935430914881
ربما,-3.4331743176250793,3.4331743176250793
kavi,3.433130352160412,3.433130352160412
حيوان,3.4325351893675418,3.4325351893675418
لقلاوي,3.4311647394899834,3.4311647394899834
يماها,3.4307842099399006,3.4307842099399006
مزوره,-3.4296470155565446,3.4296470155565446
الجمعه,3.4278898029057414,3.4278898029057414
العوده,3.426021937903025,3.426021937903025
une,3.4250486906454403,3.4250486906454403
خرنسا,3.424278853895767,3.424278853895767
مولوخيه,3.4226851718110045,3.4226851718110045
المبلغ,-3.4224088300363813,3.4224088300363813
يزبي,3.4194456602852847,3.4194456602852847
yemmak,3.4156097028986143,3.4156097028986143
ماتهم,3.413335196367374,3.413335196367374
ترتيبها,3.4125657088046584,3.4125657088046584
قلوبهم,3.4102783511540107,3.4102783511540107
الفايح,3.4093711795065467,3.4093711795065467
المخنثين,3.4043060073320683,3.4043060073320683
الفيسبوك,3.403715040933721,3.403715040933721
واياكم,-3.4035723535366684,3.4035723535366684
بدل,-3.4030073266699086,3.4030073266699086
وعد,3.4016285365818257,3.4016285365818257
الحديد,3.4014006125363716,3.4014006125363716
الانحطاط,3.39862806772426,3.39862806772426
فتان,3.3964225658805596,3.3964225658805596
لعنك,3.390990017824949,3.390990017824949
شبيبه,3.390702137503125,3.390702137503125
yamak,3.388968457299872,3.388968457299872
خرجونا,3.3885657455011606,3.3885657455011606
ربراب كاين,3.38389654439961,3.38389654439961
يدكم,3.3775900112567894,3.3775900112567894
الرقم,-3.374862148856113,3.374862148856113
بانتلك,3.373460844027676,3.373460844027676
نزار,3.370082196676786,3.370082196676786
منك,3.3670119418069144,3.3670119418069144
تلفاز,-3.364297026421359,3.364297026421359
مدير,3.363548234014222,3.363548234014222
وين راك,-3.3604463141600567,3.3604463141600567
وجوهكم,3.356370431359607,3.356370431359607
دالتك يا,3.351416819778646,3.351416819778646
التشيع,3.3484902363108486,3.3484902363108486
القدام,-3.3399143614731925,3.3399143614731925
خنزير,3.3389011719151362,3.3389011719151362
امون,3.3377795589675294,3.3377795589675294
واحكي,3.335063735036089,3.335063735036089
تحشم,3.334687955861081,3.334687955861081
عنا,-3.3326603985771577,3.3326603985771577
بركاك,3.3318590228008733,3.3318590228008733
zebi,3.330272662362561,3.330272662362561
جيري,-3.3286548507064646,3.3286548507064646
المرتبه,3.3242620093875197,3.3242620093875197
السم,3.323190039387215,3.323190039387215
جيجل,-3.3217178745921045,3.3217178745921045
فالعاصمه,-3.319054458919974,3.319054458919974
ماماك,3.318444175447605,3.318444175447605
اهلك,3.318381688001952,3.318381688001952
غزه,-3.3176137444690257,3.3176137444690257
بوراك,-3.3173005614912476,3.3173005614912476
خرطي,3.3162787272524796,3.3162787272524796
شهيتني,-3.3155724751433233,3.3155724751433233
مولوديه كبيره,3.3138386665062125,3.3138386665062125
صالحين,3.3092812099562163,3.3092812099562163
التلفون,-3.3058312574368873,3.3058312574368873
افار,3.3031576264637144,3.3031576264637144
يملك,3.3021742505349994,3.3021742505349994
nike,3.302113715845167,3.302113715845167
خطا,-3.3001395778858162,3.3001395778858162
الاصيل,3.2995336812659226,3.2995336812659226
المتقاعدين,-3.2989972603119573,3.2989972603119573
خداعين,3.2978566230486175,3.2978566230486175
بلك,3.295882466874863,3.295882466874863
مور,3.2954469337707306,3.2954469337707306
الفم,3.294590995751342,3.294590995751342
يعملون,3.293533450295013,3.293533450295013
vous,3.291890570038994,3.291890570038994
حتشون,3.2911478035484545,3.2911478035484545
اودي,-3.2874693919099123,3.2874693919099123
قبايليه,-3.285997287248802,3.285997287248802
جمهور,-3.285261503516112,3.285261503516112
حكومه,3.2850588749227634,3.2850588749227634
تقدم,-3.2833051041399877,3.2833051041399877
ايداع,3.2826838243410954,3.2826838243410954
ترخف,3.2745290363110056,3.2745290363110056
يالبغل,3.274037189944281,3.274037189944281
الوسم,3.2739870850583976,3.2739870850583976
زب,3.2735925156962358,3.2735925156962358
الخونه,3.2722448147004743,3.2722448147004743
ولاد الحرام,3.2722042528137214,3.2722042528137214
رواح,3.2708099509210937,3.2708099509210937
هبل,3.270485874303957,3.270485874303957
سوه,3.2685265934822616,3.2685265934822616
لوكان جيت,3.2667938755012287,3.2667938755012287
اللعنه,3.2649434614221446,3.2649434614221446
سجن ربراب,3.26050265205642,3.26050265205642
وبعض,3.2563462317025413,3.2563462317025413
التخمارتي,3.2556963957568916,3.2556963957568916
مايعرفوش,-3.254893759317136,3.254893759317136
نحوس,-3.2525741581858654,3.2525741581858654
شاهد,3.252333360104429,3.252333360104429
السكوت,3.2512098958224698,3.2512098958224698
ونسمع,3.2504108053372267,3.2504108053372267
هدا مكان,3.2466562125523875,3.2466562125523875
حتى واحد,-3.242478308423625,3.242478308423625
داركم,3.241980619033987,3.241980619033987
الجزء,3.2410797798758972,3.2410797798758972
وحسبنا,3.239768544534711,3.239768544534711
الكيران,-3.237786148391517,3.237786148391517
ياعدو,3.2366748415393944,3.2366748415393944
تكلاشي,3.236467138392984,3.236467138392984
نتا اك,-3.2341812845601536,3.2341812845601536
الاغبياء,3.231249586334125,3.231249586334125
المافيا,3.231058672454559,3.231058672454559
جمعيه,-3.2307078728447634,3.2307078728447634
ياعميل,3.229024265173852,3.229024265173852
تحكو,3.2289661063566193,3.2289661063566193
لاحول,3.227128508376328,3.227128508376328
محاوله,-3.2250999099080575,3.2250999099080575
اكبر,3.2248297694595247,3.2248297694595247
مبروك ربي,-3.2245652746785516,3.2245652746785516
الاول,-3.221106954774588,3.221106954774588
