texte,vrai_label,label_predit,est_correct,probabilite_haine,probabilite_non_haine
اه يا البرنوس لحمر واش راك دير قليل ليعرف المعاني,0,1,False,0.6371922836461794,0.3628077163538206
مقستهاش,0,1,False,0.5927036472445193,0.4072963527554807
زمنا كنت رجلا اصبحت عدو الجميع,0,1,False,0.506969235253304,0.49303076474669605
احكيلنا علـي الزلزال الا السبب تاعو تبون ولالا 🙄😒,0,1,False,0.5409587451636648,0.4590412548363352
الفاهم يفهم,0,1,False,0.8152907877609861,0.18470921223901393
لفاندوفسكي برجلو مركا دقايق وهادو دقيقه مركاوش,0,1,False,0.7544642113155432,0.2455357886844568
machi nta hadek 😂,0,1,False,0.5497658616755238,0.45023413832447623
الجزاءر فرنسا,0,1,False,0.6853422197623,0.31465778023769997
كيما لي قاتلو مانكلش الحوم ناكل صكالوب 🤭🤣,0,1,False,0.6984245491026817,0.3015754508973183
هذا هو رقمي ساتشرف جدا باتصالكم,0,1,False,0.7288542918858976,0.27114570811410244
خاوتي لاباج هادي تاع المخبرت اخطاكم,0,1,False,0.557285460567961,0.442714539432039
اين تعيش انت,0,1,False,0.5607235897725967,0.43927641022740327
كرهونا راكم تبعوا نيفو ابتداءي ايا راه طلع نيفو رانا نتبعوا صحفي وناشط سياسي وعميل الشعب الجزاءري,0,1,False,0.6881545221153376,0.31184547788466244
المشكله الي تحكي عليهم يجيبو طفل والا طفله عادو يجيبو يموت حادثه اختطاف والا جرعه زايده تاع كوكاين ويورثهم الكلب تاعهم لوكان الناس تخم زيك راه انقرض الانسان التفكير السطحي,0,1,False,0.5302903886249771,0.4697096113750229
