feature,coefficient,abs_coefficient
تقود,4.8972397555341125,4.8972397555341125
شرفك,4.888049573665729,4.888049573665729
العظيم استغفر,4.87332018360273,4.87332018360273
نكره,4.863107553856676,4.863107553856676
الاه,4.834642239073295,4.834642239073295
يقود,4.834268310067308,4.834268310067308
ازبي,4.809924196039606,4.809924196039606
اطلع,-4.807569579110233,4.807569579110233
الشياتين,4.803122965378435,4.803122965378435
باباهم,4.789706650008425,4.789706650008425
قحبه,4.789363981395676,4.789363981395676
شيطان,4.771496104516093,4.771496104516093
الفلاحه,4.758496811197686,4.758496811197686
اعطونا,-4.757023714353393,4.757023714353393
106,4.756077439091424,4.756077439091424
لقحاب,4.749068964723865,4.749068964723865
لكلاب,4.738578834714201,4.738578834714201
الفايحه,4.738562164487236,4.738562164487236
الامام,-4.732999993262911,4.732999993262911
اليد,-4.7046646670551855,4.7046646670551855
يذلكم,4.691376468193717,4.691376468193717
تحياتي,-4.686715581097679,4.686715581097679
مولوديه كبيره,4.679831852235133,4.679831852235133
الطحان,4.6666909962956264,4.6666909962956264
ينبحو,4.66614054028417,4.66614054028417
المنجل,4.647832540293243,4.647832540293243
كعب,4.64462041625926,4.64462041625926
فيق,4.64283220425987,4.64283220425987
بنتك,4.642332757051292,4.642332757051292
يديك,4.636383252168187,4.636383252168187
الدعاره,4.622729159339852,4.622729159339852
تعاني,-4.62118206242611,4.62118206242611
ماتكم,4.620507466755397,4.620507466755397
باباك,4.603823744523798,4.603823744523798
قولت,-4.597700333744412,4.597700333744412
رخس,4.589970952523075,4.589970952523075
قطيع,4.583187855108287,4.583187855108287
الاخرار,4.571462740880357,4.571462740880357
يحكي,4.568511300003089,4.568511300003089
رخيص,4.567699534682913,4.567699534682913
اصحاب المال,-4.56177348709992,4.56177348709992
رخاس,4.552883504822055,4.552883504822055
يقف,4.5483516772302535,4.5483516772302535
كول,4.5324289363328365,4.5324289363328365
تتمنيك,4.528584959045949,4.528584959045949
المازده,4.519269790530787,4.519269790530787
بلماضي,4.512767744405506,4.512767744405506
يالي,4.510284876716912,4.510284876716912
niveau,4.506861739720645,4.506861739720645
الطحين,4.50134758024994,4.50134758024994
فضلكم,-4.49601202639184,4.49601202639184
زمن,4.495588919882319,4.495588919882319
مخك,4.494027512982755,4.494027512982755
فاسد,4.489363435875756,4.489363435875756
قبلو,4.482519354804832,4.482519354804832
كزبي,4.479674092014009,4.479674092014009
تناكت,4.47951965352304,4.47951965352304
يذلك,4.476696832945843,4.476696832945843
روحكم,4.4757155896473995,4.4757155896473995
خونه,4.47218574594804,4.47218574594804
جاك,4.472053055552952,4.472053055552952
مزابي,4.470411303837304,4.470411303837304
كلبه,4.466365577350637,4.466365577350637
وخلاك,4.4642873621651935,4.4642873621651935
يسما,-4.462034320903095,4.462034320903095
العبيد,4.459761346154207,4.459761346154207
zebi,4.443715637881564,4.443715637881564
يازبي,4.4380006569921315,4.4380006569921315
نقوشه,4.4364820616643215,4.4364820616643215
وليت,4.434300775162751,4.434300775162751
mok,4.425643731999116,4.425643731999116
قاعك,4.416536484904859,4.416536484904859
اشغله,4.406573661415546,4.406573661415546
احشم,4.398956126769937,4.398956126769937
اشرف,4.398657361626971,4.398657361626971
ياخاين,4.39434485463554,4.39434485463554
فرج,4.38632291153767,4.38632291153767
مثلك,4.385023391465358,4.385023391465358
بعضها,-4.378718340075809,4.378718340075809
جبهتها,4.372343600769265,4.372343600769265
غبغاب,4.36599444798266,4.36599444798266
نيكمو,4.361466660099457,4.361466660099457
خائن,4.35950496189716,4.35950496189716
الغاز,-4.355530291167919,4.355530291167919
يخي,4.347712499782183,4.347712499782183
بال,4.340164994307407,4.340164994307407
نكحتها,4.338677563250274,4.338677563250274
الخرده,4.320305268179994,4.320305268179994
تلبسو,4.316287375456019,4.316287375456019
النقوشه,4.316268235862518,4.316268235862518
الجهل,4.316150703352351,4.316150703352351
نتم,4.313149076017832,4.313149076017832
تاوعنا,-4.312471933033086,4.312471933033086
ربك,4.307127800144039,4.307127800144039
مونك,4.304557067034365,4.304557067034365
افار,4.2977853892698334,4.2977853892698334
وبوصبع,4.295517108704833,4.295517108704833
كذب كذب,-4.293694639176258,4.293694639176258
زكاره,4.287439250375958,4.287439250375958
العميل,4.287161877285749,4.287161877285749
يتم,-4.28327126815331,4.28327126815331
عقلك,4.276662599147403,4.276662599147403
يساعد,-4.266322103974898,4.266322103974898
ياربك,4.258545613718399,4.258545613718399
مقود,4.254140665863974,4.254140665863974
حيوانات,4.249737075847992,4.249737075847992
يرحم امك,4.2463352548252375,4.2463352548252375
اتقو,4.243624748025135,4.243624748025135
ذل,4.242908697218836,4.242908697218836
بعدما,4.242079069101423,4.242079069101423
للعصابه,4.230115922872684,4.230115922872684
الهايشه,4.228671386289558,4.228671386289558
ذباب,4.226290661725866,4.226290661725866
الزيتيست,4.219731751390211,4.219731751390211
غبي,4.212116649424799,4.212116649424799
الامن,4.211863676060141,4.211863676060141
سفهاء,4.211387426779309,4.211387426779309
السياسي,-4.196047613255118,4.196047613255118
البكبك,4.172515468295556,4.172515468295556
اكل,-4.170170346407549,4.170170346407549
العربيه,-4.165828771139024,4.165828771139024
هكه,4.165120523820219,4.165120523820219
الهاتف,-4.157216454064553,4.157216454064553
يالبغل,4.155102604799934,4.155102604799934
وراء,-4.151098501597732,4.151098501597732
مونيا,4.149382816349349,4.149382816349349
يديروا,-4.147930641804346,4.147930641804346
تكلاشي,4.147283010160823,4.147283010160823
لكعب,4.14436239413358,4.14436239413358
الاصيل,4.14063819513264,4.14063819513264
harki,4.131317472971512,4.131317472971512
الخناس,4.125968482481427,4.125968482481427
بش,-4.122850413551301,4.122850413551301
يحفظكم,-4.120657249568172,4.120657249568172
رخيسه,4.117315494538956,4.117315494538956
تعطي,4.1165326592536795,4.1165326592536795
نكمك,4.107782376094498,4.107782376094498
لفيلم,-4.106614295054828,4.106614295054828
khoya,-4.10634224767647,4.10634224767647
مكن,-4.101359236829294,4.101359236829294
انتاع,4.098481601238657,4.098481601238657
مسخ,4.091575042981296,4.091575042981296
الزبي,4.089445162136883,4.089445162136883
العنه,4.089442414362389,4.089442414362389
مقوده,4.088546108875593,4.088546108875593
تنصحوني,4.0883805786912175,4.0883805786912175
قادر,4.0863034002181475,4.0863034002181475
ترمتو,4.085571558309347,4.085571558309347
تطياح,4.080400367571424,4.080400367571424
ثروته,-4.077793792110627,4.077793792110627
قاطع,-4.074057517217397,4.074057517217397
المحاكم,4.072609752144803,4.072609752144803
الدجال,4.068280306855178,4.068280306855178
صالح ربراب,-4.0658628874079525,4.0658628874079525
المكبوتين,4.039571361474357,4.039571361474357
الحيوان,4.0367859885976145,4.0367859885976145
خاءن,4.036695108723774,4.036695108723774
قرن,4.034316598355363,4.034316598355363
khtk,4.022468167218306,4.022468167218306
دعاره,4.012038110826153,4.012038110826153
وارقد,4.009141965561492,4.009141965561492
النفاق,4.0067510527391565,4.0067510527391565
خلاو,4.004821587129644,4.004821587129644
المكعبات,4.004783160573491,4.004783160573491
خياليه,4.002740438848485,4.002740438848485
يحرقكم,3.9976195112643604,3.9976195112643604
ومولوديه,3.9900375176610354,3.9900375176610354
نديرهم,3.988864120503155,3.988864120503155
شريت,-3.988494315035638,3.988494315035638
ربراب السجن,-3.9840880150890783,3.9840880150890783
الهدف,-3.982990996976467,3.982990996976467
وهاذوك,3.978491389875474,3.978491389875474
بهذه,-3.9770315251835644,3.9770315251835644
ياخذ,3.976998170551319,3.976998170551319
تحبوش,3.9768106053075876,3.9768106053075876
سارق,3.975330783751481,3.975330783751481
وليتو,3.9708777424977666,3.9708777424977666
تهدري,3.9646668294808136,3.9646668294808136
الكعبه,3.952438664863952,3.952438664863952
اللعنه,3.9518305040486643,3.9518305040486643
خماج,3.949653664012217,3.949653664012217
الوالد,-3.9493866124943864,3.9493866124943864
فزبي,3.9486397818126613,3.9486397818126613
ماهوش,3.9404397404252602,3.9404397404252602
يكلاشي,3.9384746124832644,3.9384746124832644
خليو,3.936971464436618,3.936971464436618
الحركى,3.93527456239738,3.93527456239738
اريد,-3.93503359024827,3.93503359024827
حسبتهم,-3.934492519473354,3.934492519473354
kbira,3.932618517665681,3.932618517665681
خرا,3.9323234883293408,3.9323234883293408
مجلس,3.9123495485885598,3.9123495485885598
المشكل,-3.910737055182795,3.910737055182795
يدافعوا,3.910034122561921,3.910034122561921
سراقين,3.908763462829502,3.908763462829502
يحشي,3.9060890009488025,3.9060890009488025
yakhi,3.9056259279250436,3.9056259279250436
تربحهم,3.9028040322513,3.9028040322513
تامن,3.9014000459862173,3.9014000459862173
قاري,3.892088384549457,3.892088384549457
الفم,3.8920285565502084,3.8920285565502084
بف,3.891978224359064,3.891978224359064
الحيوانات,3.8879019113251223,3.8879019113251223
ربي يفرج,3.879213129920929,3.879213129920929
نباح,-3.870822513799417,3.870822513799417
والديك,3.8696889352112716,3.8696889352112716
العمل,-3.8686015713533717,3.8686015713533717
شعوب,-3.8683790957573803,3.8683790957573803
تبا,3.8674017339013878,3.8674017339013878
الرخس,3.867337713366924,3.867337713366924
صالحين,3.867229191641935,3.867229191641935
ولايه,-3.861508528881724,3.861508528881724
عظيم,-3.8607558621272213,3.8607558621272213
لسان,3.8564462418776566,3.8564462418776566
لقيط,3.848779760275044,3.848779760275044
tfou,3.847717273423103,3.847717273423103
قعد,3.8472055064581707,3.8472055064581707
المرحاض,3.8419595481611033,3.8419595481611033
ملاح,3.841903301306227,3.841903301306227
روحهم,3.841609159304337,3.841609159304337
تفووه,3.838083409349862,3.838083409349862
جيش شعب,-3.8356184710312724,3.8356184710312724
حشمان,3.8350133719438624,3.8350133719438624
العوده,3.8320501248765235,3.8320501248765235
هكدا,3.8294649008668054,3.8294649008668054
تحشم,3.8179785154146693,3.8179785154146693
hena,3.8159197063629353,3.8159197063629353
كدبون,3.8157336684185172,3.8157336684185172
قود,3.8065010005270636,3.8065010005270636
طبون,3.8060606434980127,3.8060606434980127
ستاتي,3.801733931148203,3.801733931148203
الحمد,-3.8017301988196497,3.8017301988196497
لزرق,3.800831319553844,3.800831319553844
ديوث,3.7972126853607304,3.7972126853607304
مثقفين,-3.796960454507565,3.796960454507565
تبيعوها,3.794294181487234,3.794294181487234
الشرذمه,3.7933276939031817,3.7933276939031817
رهي,-3.786316401405479,3.786316401405479
تقعد,3.7828349964628147,3.7828349964628147
اسطوره,-3.7799998898062444,3.7799998898062444
يماها,3.775279542941967,3.775279542941967
مجال,3.769770483336851,3.769770483336851
متحشمش,3.7688762729342073,3.7688762729342073
قنات,3.765227755499441,3.765227755499441
الاصبع,3.7616008067160993,3.7616008067160993
صحافه,3.7614910529996655,3.7614910529996655
طاطا,3.75572252194197,3.75572252194197
لفرانسي,-3.754959658830013,3.754959658830013
roh,3.753893920567372,3.753893920567372
ممكن,-3.751499506631459,3.751499506631459
خرده,3.7438413130827914,3.7438413130827914
فعلا,-3.743761941644647,3.743761941644647
الجزايري,3.7309522036847187,3.7309522036847187
علميه,3.728962117293447,3.728962117293447
يسرا,-3.7169637566043767,3.7169637566043767
الوطنيه,3.7130543513144527,3.7130543513144527
نيكو,3.7126117324592505,3.7126117324592505
الزيقو,3.708558347397822,3.708558347397822
اودي,-3.7075439173609173,3.7075439173609173
وربراب,3.706467558900631,3.706467558900631
تبون,3.6986378779175,3.6986378779175
هاهي,3.6978626345481507,3.6978626345481507
فاشل,3.6969755742433685,3.6969755742433685
اعطينا,3.6901596606990803,3.6901596606990803
موش,-3.6879133128616406,3.6879133128616406
تفوو,3.6876118659422477,3.6876118659422477
المنحرفين,3.6867825098644316,3.6867825098644316
القحاب,3.6848391313373634,3.6848391313373634
hacha,3.6829189646898035,3.6829189646898035
رجعت,3.6817619013799057,3.6817619013799057
يرث,3.6760501924286477,3.6760501924286477
بني,3.6758118808965525,3.6758118808965525
رساله,3.6752288666144013,3.6752288666144013
الاغبياء,3.6745340843130987,3.6745340843130987
لفريت اوملات,3.6725866706806025,3.6725866706806025
لاتربحكم,3.6708307378344034,3.6708307378344034
حقير,3.668425438513264,3.668425438513264
رووح,3.6640471828240218,3.6640471828240218
مزوره,-3.663964972469221,3.663964972469221
الهامل,3.662527888892479,3.662527888892479
التخلف,3.659673409129123,3.659673409129123
اخري,-3.659129495604846,3.659129495604846
بروحك,3.6558563867455867,3.6558563867455867
الخانه,3.6540846350644127,3.6540846350644127
خويا,-3.6506605896886555,3.6506605896886555
منيش,-3.6481798040718534,3.6481798040718534
الطاهره,3.6451617014432296,3.6451617014432296
السجن,3.642466349131745,3.642466349131745
كعبه,3.6345474480087483,3.6345474480087483
لعزيز,-3.633696556813445,3.633696556813445
بطريقه,-3.6324485084846803,3.6324485084846803
فتنه,3.630604900906185,3.630604900906185
هبل,3.6281583085385876,3.6281583085385876
ولي,3.6273745366683885,3.6273745366683885
صحبي,3.6268623796023616,3.6268623796023616
يلبس لاكوست,3.623679300082628,3.623679300082628
مستوي,3.6217259895612024,3.6217259895612024
جيري,-3.6181850867469465,3.6181850867469465
الشخص,-3.617798561326784,3.617798561326784
عباد,3.6161408072825063,3.6161408072825063
منانوك,3.6137587226303793,3.6137587226303793
التلفاز,-3.6120489276774395,3.6120489276774395
محاكمه,-3.6087166328418823,3.6087166328418823
يسبو,3.6082666978352167,3.6082666978352167
عجل,3.60676721104901,3.60676721104901
نمي,3.599123257484588,3.599123257484588
العبوديه,3.5940037701569336,3.5940037701569336
متحشميش,3.5938734117688536,3.5938734117688536
مكعب,3.590823729679205,3.590823729679205
غزه,-3.589033901729865,3.589033901729865
نريد,3.5830002238712737,3.5830002238712737
ومتقاعدي,-3.58067018086201,3.58067018086201
المجرمين,3.5731500588309917,3.5731500588309917
ياعطاي,3.571407251357052,3.571407251357052
كلكم,3.571354567271894,3.571354567271894
بصراحه,-3.5671745009721287,3.5671745009721287
يعطي,3.566834121124581,3.566834121124581
الصلاه,3.5616796538590956,3.5616796538590956
حساب,3.5610831886083183,3.5610831886083183
شرف,3.560477001027765,3.560477001027765
تقدم,-3.5584168494202713,3.5584168494202713
السراقين,3.558181958922336,3.558181958922336
الاتصال,-3.557480447396839,3.557480447396839
امه,3.556206484553514,3.556206484553514
ايداع,3.5561067680470217,3.5561067680470217
لقيت روحي,-3.5539820415333705,3.5539820415333705
رمضان,-3.5476177234693127,3.5476177234693127
العميقه,3.5468449483501714,3.5468449483501714
حياتك,3.5447191286932163,3.5447191286932163
الاسلاميه,-3.54252817941751,3.54252817941751
فرات,-3.5423762680574082,3.5423762680574082
فرحانين,3.5419006919770237,3.5419006919770237
السلام,-3.541695923633806,3.541695923633806
المبردعين,3.539878813758045,3.539878813758045
غاضتني,-3.5315122489213224,3.5315122489213224
كلاتك,3.5304978667116482,3.5304978667116482
ونتا,3.5294708792725684,3.5294708792725684
لعنه اله,3.528450856120635,3.528450856120635
واضح,-3.525358571252579,3.525358571252579
لقلاوي,3.5175030544823995,3.5175030544823995
الخماج,3.5138979923125118,3.5138979923125118
يلبس,3.513765032243133,3.513765032243133
تحوسو,3.513207492199131,3.513207492199131
السفير الفرنسي,3.5131427137258613,3.5131427137258613
الخساره,3.510414840071597,3.510414840071597
يبارك,-3.5071706645182608,3.5071706645182608
الويل,3.5046686575843093,3.5046686575843093
المنطقه,-3.504098235432109,3.504098235432109
tahya,3.5031300532924514,3.5031300532924514
تلفاز,-3.502198973472653,3.502198973472653
امم,-3.5015556223231625,3.5015556223231625
قالها,-3.498220228433043,3.498220228433043
فمك,3.4970199863277727,3.4970199863277727
ربراب عندو,-3.493259753623075,3.493259753623075
نقي,3.4873914451616352,3.4873914451616352
نهدرو,3.482281849951374,3.482281849951374
مخي,-3.4810987940746054,3.4810987940746054
الوعي,3.4810451336901727,3.4810451336901727
قحاب,3.4779286040917685,3.4779286040917685
مازالت,-3.4771073051529733,3.4771073051529733
ياسبي,3.4757314007139666,3.4757314007139666
واحكي,3.4754259753442622,3.4754259753442622
ضرب,-3.4742078885470766,3.4742078885470766
طرد,3.468410466335521,3.468410466335521
العاشر,3.464122738966648,3.464122738966648
يمثلني,3.4630732786845657,3.4630732786845657
bayan,3.4623880624525376,3.4623880624525376
وهم,3.460352011627316,3.460352011627316
وحسبنا,3.4578567496066555,3.4578567496066555
اخطر,3.456786597428007,3.456786597428007
معني,-3.4525274456138226,3.4525274456138226
fayah,3.4515890230288,3.4515890230288
طير,3.4472169417442835,3.4472169417442835
بيتزا,-3.444662808711578,3.444662808711578
bayen,3.4438207090892683,3.4438207090892683
التفكير,-3.4437360589078576,3.4437360589078576
امثال,3.442715299323455,3.442715299323455
شويه,-3.439541242931657,3.439541242931657
نخلي,3.4392294761404583,3.4392294761404583
جزار,3.438279048553014,3.438279048553014
دوار,3.4374574899710906,3.4374574899710906
خايفين,-3.436601009198046,3.436601009198046
mo,3.4286846097033177,3.4286846097033177
مرا,-3.4267690203919545,3.4267690203919545
لبلادنا,3.4226424184745334,3.4226424184745334
fel,3.4193117119539265,3.4193117119539265
مولوخيه,3.418466212668624,3.418466212668624
camarade,3.4158629004573884,3.4158629004573884
عقول,3.4145663871664436,3.4145663871664436
وماتعرفش,-3.413817520469025,3.413817520469025
فوطيت,3.412243456528091,3.412243456528091
يابغل,3.4108864584633305,3.4108864584633305
كافره,3.4049896934867196,3.4049896934867196
قلوبهم,3.404394340515678,3.404394340515678
wala,3.4031293115533976,3.4031293115533976
العطاي,3.4025200404611864,3.4025200404611864
حيط,3.4021129790853153,3.4021129790853153
خصونا,-3.4016133927749874,3.4016133927749874
زب,3.4002395117755024,3.4002395117755024
الخونه,3.3980942866749864,3.3980942866749864
تفتح,-3.397135447500829,3.397135447500829
مبروك خونا,3.396491853367747,3.396491853367747
قااع,3.3956344212233214,3.3956344212233214
التشيع,3.3953644045364464,3.3953644045364464
يدافع,3.393406649267838,3.393406649267838
فم,3.3932577791445486,3.3932577791445486
مثيره,3.3909411962871387,3.3909411962871387
اتفوه,3.3889273180275925,3.3889273180275925
بلك,3.388357325025489,3.388357325025489
hechoun,3.3879545709486307,3.3879545709486307
يفرج,3.3879000918910163,3.3879000918910163
ربما,-3.3855610874048367,3.3855610874048367
yamak,3.3847112855580317,3.3847112855580317
خنزير,3.384228858600397,3.384228858600397
القناه,3.3794940433686773,3.3794940433686773
ساهله,3.378696031258076,3.378696031258076
جودرونج,-3.3766793339862744,3.3766793339862744
اله اكبر,-3.3759293652971962,3.3759293652971962
خدمو,3.375150815829257,3.375150815829257
وجها,3.3727848568681034,3.3727848568681034
شكبي,3.371543627537881,3.371543627537881
بركاك,3.3710238169575972,3.3710238169575972
خساره,-3.3698674246250726,3.3698674246250726
تعهم,-3.3690554413016693,3.3690554413016693
لواحد,3.368410960882667,3.368410960882667
العين,-3.3675002305890227,3.3675002305890227
لابوبال,3.367118147487859,3.367118147487859
الجيش الوطني,3.366074863166189,3.366074863166189
قمت,-3.365897425600556,3.365897425600556
المرتبه,3.361395390123534,3.361395390123534
جيبو,3.3612063205988187,3.3612063205988187
ريحه,3.3599023105258374,3.3599023105258374
الهم,-3.3592145389073846,3.3592145389073846
mazda,3.3572503642448255,3.3572503642448255
يزبي,3.3553298164021292,3.3553298164021292
يعيش,-3.355182326157423,3.355182326157423
حيوان,3.3523377717077167,3.3523377717077167
نحوسو,-3.3516786588372742,3.3516786588372742
بناتهم,3.3505712826122376,3.3505712826122376
الجحيم,3.350066827977658,3.350066827977658
قواد,3.348973459536099,3.348973459536099
الزين,-3.3469359312326645,3.3469359312326645
مشهور,3.346490163354154,3.346490163354154
العباد,3.344569137657757,3.344569137657757
سيدك,3.344460434855114,3.344460434855114
الغبي,3.3414436994254757,3.3414436994254757
عرضك,3.3401767833502927,3.3401767833502927
بيدق,3.3382609264129637,3.3382609264129637
salam,-3.334923496904755,3.334923496904755
العدو,-3.3324554883732533,3.3324554883732533
زيرو,3.3321091919545642,3.3321091919545642
زيك,-3.331406327673745,3.331406327673745
المسلمين,-3.3313195100164963,3.3313195100164963
تعرق,3.331257598175547,3.331257598175547
قواوده,3.330855893413249,3.330855893413249
شبيبه,3.330763043919572,3.330763043919572
الاستحمار,3.327212203048431,3.327212203048431
شركه,3.3261094048901922,3.3261094048901922
مبروك امير,-3.3220726652978914,3.3220726652978914
افريقيا,3.3214705681274075,3.3214705681274075
فطوركم,-3.3207257774397902,3.3207257774397902
تكوني,3.3196966484096606,3.3196966484096606
ربي يشفيك,3.3173709646796334,3.3173709646796334
داهيه,-3.314732093554089,3.314732093554089
خرنسا,3.309863109696853,3.309863109696853
ربي يبارك,3.3086361887561666,3.3086361887561666
حابس,3.3056120309655213,3.3056120309655213
التلفون,-3.3043869782946143,3.3043869782946143
حياك,-3.3038621287172285,3.3038621287172285
مزبله التاريخ,3.3017531590237676,3.3017531590237676
مزبله,3.3017531590237676,3.3017531590237676
مدير,3.3010570541350073,3.3010570541350073
الاول,-3.2997049701885675,3.2997049701885675
عميقين,3.2992905035473816,3.2992905035473816
يدافعوا ربراب,3.296068641414408,3.296068641414408
نبقي,-3.2946475971737654,3.2946475971737654
تضحك,3.2943981513274863,3.2943981513274863
بالذل,3.2934245723524738,3.2934245723524738
الخير,-3.293017022020737,3.293017022020737
هدرتي,3.2924015588298423,3.2924015588298423
سكر,3.291183309742944,3.291183309742944
تافه,3.289128823068799,3.289128823068799
قرعه,3.2881633513720745,3.2881633513720745
لحقت,3.2880673003265395,3.2880673003265395
الفساد,3.2867949761531747,3.2867949761531747
التخمارتي,3.284211821415281,3.284211821415281
الصين,-3.283779889100215,3.283779889100215
تنيك,3.2837785498937415,3.2837785498937415
فرشه,3.2802558894867375,3.2802558894867375
مافيها,3.2796081811047113,3.2796081811047113
اك فاهم,-3.2774369921108994,3.2774369921108994
خرجتو,3.2763800944553867,3.2763800944553867
باباكم,3.2753266364985754,3.2753266364985754
براند,-3.275109137273498,3.275109137273498
يعبدو,3.2702964338423417,3.2702964338423417
بالتوفيق,-3.2688537708469556,3.2688537708469556
وكتاش,-3.2688479338867933,3.2688479338867933
تناخت,3.26459912192799,3.26459912192799
سخنتلهم,3.264162895570093,3.264162895570093
دايمن,3.2637054739521933,3.2637054739521933
موجود,-3.262376009802874,3.262376009802874
يسير,-3.2622934018528618,3.2622934018528618
ماعندكم,3.2621422463177754,3.2621422463177754
فحل,-3.2620961382982285,3.2620961382982285
kahba,3.260156058581319,3.260156058581319
ربي يجازيك,3.2596101735708753,3.2596101735708753
يجازيك,3.2596101735708753,3.2596101735708753
بسيط,-3.258352025454532,3.258352025454532
الغساله,-3.2582116383262183,3.2582116383262183
الاركان,3.257958059507866,3.257958059507866
شيكورك,3.255149309601054,3.255149309601054
هذوا,3.2515744173217405,3.2515744173217405
حارب,-3.2496670434171477,3.2496670434171477
لحمار,3.248233374524266,3.248233374524266
ادمن,3.247943539471398,3.247943539471398
الكريم,-3.247832999944139,3.247832999944139
الشرفاء,3.2460388841908143,3.2460388841908143
زكك,3.2446923021338985,3.2446923021338985
يدكم,3.2444785457100633,3.2444785457100633
ونسمع,3.243380542864022,3.243380542864022
يكره,3.2432848736596864,3.2432848736596864
بهلول,3.242961762825842,3.242961762825842
قدام لجناس,-3.2428750924293017,3.2428750924293017
خراي,3.241751799120674,3.241751799120674
المنصب,3.239300103968906,3.239300103968906
مهبول,3.2368421941004177,3.2368421941004177
nike,3.2343894678081835,3.2343894678081835
نربح,-3.2328030246504813,3.2328030246504813
شاهد,3.229784963296572,3.229784963296572
القادمه,-3.228334679800078,3.228334679800078
كرشك,3.22787471301791,3.22787471301791
اختو,3.227118400176747,3.227118400176747
الجزائريين,3.2259869400764636,3.2259869400764636
نق,3.225586353834543,3.225586353834543
لوكان جيت,3.2251875836947956,3.2251875836947956
ينيك,3.2234077984355114,3.2234077984355114
