texte,vrai_label,label_predit,est_correct,probabilite_haine,probabilite_non_haine
قوادتك,1,0,False,0.32638183380648716,0.6736181661935128
yazebi mi habes likima linako leblad yazebi,1,0,False,0.39012066405426366,0.6098793359457364
🖕🏻,1,0,False,0.32638183380648716,0.6736181661935128
اسوء سياسه لجلب التفاعل سياسه الحملات الانتخابيه الجزاءريه,1,0,False,0.23684267403353584,0.7631573259664641
نوض هز قلايطك جسم فاني وحياه فانيه يتزوج يخدم قدو حالتو ديك اشياء,1,0,False,0.0842245690459694,0.9157754309540306
بوخانه,1,0,False,0.32638183380648716,0.6736181661935128
lil tahra9 nedt sbah khredjtelna be istintaj manach habsine bel bayd 😅,1,0,False,0.4034387249712234,0.5965612750287765
فريت اوملات بالبيض طبي 🙄😅,1,0,False,0.226854911097175,0.773145088902825
سيريسلي يلبسو لاكوسط لاريني اعطيه غنيه نتاع بيلو يعطيك ختو نورمال,1,0,False,0.1718001315783062,0.8281998684216938
3ar abi nqolek tahia israël 🇮🇱 tahia tmazgha ♓😂,1,0,False,0.32638183380648716,0.6736181661935128
نسرق الفرماج صغيره امشي قودي كرفه خساره الكاسكيطه راسك ولعلام مورا ظهرك,1,0,False,0.3025827007813523,0.6974172992186477
dekhel matob ha chi ayaghyoul ue3ni aghyoul akhirik enta tehan blekwaght,1,0,False,0.17203798152657165,0.8279620184734283
wallah andek 3lamn tahachmi zayla,1,0,False,0.4535429230739415,0.5464570769260585
ترر,1,0,False,0.32638183380648716,0.6736181661935128
nikk,1,0,False,0.32638183380648716,0.6736181661935128
افف,1,0,False,0.32638183380648716,0.6736181661935128
قنبله نويه الاستاذ محمد العربي زيتوت فظح كوارثهم الارهابيه تسقط المافيا العسكريه,1,0,False,0.2767683444370106,0.7232316555629894
frii glit,1,0,False,0.32638183380648716,0.6736181661935128
نكفر بيهم,1,0,False,0.21371856206613607,0.786281437933864
كولي الخبيز وسكتي,1,0,False,0.32638183380648716,0.6736181661935128
عفن السلام,1,0,False,0.013839512394940834,0.9861604876050591
الرئيس وحيد لفات سلال تهريج,1,0,False,0.14278838736908853,0.8572116126309115
ysiporti tajnat csc hdouk mhalbin 🤣,1,0,False,0.32638183380648716,0.6736181661935128
d5l crb wa9il ntnaq l3l,1,0,False,0.2968093835123349,0.7031906164876651
kelba,1,0,False,0.32638183380648716,0.6736181661935128
امير دبلوم شاء الله يكون فال خير مزيد التعريه للنظام بدون رحمه,1,0,False,0.214302015557387,0.785697984442613
بصحتكم انتها الحراك مبروك لعصابه سوفه يطلق سراح ربراب لاكن مبروك لعصابه والسب الملال,1,0,False,0.10653536933086823,0.8934646306691317
جيقا ويقلك ستوكي ياناس العلم لحقو جيقا وحنايا مازلنا روطار,1,0,False,0.01643698787191761,0.9835630121280824
tfoo,1,0,False,0.32638183380648716,0.6736181661935128
الشعب عادش يتكل الحكومه الداعمه للفساد وراح يبني بلاده تحيه لاهل جيجل,1,0,False,0.2756543839986546,0.7243456160013454
وعد وفي للاسف رئيس كادب,1,0,False,0.41746291761267257,0.5825370823873275
nktha,1,0,False,0.32638183380648716,0.6736181661935128
عندو الحق موالف ياكل فريت اوملات بالرخس محاينك الدموع طاحو الضحك عجبني سكت شويه زبلها بالبيض,1,0,False,0.13382142249412765,0.8661785775058723
مانسيتش اله تربحكوم,1,0,False,0.10699161601064523,0.8930083839893548
ربي يحفظك استاذنا اله يعطيك تمني اروع استاذ ربي يوفقك حياتك شاء اله اصحاب الجنه امك اله يرحمها ويغفر ☝✨,1,0,False,0.46428744904031477,0.5357125509596852
عذبكم السيد يتمنيك ماشي نيتو ضركم ضركم علابالي علابالكم,1,0,False,0.35895832979880765,0.6410416702011923
حي الله الحمار,1,0,False,0.2800552738560636,0.7199447261439365
ماشاء اله تعليقات تليق الرويبضه زنديق,1,0,False,0.07923807399553899,0.920761926004461
يافرطاس ياخامج,1,0,False,0.32638183380648716,0.6736181661935128
مام كيمي هوا غاضك,1,0,False,0.3965190826699428,0.6034809173300573
baynd mamidou mdiroch,1,0,False,0.32638183380648716,0.6736181661935128
يعبد ربراب فربراب انتهى الجزائر الدوله قائمه للابد,1,0,False,0.473589792996864,0.526410207003136
رح ينكحنا بلكورونا,1,0,False,0.1823570317453048,0.8176429682546952
جاي دورك ماتقلقش ياشيطان,1,0,False,0.31717493055195634,0.6828250694480437
roih a9tel rouhak tgi thdar syarb,1,0,False,0.32638183380648716,0.6736181661935128
bled zeb,1,0,False,0.32638183380648716,0.6736181661935128
جدك الحمار ينطق يسمع استحمارك يقول اعد بحمار,1,0,False,0.34870163833806733,0.6512983616619327
نسرق الفرماج صغيره امشي قودي كرفه خساره الكاسكيطه راسك ولعلام مورا ظهرك,1,0,False,0.3025827007813523,0.6974172992186477
انسانه فاشله باتم معني الكلمه,1,0,False,0.2324497333233882,0.7675502666766119
مكنش موقع اباحي مدخلوش,1,0,False,0.25665936127740174,0.7433406387225983
فوطينا شكمنا رسمولنا امازيغيه نايض صوروك فاليتيمه تور لبهيمه تفوطي زوفوك فورصي😌,1,0,False,0.4621476316871517,0.5378523683128482
سينيالت ومدرت والو 🤣,1,0,False,0.29564371767481656,0.7043562823251834
قديمه,1,0,False,0.091022760671066,0.908977239328934
بروبلام والله بروبلام فالشعب يتفرجهم ومطلعلهم شانهم vu لوكان مراه سمع منعرفوش فيقوره هدو,1,0,False,0.2097348513721382,0.7902651486278618
batar,1,0,False,0.32638183380648716,0.6736181661935128
المعطي القبايلي,1,0,False,0.4674821823328899,0.5325178176671101
بوتفليقه التحلاب,1,0,False,0.35736149180089555,0.6426385081991044
wali darya lahram 🔪,1,0,False,0.32638183380648716,0.6736181661935128
كس امو ميحب فري فاير,1,0,False,0.130110185241267,0.8698898147587331
اعه ياقواد الزوتف القيبايل البلغارين ياناكر اصلك الاعرلي المقطر,1,0,False,0.4560719595736215,0.5439280404263784
سليل الجيش الفرنسي البيجاري كانو يرقدو بالبيجامه ويتقهواو بالكروصان,1,0,False,0.17582971580253287,0.8241702841974672
na3lato elah alyk,1,0,False,0.32638183380648716,0.6736181661935128
الله يربحهم,1,0,False,0.11816453789191761,0.8818354621080824
pidé,1,0,False,0.32638183380648716,0.6736181661935128
islamya matchi zwafia,1,0,False,0.32638183380648716,0.6736181661935128
ilha allah matoub rasoul allah,1,0,False,0.15657790883436118,0.8434220911656388
رح ينكحنا بلكورونا,1,0,False,0.1823570317453048,0.8176429682546952
المغرب الاصل والباقي تقليد مجال للمقارنه الجزائر طووز المخزن الحمد الله,1,0,False,0.4050000151114959,0.5949999848885041
اله ينصرك استاد هولاء الصعاليك,1,0,False,0.4341274337844873,0.5658725662155126
تمنقيش,1,0,False,0.32638183380648716,0.6736181661935128
brouhak ahh lkhanaz takhdam sarver restaurent tsarbi loubya fret bal bayd ahh tahan na3arfouk raya ahh roubi min jit man dawarkom layoun turke fa 20 ahh jayah,1,0,False,0.25795595623874695,0.742044043761253
مطاطيطك,1,0,False,0.32638183380648716,0.6736181661935128
احمار اعطولوا ورده اشمها كلاها فريت اوملاط بالبيض,1,0,False,0.05574560534052909,0.9442543946594709
matoub radiya 3anhoo ❤️,1,0,False,0.17697809423992245,0.8230219057600776
10 كذابين,1,0,False,0.26292962432207095,0.7370703756779291
ياو قوو,1,0,False,0.48498506151843795,0.5150149384815621
حداد ربراب كونيناف اويايا والقائمه مفتوحه هاذوا يعتبروا اظافر التنين الاجنحه عداله مصداقيه سيصلون اليهم,1,0,False,0.2977310601951403,0.7022689398048597
وراك عيش ياحلوف,1,0,False,0.4894045546751403,0.5105954453248597
اقتلوهم يتكاثرو,1,0,False,0.32638183380648716,0.6736181661935128
نسيت باباكم القايد صالح,1,0,False,0.40817575611948104,0.591824243880519
smhli bsh g3rtha 😢,1,0,False,0.2577644975206249,0.7422355024793751
كذبون العمر,1,0,False,0.3223324759730216,0.6776675240269784
😑👎,1,0,False,0.32638183380648716,0.6736181661935128
keshma darolk mouloudia beyna 🌶,1,0,False,0.13374619207460148,0.8662538079253985
جماعه يهدروا السكر الزيت يجيبوا الدليل البورصه وقت العشريه السوداء يزعموا يهدروا باه يهدروا يعرفوا الفرق السكر الظبيعي المكر ربراب راجل خدام تحبوش الرجال واعلاه هدرناش اويحي حداد قبايلين نعرفوهم تحاحن,1,0,False,0.4697649274445841,0.5302350725554159
صراحه اتابع المخلوقه ظنا مني انها جزائريه فحله حره لكني اكتشفت انها جاهله وغير واعيه همها محاربه المعارضه وخاصه زيتوت وامير ديزاد ورشاد والتيار الاسلامي وتقسيم الحراك ابواب القنصليه تغلق وجهها اصبح القنصل يستقبلها لحظه لتتلقى الاوامر لضرب الحراك والتحدث بطريقه بذيئه امير دي زاد بزعم طعاي وامه حقبه وتحلم يرد عليها امير فتشتهر امير اشرف ولم يرد عليها وعلى تفاهاتها وقخوبيتها فعلا لقد صارت ممله وتافهه ووجه شر وتهدد امير بان تذهب اليه لتضربه يوجد احرار لايقاف الخامجه اللقيطه حدها,1,0,False,0.411280744991511,0.588719255008489
مانيش فاهم تبعوا بغ الح ديزادقالك عندو شهاده صحفي ومعترف الاتحاد الاوروبيحتى سلمنا جدلا الامر حقيقهفيقوا المب رد عونكيف حصل عليهاالم يتحصل عليها رن سا المج رم العد وه الاولى للجزائر يينهنا تفهم شيء وتدرك تمام الادراك امير ديزاد عم يل لديهم مجرد دق يضربون امننا وامتنالن ترضى عنك اليهود والنصارى تتبع ملتهمفيق اب ريق,1,0,False,0.25812433482916913,0.7418756651708309
خلطتي باصيتي يالفايحه,1,0,False,0.32638183380648716,0.6736181661935128
7🤣,1,0,False,0.32638183380648716,0.6736181661935128
ربي يحفظابناء الجيش الوطني الشعبي وربي ينصرنا ابناء الجزائر,1,0,False,0.40998602445690147,0.5900139755430985
سمن هز الصحه الجرثومه,1,0,False,0.0983010960840233,0.9016989039159767
الله يعميكم الجزائر,1,0,False,0.0631723315392529,0.936827668460747
المشكل الامور سيئ اسوء رجعت ازمه السيوله زيد الانترنت بالجمعه صراحه اتساءل الدوله,1,0,False,0.23286600694116014,0.7671339930588399
الله يمسخكم غشاشين,1,0,False,0.11816453789191761,0.8818354621080824
وزير تقول قردقود,1,0,False,0.18402416963970666,0.8159758303602933
اخوااني القباائل ليسو الكل لان القباائل احراار ورجاال طينه الكباار اتحدث يداافعون ربراب ثااني ملياردير عربي قدم مااهي المشااريع التى استفدتم ياانااس رااه رجل فااسد يخدم المشرووع الفرنسي يريد تقسيمنا حذااري حذااري,1,0,False,0.21781495923400712,0.7821850407659929
le3erebe yebe9awe neocha heta leyome,1,0,False,0.32638183380648716,0.6736181661935128
حبيبنا مرب نعبد ربي خلقني نعبد فري فاير مريض,1,0,False,0.21711738597623487,0.7828826140237651
azbi t3rf l9bayl dija ain jaya,1,0,False,0.32638183380648716,0.6736181661935128
قيم الرجوله اراوح للعاصمه الزاوف للحراك,1,0,False,0.1047898029249717,0.8952101970750284
dakhalk,1,0,False,0.32638183380648716,0.6736181661935128
دواسا فارغين زوبعه فنجان جريقه لابتزاز الاحرار,1,0,False,0.2858417246933944,0.7141582753066056
ولات يخرج شرذمه جديد😵,1,0,False,0.09103131443458108,0.9089686855654189
🙂😉,1,0,False,0.32638183380648716,0.6736181661935128
قلتلكم بطاطا خشينه,1,0,False,0.34772135867041837,0.6522786413295816
يبردوع هذو دراهمهم مين تعرف تحسب وفهيمي احسبنا شحال برلماني خرجوه العام وزير وشحال يدي تقاعد فالشهر وشحال تجيك وزيد منحه نهايه الخذمه لكل تفوق 280 مليون للواحد وشوف هذو خطي جزاير قاعديت نبعو غي لقلاليل بخست وجوهكم يوم الدين,1,0,False,0.4458136072223629,0.5541863927776371
نيكوه,1,0,False,0.32638183380648716,0.6736181661935128
الفاظ قذره يهينونهم نعرف فتانون لعبه رابح خاسر لماذا الالفاظ الله يهدينا يهديكم,1,0,False,0.306801687993885,0.6931983120061149
يديه جينرال الامتزيات والشركات ميزانيه فوج راس الحلوف ناس عانت وبات برا وصرا ماصرا تخم الدوله الارقام تكتب دخلهم الدوله ترميسته وحده فاتورات الغاز نحكوش الماء والغرامه ياو خم روحك,1,0,False,0.46566565216964045,0.5343343478303595
عفن السلام,1,0,False,0.013839512394940834,0.9861604876050591
وراك عيش ياحلوف,1,0,False,0.4894045546751403,0.5105954453248597
يقصف يبالي,1,0,False,0.32638183380648716,0.6736181661935128
خطونا,1,0,False,0.423743985419201,0.576256014580799
bditou fl 3onsoriya wl fitena,1,0,False,0.32638183380648716,0.6736181661935128
لقبايل رجاله تحيا القبايل,1,0,False,0.17774788094896482,0.8222521190510352
ahachemi yakalba wache donné os ch,1,0,False,0.32638183380648716,0.6736181661935128
💚❤,1,0,False,0.32638183380648716,0.6736181661935128
وناك القضيه الفلسطينيه,1,0,False,0.06194738675895432,0.9380526132410457
ردو بالكم ليحاكموه حيازه عمله صعبه الابلاغ هنها حيازته جوازي سفر خلاص اهم دعوى الفساد يحاكم عليها استرجاع الاموال المنهوبه,1,0,False,0.44204453982678527,0.5579554601732147
شوفيه اظن تبونهم ايكون رجليك,1,0,False,0.35156365678304546,0.6484363432169545
وايدكم فييه 🖕😂,1,0,False,0.32638183380648716,0.6736181661935128
حماره بغله يقره,1,0,False,0.45815128162156693,0.5418487183784331
يقحببه,1,0,False,0.32638183380648716,0.6736181661935128
نيكماتكم تجراتم,1,0,False,0.32638183380648716,0.6736181661935128
reh chef,1,0,False,0.32638183380648716,0.6736181661935128
واله ماتحشم,1,0,False,0.17664922398297053,0.8233507760170294
كلشي مبروك وعقابهم جيسكوبو,1,0,False,0.03517449373024955,0.9648255062697505
نكحتهم,1,0,False,0.32638183380648716,0.6736181661935128
contre na7i hedik teswira te3 siyadek المتصدر ⚪🔴,1,0,False,0.32638183380648716,0.6736181661935128
المبلغ هادا حكمو حداد صرف رقيق ارهابي,1,0,False,0.46657309339748293,0.533426906602517
طر طر الهى روحك الجزائر بعيده,1,0,False,0.48726885359724714,0.5127311464027529
شاء الله تقومو بتلبيه الطلب,1,0,False,0.22072378656905872,0.7792762134309412
مسيره ربراب اتفها الفكره,1,0,False,0.24893635805704542,0.7510636419429546
minute teeri rabna deen akhlak 91 kountou jonoud and sidkoum nazar achabouha,1,0,False,0.32638183380648716,0.6736181661935128
لاشك عمل كمشه الجنرالات,1,0,False,0.28971457427407726,0.7102854257259228
اله لاتربحهم,1,0,False,0.10699161601064523,0.8930083839893548
بخونه الجزائر بلادنا الكسره والماء والراس السماء مراهش خلصنا يهدر علينا ياخرا يازيطوط,1,0,False,0.4206477014941297,0.5793522985058703
jaye7,1,0,False,0.32638183380648716,0.6736181661935128
mensonge koulchi makhdoum kilab sahioun,1,0,False,0.059597721275951296,0.9404022787240487
😂😁,1,0,False,0.32638183380648716,0.6736181661935128
الف مبروك 🎉🎊الليله يرقدو مقنوطين ✌🇩🇿,1,0,False,0.027951297852208252,0.9720487021477917
متخافوش يشروه لعبيد نتاع الدشره,1,0,False,0.4706568431589184,0.5293431568410816
wekhtek chekit kayna menha,1,0,False,0.10429754192338117,0.8957024580766189
مزيه شفت البيبليكاسيون نخرج الباجه صبن فالـ 20 مزالكم تكلاشو الولايات تستعملو الكلمات الغاملين,1,0,False,0.2617366656322391,0.7382633343677609
مزال جيبوك ينحولك القرعه حاصله,1,0,False,0.4916524843916606,0.5083475156083395
نووض هز قلايطك جسم فاني وحياه فانيه يتزوج يخدم قدو حالتو ديك اشيااء,1,0,False,0.21722383999654696,0.7827761600034531
ال🖕بي عنكم حساسيه مولوديه ربي يجيب الشفا,1,0,False,0.21117568891329502,0.788824311086705
